fid,Hylak_id,Lake_name,Country,Continent,Poly_src,Lake_type,Grand_id,Lake_area,Shore_len,Shore_dev,Vol_total,Vol_res,Vol_src,Depth_avg,Dis_avg,Res_time,Elevation,Slope_100,Wshd_area,Pour_long,Pour_lat
11,"1301",Trasimeno,Italy,Europe,SWBD,"1","0",119.379999999999995,58.640000000000001,1.510000000000000,1225.109999999999900,0.000000000000000,"3",10.300000000000001,3.775000000000000,3756.199999999999818,"253",1.900000000000000,292.199999999999989,12.094670000000001,43.086891000000001
12,"13891",,Czech Republic,Europe,SWBD,"2","3794",22.750000000000000,40.719999999999999,2.410000000000000,134.000000000000000,134.000000000000000,"2",5.900000000000000,47.845999999999997,32.399999999999999,"164",1.670000000000000,11869.799999999999272,16.722014000000001,48.860925999999999
13,"13921",,Czech Republic,Europe,SWBD,"2","3273",43.780000000000001,109.489999999999995,4.670000000000000,306.000000000000000,306.000000000000000,"2",7.000000000000000,10.444000000000001,339.100000000000023,"725",4.150000000000000,937.700000000000045,14.234878999999999,48.634394999999998
14,"13954",,Slovakia,Europe,SWBD,"2","3805",11.340000000000000,30.949999999999999,2.590000000000000,50.799999999999997,50.799999999999997,"2",4.500000000000000,140.954000000000008,4.200000000000000,"117",0.700000000000000,10410.799999999999272,17.827072999999999,48.193783000000003
15,"13962",,Germany,Europe,SWBD,"1","0",44.979999999999997,41.350000000000001,1.740000000000000,700.769999999999982,0.000000000000000,"3",15.600000000000000,20.853000000000002,388.899999999999977,"531",3.820000000000000,996.600000000000023,11.130208000000000,48.075763999999999
16,"13965",,Hungary,Europe,SWBD,"2","3806",33.840000000000003,76.900000000000006,3.730000000000000,160.000000000000000,160.000000000000000,"2",4.700000000000000,2093.565000000000055,0.900000000000000,"123",0.910000000000000,131205.700000000011642,17.269791999999999,47.999068999999999
17,"13966",Starnberger See,Germany,Europe,SWBD,"1","0",54.770000000000003,48.789999999999999,1.860000000000000,1237.990000000000009,0.000000000000000,"3",22.600000000000001,6.222000000000000,2302.900000000000091,"583",5.070000000000000,306.300000000000011,11.354819000000001,47.996766000000001
18,"13969",,Austria,Europe,SWBD,"1","0",44.140000000000001,48.950000000000003,2.080000000000000,1654.690000000000055,0.000000000000000,"3",37.500000000000000,13.134000000000000,1458.200000000000045,"467",8.230000000000000,467.899999999999977,13.592307000000000,47.948292000000002
19,"13970",Chiemsee,Germany,Europe,SWBD,"1","0",75.049999999999997,70.379999999999995,2.290000000000000,575.509999999999991,0.000000000000000,"3",7.700000000000000,41.164000000000001,161.800000000000011,"515",1.850000000000000,1440.000000000000000,12.485403000000000,47.930723000000000
20,"13971",Traunsee,Austria,Europe,SWBD,"3","3283",23.390000000000001,33.530000000000001,1.960000000000000,1928.170000000000073,514.000000000000000,"3",82.500000000000000,44.847000000000001,497.600000000000023,"420",14.270000000000000,1395.900000000000091,13.800281000000000,47.916840999999998
21,"13976",,Austria,Europe,SWBD,"1","0",13.060000000000000,25.770000000000000,2.010000000000000,461.139999999999986,0.000000000000000,"3",35.299999999999997,6.680000000000000,799.000000000000000,"479",10.119999999999999,254.300000000000011,13.447312000000000,47.803609999999999
22,"13983",,Austria,Europe,SWBD,"1","0",11.789999999999999,27.030000000000001,2.220000000000000,346.009999999999991,0.000000000000000,"3",29.399999999999999,3.754000000000000,1066.799999999999955,"534",8.810000000000000,131.000000000000000,13.484443000000001,47.722071000000000
23,"13985",,Germany,Europe,SWBD,"2","3287",12.289999999999999,29.789999999999999,2.400000000000000,165.000000000000000,165.000000000000000,"2",13.400000000000000,42.606999999999999,44.799999999999997,"773",4.070000000000000,1577.500000000000000,10.742706999999999,47.653187000000003
24,"13992",,Germany,Europe,SWBD,"1","0",15.699999999999999,27.140000000000001,1.930000000000000,793.659999999999968,0.000000000000000,"3",50.500000000000000,1.774000000000000,5178.000000000000000,"798",13.279999999999999,74.400000000000006,11.392222000000000,47.584668000000001
25,"14005",Wangen Lachen,Switzerland,Europe,SWBD,"1","0",83.000000000000000,101.549999999999997,3.140000000000000,1498.589999999999918,0.000000000000000,"3",18.100000000000001,73.000000000000000,237.599999999999994,"402",3.820000000000000,1837.799999999999955,8.542707999999999,47.364167999999999
26,"14015",,Hungary,Europe,SWBD,"1","0",11.490000000000000,54.500000000000000,4.540000000000000,13.730000000000000,0.000000000000000,"3",1.200000000000000,0.535000000000000,297.000000000000000,"100",0.550000000000000,206.900000000000006,18.573592999999999,47.188907000000000
27,"14017",,Switzerland,Europe,SWBD,"1","0",37.159999999999997,38.509999999999998,1.780000000000000,1139.970000000000027,0.000000000000000,"3",30.699999999999999,8.362000000000000,1577.900000000000091,"411",7.170000000000000,250.500000000000000,8.463542000000000,47.176434000000000
28,"14020",,Switzerland,Europe,SWBD,"1","0",13.770000000000000,18.390000000000001,1.400000000000000,112.609999999999999,0.000000000000000,"3",8.199999999999999,2.615000000000000,498.399999999999977,"500",2.810000000000000,87.900000000000006,8.124313000000001,47.156167000000003
29,"14021",,Switzerland,Europe,SWBD,"1","0",23.239999999999998,34.799999999999997,2.040000000000000,2239.110000000000127,0.000000000000000,"3",96.400000000000006,19.481000000000002,1330.299999999999955,"418",21.410000000000000,443.000000000000000,9.099653999999999,47.133118000000003
30,"14023",,Switzerland,Europe,SWBD,"1","0",37.590000000000003,46.789999999999999,2.150000000000000,617.779999999999973,0.000000000000000,"3",16.399999999999999,210.442000000000007,34.000000000000000,"425",4.160000000000000,7858.100000000000364,7.229442000000000,47.124775000000000
31,"14029",,Switzerland,Europe,SWBD,"1","0",21.609999999999999,20.770000000000000,1.260000000000000,210.229999999999990,0.000000000000000,"3",9.699999999999999,14.727000000000000,165.199999999999989,"423",2.970000000000000,697.799999999999955,7.114600000000000,46.955708999999999
32,"14047",,Austria,Europe,SWBD,"1","0",12.600000000000000,25.030000000000001,1.990000000000000,667.159999999999968,0.000000000000000,"3",53.000000000000000,6.377000000000000,1210.900000000000091,"588",14.490000000000000,286.100000000000023,13.516185000000000,46.813158000000001
33,"14052",,Switzerland,Europe,SWBD,"1","0",45.829999999999998,42.750000000000000,1.780000000000000,2364.449999999999818,0.000000000000000,"3",51.600000000000001,90.884000000000000,301.100000000000023,"558",10.770000000000000,2503.300000000000182,7.635625000000000,46.742890000000003
34,"14054",,Switzerland,Europe,SWBD,"1","0",28.899999999999999,33.500000000000000,1.760000000000000,1934.980000000000018,0.000000000000000,"3",67.000000000000000,36.058000000000000,621.100000000000023,"563",14.900000000000000,753.799999999999955,7.886349000000000,46.693863999999998
