# These data are freely available under the Creative Commons Attribution 4.0 International Licence (CC BY 4.0)					
# when using the data please cite as: 					
# Spooner, Cameron; Scheck-Wenderoth, Magdalena; Götze, Hans-Jürgen; Ebbing, Jörg; Hetényi, György (2019): 3D Gravity Constrained Model of Density Distribution Across the Alpine Lithosphere. GFZ Data Services. http://doi.org/10.5880/GFZ.4.5.2019.004
X COORD (UTM Zone 32N)	Y COORD (UTM Zone 32N)	TOP (m.a.s.l)	THICKNESS (m)	DENSITY (Kg/m3)
446635	5238615	-2171.164734	19630.67188	2700
446635	5258615	-980.974609	19949.71875	2660
446635	5278615	120.979675	18863.53516	2660
446635	5298615	592.265685	17613.7168	2660
446635	5318615	602.997436	17172.50195	2660
446635	5338615	408.668213	16365.6377	2660
446635	5358615	234.984298	15885.80957	2660
446635	5378615	258.253997	15374.54395	2660
446635	5398615	-1088.971268	14787.93164	2660
446635	5418615	-3740.104484	15821.88379	2700
446635	5438615	-4607.075882	15438.0752	2670
446635	5458615	-3343.699653	14043.82031	2670
446635	5478615	-2364.582145	14023.53223	2670
446635	5498615	-2047.835663	14594.90527	2670
466635	4898615	-829.566651	10971.42578	2720
466635	4918615	-105.640244	23663.04688	2720
466635	4938615	-232.605225	20666.33398	2720
466635	4958615	-2447.013665	25049.69531	2670
466635	4978615	-8595.678336	17232.4375	2670
466635	4998615	-10708.14393	12887.25879	2730
466635	5018615	-7427.028831	13371.58496	2730
466635	5038615	-5581.327896	13193.08984	2670
466635	5058615	-2762.31134	13503.45313	2670
466635	5078615	-1202.219513	13370.04981	2670
466635	5098615	-80.7406	14932.87891	2670
466635	5118615	828.253356	16236.41992	2670
466635	5138615	-191.313111	15591.63086	2670
466635	5158615	-3548.084961	14448.06055	2670
466635	5178615	-6760.059815	15054.64844	2700
466635	5198615	-7444.439515	17071.89063	2700
466635	5218615	-4861.882874	18070.68555	2700
466635	5238615	-3018.0542	19247.44922	2700
466635	5258615	-1598.906952	19630.08203	2700
466635	5278615	-582.684631	17664.53125	2660
466635	5298615	39.284636	16920.68164	2660
466635	5318615	193.178588	17831.35156	2660
466635	5338615	57.447571	17438.18945	2660
466635	5358615	-332.708985	16452.60156	2660
466635	5378615	54.718017	16179.49219	2660
466635	5398615	397.909515	18005.66797	2660
466635	5418615	-1462.202469	20168.75977	2700
466635	5438615	-4111.143097	16979.33984	2700
466635	5458615	-3956.97802	14160.5625	2670
466635	5478615	-3142.516434	13429.22852	2670
466635	5498615	-3583.958405	12596.10352	2670
486635	4898615	-1237.050537	12311.6377	2720
486635	4918615	-529.909286	15592.5459	2720
486635	4938615	-953.867677	15508.29492	2720
486635	4958615	-5082.285309	13297.7002	2670
486635	4978615	-10830.51558	8238.78125	2730
486635	4998615	-9093.200462	10482.8877	2730
486635	5018615	-7729.548728	11348.33496	2730
486635	5038615	-8557.629241	8255.822266	2730
486635	5058615	-8452.667725	8529.892578	2670
486635	5078615	-5687.417175	9434.239258	2670
486635	5098615	-2437.122437	12072.8457	2670
486635	5118615	23.511535	14715.30762	2670
486635	5138615	432.569335	17223.99414	2670
486635	5158615	-3551.033691	16126.20313	2670
486635	5178615	-7633.555054	16573.87109	2700
486635	5198615	-8957.486324	18222.32813	2700
486635	5218615	-6110.906494	17840.25195	2700
486635	5238615	-4425.550904	18331.76172	2700
486635	5258615	-2240.127137	19794.86523	2700
486635	5278615	-1497.112336	18537.0625	2660
486635	5298615	-790.98288	17948.93555	2660
486635	5318615	-226.491395	19461.76172	2660
486635	5338615	-319.747132	19666.37305	2660
486635	5358615	-757.508728	17329.07031	2660
486635	5378615	-619.181183	17916.70508	2660
486635	5398615	-5.212204	20507.64258	2660
486635	5418615	-583.278625	22057.26563	2700
486635	5438615	-1839.553421	19946.27148	2700
486635	5458615	-1832.225586	17618.47266	2700
486635	5478615	-940.804642	17012.81055	2670
486635	5498615	-314.585724	15713.09863	2670
506635	4898615	-1819.531677	11410.41895	2720
506635	4918615	-4295.181	12661.0752	2720
506635	4938615	-8913.668275	10469.24219	2720
506635	4958615	-10668.17358	9700.120117	2720
506635	4978615	-9889.536438	11938.58496	2730
506635	4998615	-7570.908652	15134.88477	2730
506635	5018615	-6806.982192	15165.00684	2730
506635	5038615	-8074.589936	12007.25586	2730
506635	5058615	-8404.934631	9907.790039	2730
506635	5078615	-6648.985108	9972.255859	2670
506635	5098615	-3679.247803	12295.73438	2670
506635	5118615	-847.270386	15507.625	2670
506635	5138615	842.669494	19738.20703	2670
506635	5158615	-3418.65149	17607.94531	2670
506635	5178615	-7675.420289	17057.40234	2670
506635	5198615	-9567.484497	17679.81641	2700
506635	5218615	-7458.822328	16582.63281	2700
506635	5238615	-4621.433717	18690.30078	2700
506635	5258615	-2970.153748	20218.86719	2700
506635	5278615	-2188.105346	20209.50586	2700
506635	5298615	-1397.508728	19847.00586	2660
506635	5318615	-535.89441	19891.40039	2660
506635	5338615	-480.923279	19131.20703	2660
506635	5358615	-820.305908	18328.65039	2660
506635	5378615	-995.081069	19229.38281	2660
506635	5398615	-482.818176	21396.26563	2700
506635	5418615	-686.734421	22184.32617	2700
506635	5438615	-1482.021682	20918.74609	2700
506635	5458615	-1617.045166	20293.86719	2700
506635	5478615	-807.528839	18984.25586	2700
506635	5498615	-271.392151	16402.60742	2670
526635	4898615	-4209.912354	9938.057617	2720
526635	4918615	-7281.073853	11222.94336	2720
526635	4938615	-11029.61871	11145.7041	2720
526635	4958615	-12868.45557	11641.61523	2720
526635	4978615	-10288.88104	13560.14453	2730
526635	4998615	-8733.933601	15025.14453	2730
526635	5018615	-7910.362991	15626.38965	2730
526635	5038615	-8484.515861	13059.29883	2730
526635	5058615	-8178.393524	8416.616211	2730
526635	5078615	-6135.611878	9555.280273	2730
526635	5098615	-3582.472535	15469.59961	2670
526635	5118615	-1059.296693	17766.12695	2670
526635	5138615	1142.558471	21425.73438	2670
526635	5158615	-3182.102906	18702.54492	2670
526635	5178615	-7536.439454	17707.10938	2670
526635	5198615	-9642.025879	17401.93359	2700
526635	5218615	-8295.722047	16141.21289	2700
526635	5238615	-5913.726197	17512.29883	2700
526635	5258615	-4062.544557	19361.14063	2700
526635	5278615	-2646.793336	20671.45898	2700
526635	5298615	-1743.762574	20725.03906	2660
526635	5318615	-883.953186	21017.46484	2660
526635	5338615	-574.68103	20350.29883	2660
526635	5358615	-807.717103	20344.66992	2700
526635	5378615	-1152.983154	20666.49414	2700
526635	5398615	-680.640213	21822.41016	2700
526635	5418615	-534.834381	22192.32422	2700
526635	5438615	-1215.473328	21105.46875	2700
526635	5458615	-1754.57904	20819.48242	2700
526635	5478615	-1503.915115	21234.20703	2700
526635	5498615	-1139.879119	18966.32813	2670
546635	4898615	-5065.07965	9688.707031	2720
546635	4918615	-5895.56659	12757.60938	2720
546635	4938615	-4901.745789	18527.87305	2720
546635	4958615	-13273.18683	13047.50684	2720
546635	4978615	-11242.66999	12693.63281	2730
546635	4998615	-10944.18356	12200.02344	2730
546635	5018615	-9808.176749	12438.31348	2730
546635	5038615	-9501.808861	12505.78125	2730
546635	5058615	-8903.09903	8998.706055	2730
546635	5078615	-6938.114075	10574.2168	2730
546635	5098615	-3724.984254	17002.6875	2670
546635	5118615	-62.885499	20269.70508	2670
546635	5138615	1291.121094	22595.02734	2670
546635	5158615	-3466.260987	18816.84961	2670
546635	5178615	-8480.077999	18017.85156	2670
546635	5198615	-10799.6742	18551.82031	2670
546635	5218615	-9002.369504	17662.85547	2700
546635	5238615	-6951.884767	17118.34375	2700
546635	5258615	-4786.713501	18452.04688	2700
546635	5278615	-3281.704865	19825.57422	2700
546635	5298615	-2136.077515	20290.57813	2700
546635	5318615	-1285.736756	21746.75977	2660
546635	5338615	-744.092621	22793.47266	2660
546635	5358615	-667.694641	22847.04297	2700
546635	5378615	-891.220032	22288.95117	2700
546635	5398615	-724.585327	21913.00195	2700
546635	5418615	-369.623962	21762.12305	2700
546635	5438615	-600.659667	21407.49023	2700
546635	5458615	-910.199966	20885.04492	2700
546635	5478615	-1033.422363	20486.00781	2700
546635	5498615	-1087.681854	20059.8125	2700
566635	4898615	-2972.85788	13166.67578	2720
566635	4918615	-3794.190552	13573.7959	2720
566635	4938615	-8698.482361	13804.98438	2720
566635	4958615	-13923.96466	10984.44922	2720
566635	4978615	-11929.73085	13872.63281	2730
566635	4998615	-11847.97589	13846.18359	2730
566635	5018615	-10605.71879	10546.71289	2730
566635	5038615	-10516.16898	11341.05176	2730
566635	5058615	-9783.459931	8174.717773	2730
566635	5078615	-7241.726014	10578.01172	2730
566635	5098615	-4160.850953	17034.49023	2670
566635	5118615	-63.141969	21160.81836	2670
566635	5138615	1010.961669	22805.00586	2670
566635	5158615	-4204.907227	17969.08008	2670
566635	5178615	-9773.913571	16610.06836	2670
566635	5198615	-13014.45337	16021.43457	2670
566635	5218615	-10071.04809	16538.05273	2740
566635	5238615	-7925.442628	15730.64844	2700
566635	5258615	-5761.851288	17128.42773	2700
566635	5278615	-4301.324768	18503.84766	2700
566635	5298615	-2557.59784	19254.62305	2700
566635	5318615	-1672.168641	19957.6875	2660
566635	5338615	-1066.29364	20529.38672	2660
566635	5358615	-693.395263	20775.98828	2700
566635	5378615	-619.011718	20777.58203	2700
566635	5398615	-613.469148	20148.64453	2700
566635	5418615	-307.453277	18829.12891	2700
566635	5438615	-271.104644	17406.87695	2700
566635	5458615	-364.740357	15701.36328	2700
566635	5478615	-608.816071	13177.68262	2700
566635	5498615	-853.45517	15724.79395	2700
586635	4898615	-5766.541718	13212.84766	2720
586635	4918615	-12643.80725	5348.921875	2720
586635	4938615	-14537.19775	7481.173828	2720
586635	4958615	-13324.26309	10106.78223	2720
586635	4978615	-11996.85387	12172.0293	2720
586635	4998615	-11546.99066	10179.31934	2730
586635	5018615	-10539.10373	11030.71875	2730
586635	5038615	-9922.781479	11918.875	2730
586635	5058615	-6371.747315	15152.07031	2730
586635	5078615	-4078.304322	17013.61719	2730
586635	5098615	-4499.875611	16784.00977	2670
586635	5118615	-2286.025757	19034.18164	2670
586635	5138615	-907.710205	21248.36523	2670
586635	5158615	-4465.260255	17850.86719	2670
586635	5178615	-9673.488531	14664.21582	2670
586635	5198615	-15352.74707	11110.42481	2740
586635	5218615	-11749.37769	15318.39844	2740
586635	5238615	-9146.672485	14753.36328	2740
586635	5258615	-6786.109131	15929.49805	2700
586635	5278615	-4171.999757	18033.62305	2700
586635	5298615	-2990.182557	18002.67773	2700
586635	5318615	-2023.471375	17871.55078	2700
586635	5338615	-1387.424011	17603.64063	2700
586635	5358615	-873.96051	17312.19336	2700
586635	5378615	-604.778869	17265.78516	2700
586635	5398615	-512.158142	17193.00391	2700
586635	5418615	-289.468231	15422.96289	2700
586635	5438615	-202.520721	12559.69824	2700
586635	5458615	-325.50888	13508.41211	2700
586635	5478615	-616.891602	12353.11133	2700
586635	5498615	-841.367065	13098.7041	2700
606635	4898615	-13901.95264	4607.790039	2720
606635	4918615	-16444.57398	6061.888672	2720
606635	4938615	-13438.42905	9948.639648	2720
606635	4958615	-11556.45161	12491.10156	2720
606635	4978615	-10896.91654	12772.64648	2720
606635	4998615	-10336.22865	11253.36523	2730
606635	5018615	-9439.106704	12353.16309	2730
606635	5038615	-7793.487564	14079.07422	2730
606635	5058615	-2182.835817	19169.25	2730
606635	5078615	-94.197998	21089.70313	2670
606635	5098615	-3961.420411	19865.96094	2670
606635	5118615	-3631.195557	21087.68359	2670
606635	5138615	-3303.547242	20014.50586	2670
606635	5158615	-4398.938965	18392.53125	2670
606635	5178615	-6651.861085	16986.79492	2670
606635	5198615	-13864.72669	13315.0459	2740
606635	5218615	-14611.41944	13687.27344	2740
606635	5238615	-11115.83459	14565.61523	2740
606635	5258615	-7739.16626	16273.93945	2740
606635	5278615	-5072.09015	17125.58984	2700
606635	5298615	-3460.839235	17299.23828	2700
606635	5318615	-2356.734193	17123.00195	2700
606635	5338615	-1594.190735	17249.79297	2700
606635	5358615	-1052.989776	16626.23242	2700
606635	5378615	-700.410645	16359.69434	2700
606635	5398615	-480.169861	16826.91211	2700
606635	5418615	-274.482071	15578.56055	2700
606635	5438615	-200.790619	11846.3252	2700
606635	5458615	-296.089295	13329.08203	2700
606635	5478615	-544.562744	14938.41992	2700
606635	5498615	-730.445527	13481.43262	2700
626635	4898615	-16512.90588	3944.447266	2720
626635	4918615	-15723.68168	9798.826172	2720
626635	4938615	-12709.10001	13097.2168	2720
626635	4958615	-10491.70313	14997.16016	2730
626635	4978615	-10175.7338	15066.53613	2730
626635	4998615	-8980.919969	13038.625	2730
626635	5018615	-7659.118232	14109.67578	2730
626635	5038615	-7941.876838	13424.66699	2730
626635	5058615	-5390.771882	15737.21875	2730
626635	5078615	-1900.166138	18908.48438	2730
626635	5098615	-4697.356201	17275.82813	2730
626635	5118615	-4555.134889	17418.44922	2730
626635	5138615	-4462.019043	16786.99805	2670
626635	5158615	-4685.697998	16973.18555	2670
626635	5178615	-2681.622071	20612.88672	2670
626635	5198615	-8947.008545	18794.88281	2740
626635	5218615	-16566.5072	11918.68555	2740
626635	5238615	-12987.37366	14754.98535	2740
626635	5258615	-8084.331666	17572.64063	2740
626635	5278615	-5451.589539	17487.10742	2700
626635	5298615	-3704.925354	16513.92383	2700
626635	5318615	-2647.488648	17332.375	2700
626635	5338615	-1730.967407	18906.47656	2700
626635	5358615	-1215.997771	19382.95313	2700
626635	5378615	-927.95938	19589.69141	2700
626635	5398615	-637.467285	19379.21484	2700
626635	5418615	-324.352631	16733.42969	2700
626635	5438615	-223.543793	14193.5918	2700
626635	5458615	-246.666991	14232.875	2700
626635	5478615	-406.376312	14409.61523	2700
626635	5498615	-618.422363	13217.55176	2700
646635	4898615	-16377.3808	7555.720703	2720
646635	4918615	-15476.88886	11284.59277	2720
646635	4938615	-12389.65175	14238.99316	2720
646635	4958615	-9898.76893	17455.96094	2730
646635	4978615	-10022.15446	16457.22852	2730
646635	4998615	-9088.55002	14001.58496	2730
646635	5018615	-7337.316166	14559.10254	2730
646635	5038615	-6990.512779	14019.04492	2730
646635	5058615	-7423.18634	13492.62891	2730
646635	5078615	-7057.316469	15611.29492	2730
646635	5098615	-5929.761903	17917.39453	2730
646635	5118615	-5501.994873	16437.375	2670
646635	5138615	-6016.024048	16111.19531	2670
646635	5158615	-5044.468506	17025.78711	2670
646635	5178615	-1825.142578	21299.36719	2740
646635	5198615	-6372.751954	20548.19336	2740
646635	5218615	-14894.09985	12595.32129	2740
646635	5238615	-12857.34851	13277.10352	2740
646635	5258615	-9799.125122	14526.01856	2740
646635	5278615	-6118.591553	16543.58984	2700
646635	5298615	-3912.091798	16065.50391	2700
646635	5318615	-3087.576112	16252.57422	2720
646635	5338615	-2042.936768	17759.99609	2720
646635	5358615	-1381.496673	18431.89648	2720
646635	5378615	-1116.652435	18707.11133	2720
646635	5398615	-786.538727	18477.85938	2720
646635	5418615	-324.657776	17152.21875	2720
646635	5438615	-237.260101	15852.98145	2700
