# These data are freely available under the Creative Commons Attribution 4.0 International Licence (CC BY 4.0)					
# when using the data please cite as: 					
# Spooner, Cameron; Scheck-Wenderoth, Magdalena; Götze, Hans-Jürgen; Ebbing, Jörg; Hetényi, György (2019): 3D Gravity Constrained Model of Density Distribution Across the Alpine Lithosphere. GFZ Data Services. http://doi.org/10.5880/GFZ.4.5.2019.004
X COORD (UTM Zone 32N)	Y COORD (UTM Zone 32N)	TOP (m.a.s.l)	THICKNESS (m)	DENSITY (Kg/m3)
526635	5198615	-42374.80908	70125.53125	3305
526635	5218615	-38428.68885	74985.01563	3305
526635	5238615	-34956.36878	77702.07031	3305
526635	5258615	-32015.21253	78311.875	3305
526635	5278615	-29411.682	77585.73438	3305
526635	5298615	-27536.7489	75680.3125	3305
526635	5318615	-26434.85748	73195.125	3305
526635	5338615	-25979.8197	70627.6875	3305
526635	5358615	-25998.19366	68500.26563	3305
526635	5378615	-26148.20581	66884.57813	3305
526635	5398615	-26368.01131	65291.78125	3305
526635	5418615	-26567.41446	63641.70313	3305
526635	5438615	-26720.70966	62295.21875	3305
526635	5458615	-26819.10443	61341.75781	3305
526635	5478615	-26868.64558	60634.29297	3305
526635	5498615	-26950.06662	59744.57031	3305
546635	4898615	-22526.06695	74688.73438	3305
546635	4918615	-26406.92988	72618.5	3305
546635	4938615	-33982.83759	66743.60156	3305
546635	4958615	-39013.22883	63333.99219	3305
546635	4978615	-39664.21686	64227.91797	3335
546635	4998615	-36768.04489	68605.5625	3335
546635	5018615	-31984.28125	74799.67969	3335
546635	5038615	-31116.50613	76983.17188	3335
546635	5058615	-33814.85781	75488.79688	3335
546635	5078615	-36758.22151	73622.49219	3335
546635	5098615	-40833.97058	70525.5625	3335
546635	5118615	-45618.59449	66684.64844	3335
546635	5138615	-50570.47461	62634.66016	3305
546635	5158615	-51670.64966	62607.47656	3305
546635	5178615	-49213.22058	66904.875	3305
546635	5198615	-44374.34412	73855.72656	3305
546635	5218615	-39910.85583	79077	3305
546635	5238615	-36142.79493	81819.375	3305
546635	5258615	-32948.26233	82704.98438	3305
546635	5278615	-30195.40994	82257.09375	3305
546635	5298615	-28203.89588	80347.59375	3305
546635	5318615	-27038.68793	77472.50781	3305
546635	5338615	-26470.28403	74240.61719	3305
546635	5358615	-26226.85285	71237.88281	3305
546635	5378615	-26169.46027	68636.20313	3305
546635	5398615	-26318.60095	66310.0625	3305
546635	5418615	-26618.04779	64305.09375	3305
546635	5438615	-26892.34521	62797.57031	3305
546635	5458615	-27101.55543	61748.27344	3305
546635	5478615	-27261.67236	60993.02344	3305
546635	5498615	-27442.39279	60236.29688	3305
566635	4898615	-23993.45749	73694.58594	3305
566635	4918615	-28873.72278	70678.85156	3305
566635	4938615	-37102.83197	64246.60547	3305
566635	4958615	-39923.03497	63126.37109	3305
566635	4978615	-37347.91835	67335.35938	3335
566635	4998615	-33684.16339	72593.85938	3335
566635	5018615	-29815.98832	78025.84375	3335
566635	5038615	-28689.27739	80679.50781	3335
566635	5058615	-32397.93161	78454.875	3335
566635	5078615	-38599.31195	73706.32813	3335
566635	5098615	-45153.98181	68614.34375	3335
566635	5118615	-48680.38025	66616.51563	3335
566635	5138615	-51139.3645	65838.07813	3305
566635	5158615	-51806.09083	67082.375	3305
566635	5178615	-50042.08349	71015.35938	3305
566635	5198615	-45945.79028	77101.91406	3305
566635	5218615	-41290.17699	82147.39063	3305
566635	5238615	-37310.2356	84761.79688	3305
566635	5258615	-33981.5798	85907.45313	3305
566635	5278615	-31178.59235	85847.92188	3305
566635	5298615	-29154.07441	84061.97656	3305
566635	5318615	-27946.00653	80963.85938	3305
566635	5338615	-27192.43036	77300.05469	3305
566635	5358615	-26722.00464	73609.375	3305
566635	5378615	-26456.66601	70298.79688	3305
566635	5398615	-26493.48087	67381.54688	3305
566635	5418615	-26788.7443	65000.99219	3305
566635	5438615	-27120.47769	63273.71875	3305
566635	5458615	-27391.72571	62169.99219	3305
566635	5478615	-27627.31803	61466.01172	3305
566635	5498615	-27888.57139	61021.64844	3305
586635	4898615	-26051.14328	72159.27344	3305
586635	4918615	-31814.8639	68295.64844	3305
586635	4938615	-40613.00439	61345.91016	3305
586635	4958615	-41133.78946	62604.875	3305
586635	4978615	-35809.71911	69657.71094	3335
586635	4998615	-31804.60102	75359.46875	3335
586635	5018615	-29337.61935	79505.34375	3335
586635	5038615	-27909.80296	82601.32813	3335
586635	5058615	-31369.81958	80795.36719	3335
586635	5078615	-37960.08167	75865.42969	3335
586635	5098615	-45131.84827	70406.40625	3335
586635	5118615	-49391.19959	67971.89063	3335
586635	5138615	-51722.71607	67659.29688	3335
586635	5158615	-52415.37354	69207.1875	3335
586635	5178615	-50659.61841	73146.125	3335
586635	5198615	-46749.95118	78752.89063	3335
586635	5218615	-42517.08277	83251.90625	3335
586635	5238615	-38738.77405	85884.19531	3305
586635	5258615	-35420.58374	87373.17188	3305
586635	5278615	-32569.27125	87755.71094	3305
586635	5298615	-30434.83294	86471.40625	3305
586635	5318615	-29027.53387	83554.99219	3305
586635	5338615	-28077.70136	79643.5	3305
586635	5358615	-27496.77106	75292.75	3305
586635	5378615	-27150.05817	71275.61719	3305
586635	5398615	-27058.88276	67837.71875	3305
586635	5418615	-27191.78854	65220.83594	3305
586635	5438615	-27443.85666	63416.30078	3305
586635	5458615	-27756.92392	62345.57031	3305
586635	5478615	-28117.60352	61736.46875	3305
586635	5498615	-28493.36512	61746.44141	3305
606635	4898615	-28678.33448	70044.42188	3305
606635	4918615	-34721.43921	65973.75	3305
606635	4938615	-42500.10189	60110.84375	3305
606635	4958615	-42226.30122	62255.21484	3335
606635	4978615	-36904.27786	69402.04688	3335
606635	4998615	-32224.39857	75860.17188	3335
606635	5018615	-29661.63308	80165.51563	3335
606635	5038615	-28651.61061	82892.60156	3335
606635	5058615	-30772.99402	82454.96094	3335
606635	5078615	-35386.23121	79500.625	3335
606635	5098615	-42081.9419	74473.46875	3335
606635	5118615	-48098.61353	70180.46875	3335
606635	5138615	-51774.84802	68333.96875	3335
606635	5158615	-52579.56788	69482.53125	3335
606635	5178615	-51029.91187	72816.6875	3335
606635	5198615	-47440.46986	77663.75	3335
606635	5218615	-43503.08351	81909.21875	3335
606635	5238615	-40271.98107	84632.57813	3305
606635	5258615	-37154.68188	86727.9375	3305
606635	5278615	-34232.87335	87960.40625	3305
606635	5298615	-31702.94861	87774.90625	3305
606635	5318615	-29941.75177	85408.5	3305
606635	5338615	-28955.99934	81200.16406	3305
606635	5358615	-28297.20462	76225.24219	3305
606635	5378615	-27902.58937	71526.00781	3305
606635	5398615	-27747.289	67540.19531	3305
606635	5418615	-27702.15395	64762.08984	3305
606635	5438615	-27821.25938	63037.38281	3305
606635	5458615	-28185.13617	62110.70313	3305
606635	5478615	-28681.09301	61735.07031	3305
606635	5498615	-29138.73948	62391.91797	3305
626635	4898615	-29542.34729	69810.44531	3305
626635	4918615	-36409.70316	65063.61719	3305
626635	4938615	-42253.0004	61238.95313	3305
626635	4958615	-41249.37501	64198.96875	3335
626635	4978615	-36321.20352	71014.07031	3335
626635	4998615	-32629.37505	76517.98438	3335
626635	5018615	-31230.26081	79657.90625	3335
626635	5038615	-30912.42469	81647	3335
626635	5058615	-31867.47305	82275.10938	3335
626635	5078615	-35292.85755	80326.32813	3335
626635	5098615	-41596.9441	75404.59375	3335
626635	5118615	-47982.22864	70330.89844	3335
626635	5138615	-51935.04053	67648.0625	3335
626635	5158615	-52507.83277	68320.35938	3335
626635	5178615	-51105.93848	70778.34375	3335
626635	5198615	-48096.82105	74480.08594	3335
626635	5218615	-44595.93494	78307.32813	3335
626635	5238615	-41160.52503	81951.34375	3335
626635	5258615	-37852.9098	85431.57813	3305
626635	5278615	-34852.20477	87967.29688	3305
626635	5298615	-32476.37066	88625.13281	3305
626635	5318615	-30931.08045	86358.36719	3305
626635	5338615	-29869.34241	81901.5	3305
626635	5358615	-28870.50364	76615.26563	3305
626635	5378615	-28279.67813	71475.84375	3305
626635	5398615	-28118.77197	66962.15625	3305
626635	5418615	-28090.98349	63906.14063	3305
626635	5438615	-28164.05454	62221.59375	3305
