C:\ICPCHEM\1\DATA\WOLFGANG\2011\4JAN11\486_487.D,,,,,,,,,,,,,,,
Intensity Vs Time,CPS,,Acquired      : Jan 4 2011  05:45 pm using AcqMethod Teeth10s.M,,,,,,,,,,,,
Time [Sec],Li7,Na23,Mg25,Al27,Ca43,Mn55,Zn66,Rb85,Sr88,Y89,Ba138,Ce140,Nd146,Pb208,U238
133.411,180713.57,723519816.2,35389.56,52129338.67,844182.93,502324.67,72470.67,211516.63,720104.61,442101.77,332568.73,470312.17,97526.28,255952.18,508008.51
133.884,179904.55,715321866,39599.54,52454482.42,850354.8,498710.51,71717.15,212480.01,705698.45,448125.45,327122.79,475862.95,100924.37,260001.08,503600.01
134.357,186428.5,725043166.2,41354.02,53073519.94,868937.81,502737.71,73701.52,218870,728912.03,458711.24,323212.14,478574.62,98130.31,257301.64,509097.91
134.83,184405.28,723765666.2,38396.57,52349310.55,856159.78,501756.75,76389.61,219732.38,726762.13,452039.56,324362.21,477567.39,97752.79,254679.16,517504.65
135.303,186327.31,726047166.2,37745.01,52564263.67,854101.29,500052.79,73525.67,217348.34,733107.83,449850.69,326918.27,472248.3,99111.95,259007.79,512626.04
135.776,187541.36,722414166.2,37745.01,52466013.67,850618.57,506662.76,73425.19,215471.83,713083.22,446735.22,326892.68,480408.41,100118.82,255493.88,514182.82
136.249,188755.49,722797266.2,38396.57,53230569.94,858534.98,499691.42,71641.79,219072.91,708892.79,444366.86,322496.61,477541.56,101478.21,255824.88,504274.13
136.722,181724.91,717960166.1,36341.72,52274694.92,843497.28,498400.74,72495.79,216790.43,723564.08,445293.61,324413.36,476482.73,97199.1,259822.76,506244.84
137.195,184557.02,722433366.2,35640.13,52658419.93,866349.53,489833.56,73224.23,218362.8,711040.25,452425.89,327020.52,477954.7,100823.68,259364.39,515013.24
137.668,187490.75,713812066,41404.14,52745463.68,856054.12,490194.74,70787.85,225059.75,701248.26,443980.72,324668.95,482862.46,100697.8,251904.52,511250.99
138.141,183596.05,719799416.1,38196.09,52003423.04,846609.2,491845.86,74706.35,218514.92,715283.66,457758.02,321397.79,473926.43,96544.75,255570.27,503833.31
138.614,179146.11,726349416.2,40902.85,52264904.29,854576.29,499639.76,72671.62,219326.54,715650.31,445113.34,318995.98,479065.34,97048.09,258167.49,501318.42
139.087,178842.75,725360916.2,35890.7,52565188.67,869677.17,501653.43,72797.21,218007.72,718113.05,449335.61,322726.59,474468.66,94909.02,255672.12,512211.05
139.56,181219.22,723253566.2,39599.54,52482651.17,843919.16,495974.62,75736.38,219225.08,706379.26,457551.82,324541.14,485756.21,94732.88,257505.38,512029.41
140.033,184961.6,722048766.1,39900.28,52214188.67,869254.71,489369.15,73575.9,218768.58,711302.07,449309.92,321295.54,477722.23,96519.59,253762.7,514053.09
140.506,183697.2,725487466.2,39348.91,51968863.66,851410.08,497110.22,73852.22,213494.1,709416.52,443311.48,327966.36,475811.34,102283.83,255290.22,507334.14
140.979,181522.62,716958216,39649.66,52026941.79,843708.22,497058.6,69908.83,216333.99,707269.35,453919.64,322828.82,482526.67,95563.29,255570.27,512496.25
141.453,184354.7,715339666,39198.54,52716101.18,857796.02,504028.72,73048.4,212023.69,703813.49,449361.44,323186.6,476043.71,99665.72,252693.63,507671.35
141.926,189160.23,724668616.2,36241.5,52584007.43,869730,498039.42,72194.37,218007.72,705488.93,449155.43,329679.33,476999.18,97626.95,265707.11,519477.31
142.399,190627.45,729896416.3,35539.9,53022363.69,861649.82,497574.77,72897.69,217956.99,720733.51,447996.79,331571.42,487952.75,97299.76,261172.66,505959.73
142.872,190880.5,725799916.2,36692.53,52487682.42,865610.27,499846.25,70787.85,220645.46,712664.13,450545.86,327250.57,479865.98,96821.57,258167.49,509564.86
143.345,183899.49,726747266.2,38296.33,52412473.05,851568.38,498400.74,74304.41,219022.17,718479.95,444366.86,326764.9,483198.35,99464.34,256868.8,521268.57
143.818,180258.46,718633916.1,38947.92,52478057.42,852729.22,493136.05,74806.84,221710.92,707478.78,439965.78,316466.8,476301.96,97551.44,254348.27,516544.4
144.291,183697.2,713891066,37845.24,51754310.53,843233.61,496903.77,71943.2,214913.99,703865.84,443929.26,321218.88,471577.06,95538.13,258243.83,505933.8
144.764,186580.2,721779216.1,37293.94,52782563.68,855262.42,504596.84,75460.02,222116.75,708683.27,449670.32,323135.53,475398.2,99388.83,253508.21,511121.25
145.237,182129.45,724257316.2,38998.04,53222776.19,843708.22,489678.72,71968.32,218109.11,720419.06,451344.2,327991.95,482914.17,98356.85,253915.48,516388.68
145.71,177073.23,724689716.2,41755.08,53029344.94,870047.09,496439.22,74580.75,216029.69,722253.53,447198.64,325998.03,475320.71,98432.35,259440.8,514883.46
146.183,187693.11,725751466.2,36542.19,52928738.68,853943.09,503357.38,72420.43,219427.98,716593.47,446786.73,328400.98,480434.19,97048.09,257047.05,505778.14
146.656,186175.55,718494966.1,37293.94,52369310.55,844973.94,499639.76,72495.79,211212.46,703132.83,451447.18,324055.52,482087.46,99338.5,257505.38,508216.03
147.129,181421.48,718319516.1,39148.41,52429963.67,865346.21,494529.5,74957.58,218312.02,728282.73,451962.31,328196.47,480640.83,96192.43,256206.82,520801.18
147.602,181067.51,722850166.2,38296.33,52375419.92,848930.39,497781.31,72546.02,216435.43,709311.78,455413.68,331264.61,477283.26,96192.43,257454.45,506685.75
148.075,182736.32,725289016.2,38847.67,52336473.04,852623.75,496800.55,71290.16,220544.05,708526.14,448279.94,323416.63,480925.01,94833.53,255366.61,505933.8
148.548,181168.62,719069316.1,37845.24,52671988.68,854840.25,490504.31,72169.25,220645.46,712297.38,440660.61,323851.08,480072.62,95588.46,248366.9,501318.42
149.021,176517.17,712102515.9,36492.07,51745582.41,834744.94,499381.7,69306.11,219580.16,708002.41,441432.68,322471.05,467963.49,94783.21,252413.6,497611.73
149.494,188401.37,711310915.9,37594.65,51529279.28,837907.83,495097.18,69205.65,216841.14,686388.93,444521.25,320912.26,474649.33,96720.92,256868.8,497922.81
149.967,177730.46,710828965.9,36492.07,51880901.16,830686.74,490246.3,70637.15,215623.96,692770.43,437649.96,324030.01,477360.7,97979.31,252286.33,500644.4
150.441,175202.84,711951365.9,37394.17,51487951.15,839278.73,488388.93,68653.18,214305.42,712402.16,449515.83,318740.46,472738.83,98759.55,253991.8,515584.19
150.914,183798.34,718397116.1,40301.31,52554669.92,829685.57,486686.53,70009.3,217855.55,714235.76,453043.91,334512.31,474597.76,96217.6,262013.19,510446.79
151.387,183039.73,710737015.9,35990.92,52814457.43,848033.42,491484.73,71465.98,209691.53,711983.07,453456.11,329551.47,468686.09,94883.86,255417.54,500022.23
151.86,183090.31,715305116,38346.45,52499457.42,843233.61,491536.24,68527.62,213798.34,706955.19,441149.57,317718.56,482759.19,96066.6,254781.04,491703.92
152.333,182786.87,723657366.2,36993.24,52832976.18,847769.65,490762.32,70536.69,212581.4,723354.31,441123.89,321423.35,475811.34,94858.69,256996.15,509227.6
152.806,181118.09,713357315.9,37243.82,52597876.18,842126.19,490762.32,70863.19,218362.8,715807.49,448640.49,321857.72,471009.14,98155.49,259873.71,505389.12
153.279,184405.28,719037416.1,37544.53,52987932.43,841704.22,491329.94,71993.43,216283.28,700306.12,444830.19,322956.57,468169.93,95085.18,254017.29,516388.68
153.752,180359.59,720937216.1,36391.84,51734551.16,855104.02,492877.99,72043.67,211060.33,712664.13,451009.43,323391.05,477128.33,94883.86,261198.15,509694.54
154.225,182483.44,717968416.1,37795.12,52448826.17,856212.52,497574.77,70310.66,222015.26,719842.5,448279.94,322343.32,478264.66,97249.43,250937.31,509876.13
154.698,187288.42,714253616,37795.12,51404629.27,845923.46,487873.06,67724.07,209590.14,713345.04,441046.64,325128.96,469099.03,92719.96,251624.52,500670.32
155.171,178084.35,702226715.7,36842.88,51181573.02,826208.22,491794.3,70787.85,209691.53,705122.38,437418.42,318791.56,477515.68,95110.33,255264.78,500411.05
155.644,185416.83,709565115.9,39098.29,52528482.42,846978.34,494013.39,74229.04,211465.95,693189.03,440300.35,316415.75,473823.2,97803.12,252897.22,490693.47
156.117,175859.98,709009515.9,36842.88,50890748.01,814780.19,477455.53,73902.47,217196.17,693816.86,438344.69,315189.66,477980.58,96167.26,251929.96,496367.74
156.59,168279.23,707209515.8,39950.41,51640573.03,839911.35,495355.28,74731.47,213037.72,687853.43,437855.77,317565.24,465795.66,97475.95,254704.64,507463.83
157.063,175101.74,715477166,37243.82,51973707.41,825101.78,484159.09,73776.88,209691.53,695334.24,439940.05,317335.38,476999.18,92468.36,251268.17,508916.37
157.536,180764.14,711521315.9,39499.29,51900001.16,851093.48,479930.28,78123.3,216131.11,708578.58,449773.4,317922.93,473642.39,96519.59,253431.82,504092.54
158.009,180410.16,709696865.9,37945.48,52282404.29,842864.37,498194.3,78525.35,217094.76,716488.64,442384.97,316875.52,480873.35,94657.39,254475.52,503755.58
158.482,171867.01,713003065.9,40501.82,52347798.05,851410.08,487873.06,75862,208677.71,706169.64,448614.66,320069.1,476405.24,93776.7,251522.71,500229.65
158.955,185163.96,718949216.1,36391.84,51538826.15,849985.47,496903.77,74404.9,210249.17,701457.68,438653.43,316926.62,464557.09,97601.78,252082.67,499503.82
159.429,180663,698001765.6,40501.82,51128479.27,828947.77,485912.8,75460.02,211871.54,683460.66,442873.94,315496.2,469925.01,96318.25,252184.48,501862.95
159.902,180157.33,708362765.8,37845.24,51298476.15,836115.55,486015.98,73173.99,212074.37,703499.43,435746.05,314167.95,470492.93,94657.39,249817.46,499685.31
160.375,174596.28,704080915.7,36492.07,51249838.65,838171.5,489627.21,72772.09,220746.95,710254.61,436440.73,321755.52,462312.51,93801.86,252769.95,498518.91
160.848,177781.03,709891815.9,36642.42,51334466.77,843655.39,493703.77,73952.72,211871.54,689579.41,432993.56,318663.83,469073.25,95236.15,252108.11,495694.01
161.321,178539.36,711891465.9,39248.66,51971460.54,821783.42,499123.5,69080.09,208626.96,687591.86,433945.32,314142.46,468221.59,94229.63,252133.57,500048.16
161.794,176062.19,703642665.7,36993.24,51477976.15,829369.45,491278.28,72922.81,217044.02,698735.9,439811.39,317769.68,466389.27,93499.92,253406.33,498104.21
162.267,180005.66,717067316,38647.18,51225001.14,822520.72,484881.21,71390.62,212885.6,699311.54,431090.29,316390.19,469976.62,95538.13,249792.02,496290
162.74,173484.28,698659665.6,37745.01,50541848,823310.96,483282.34,73525.67,202241.24,682310.37,433688.1,312814.41,458855.87,95512.96,246967.34,495331.21
163.213,177578.8,715757466,39298.78,50987132.39,791685.81,481528.82,68301.62,207410.48,682519.5,427232.92,319302.55,464324.86,95059.99,241319.78,495901.38
163.686,171614.31,701180515.7,38647.18,51040379.27,833743.57,486841.32,72319.97,217399.05,685447.77,425793.17,317846.27,461899.67,96544.75,248290.56,498570.81
164.159,177326.03,699010915.6,36241.5,51208616.77,832373.07,492826.38,70411.11,212784.21,683931.36,443105.58,318638.26,470363.88,96418.92,247883.4,495979.11
164.632,175253.41,718255866.1,39399.04,51914991.79,838224.34,490452.75,70637.15,216638.29,698526.58,440840.78,323135.53,471060.85,99992.96,254093.66,497145.18
165.105,176466.61,715790866,35389.56,52215729.29,838909.59,491587.9,72244.61,213747.66,717065.06,446220.37,321781.09,471783.65,95638.78,252286.33,503677.75
165.578,180157.33,710087265.9,35940.81,51860494.91,843286.35,483643.32,70134.85,212885.6,699363.88,433636.63,315649.42,474365.34,94481.26,247628.96,495953.14
166.051,180865.24,706752365.8,37544.53,51312844.9,829474.73,489214.42,70185.09,213443.39,694497.09,430910.26,312558.99,464170.08,95915.6,246204.03,494838.88
166.524,177781.03,696116115.6,37995.6,50175551.12,810200.65,488801.62,67698.95,208170.76,689579.41,432479.16,312201.47,461177.35,93223.15,245008.26,485487.66
166.997,176365.49,693895715.5,39198.54,51151313.64,823626.87,486583.36,70561.81,208474.93,668305,430112.95,313146.39,453259.92,96645.42,253406.33,490486.24
167.47,179247.22,695162015.5,36842.88,51064466.77,816780.73,482250.89,68703.41,206751.54,690834.93,432247.67,311997.22,457334.19,92669.66,246178.62,490123.59
167.943,175506.13,697552515.6,36141.26,50726988.63,807201.14,482457.14,66719.69,209032.52,684767.94,429264.41,309699.05,456508.85,94707.71,244677.52,491703.92
168.417,174293.01,698587965.6,34637.91,50269444.87,815359.3,475084.09,67196.75,201886.56,690625.55,430447.32,314857.6,459681.21,92216.76,251802.72,499374.23
168.89,178994.41,699556365.6,34838.34,50631213.63,827103.83,475599.67,68602.96,207562.5,685500.02,429984.48,310158.65,452950.45,92719.96,245415.29,491729.75
169.363,175708.34,696091865.6,36091.15,50624457.38,813885.17,484932.73,68979.65,213139.14,679644.25,425407.58,307988.43,465486,93550.26,246229.47,488103.28
169.836,171311.1,692319565.5,36542.19,50558332.38,804412.52,485448.59,68653.18,214508.28,684977.07,427644.39,312303.62,462828.48,90657,242540.7,485902.01
170.309,176668.8,691149515.5,35389.56,50677060.51,813885.17,476527.55,69080.09,215015.39,687539.57,425947.42,308677.77,454497.47,94657.39,241930.23,489191.12
170.782,171968.08,687565465.4,36592.3,49869841.74,804517.69,483333.9,67975.17,207765.26,668305,424584.82,307605.5,457617.88,92418.05,244550.32,479274.23
171.255,174495.19,681972315.2,37895.36,50008851.12,806885.32,470806.31,69908.83,208626.96,671334.93,425561.83,311231.11,456895.76,92770.28,247603.52,476090.98
171.728,173534.84,685559765.3,35890.7,50361088.63,811990.25,473022.42,69908.83,204724.25,684088.15,425561.83,307554.45,454910.12,91965.17,246891.02,486782.48
172.201,178893.28,695672715.6,35439.68,50394376.13,821467.4,482869.69,71491.09,208728.4,678651.14,428441.46,307988.43,449109.43,93650.9,245389.87,478446.01
172.674,174343.55,689948515.4,36742.65,50821485.51,807253.58,476733.75,69155.43,205079.03,683408.41,431167.44,311997.22,462931.65,92946.39,249054.01,480956.8
173.147,172321.85,696913415.6,36943.11,51198944.89,813516.77,475960.46,70561.81,208322.83,689631.7,433070.81,316262.46,462106.11,94380.61,247247.27,499840.83
173.62,181573.2,706490865.8,37143.58,51375385.52,832636.64,480188.1,70436.23,219377.25,694287.66,436312.02,318459.43,474726.82,94556.76,253864.53,507178.58
174.093,180865.24,709283115.9,37143.58,50937101.14,831055.68,485500.11,67824.51,216080.4,683878.97,430858.85,310618.29,461770.76,94430.92,247018.24,495590.34
174.566,176618.24,698753165.6,40602.07,51186088.64,811990.25,471837.02,67447.86,210958.96,685395.43,427824.37,316134.75,463344.49,95512.96,247349.08,496730.63
175.039,170199.33,707105165.8,35840.58,51289273.02,824996.5,484571.69,68778.74,213595.51,695595.82,435668.86,313044.25,461744.88,91160.13,250402.81,490745.32
175.512,178893.28,704101665.7,35790.46,50937479.26,817412.62,483901.28,70285.55,209945.02,689579.41,435746.05,307579.99,461951.33,92065.82,253533.62,502329.5
175.985,178994.41,700702115.7,36842.88,51345663.65,828895.14,489420.86,69280.99,208677.71,685813.69,431630.38,317411.99,464815.1,98281.34,250860.94,500929.55
176.458,177123.8,699707365.6,35990.92,51338569.9,820414.08,470187.95,67749.18,206802.2,694130.78,429804.4,313478.4,462983.26,93399.29,247094.59,492921.5
176.931,173939.2,709808765.9,36391.84,51261610.52,827894.06,482044.64,67924.95,210908.28,694706.31,434305.43,313171.93,462776.87,96544.75,245364.43,499866.76
177.404,185214.54,708633065.8,36441.95,51182754.27,826366.23,469878.77,68703.41,217449.79,694811,435308.75,310771.49,458933.21,94078.66,252362.7,499918.61
177.878,167773.97,708468865.8,34587.79,51437585.52,826418.87,480033.51,69306.11,215522.51,708107.19,437109.63,318791.56,462931.65,92443.21,249181.26,497222.96
178.351,174646.81,708792265.8,38747.43,51150701.14,825101.78,472970.91,67196.75,211719.44,701928.78,428467.2,315981.48,463628.33,100143.99,251268.17,498933.65
178.824,183090.31,706396965.8,39599.54,51708535.53,835008.51,481013.19,70310.66,218210.6,697950.8,438627.74,318561.63,474468.66,92468.36,252871.76,494657.43
179.297,182129.45,712087165.9,37795.12,52296216.79,831002.95,490452.75,67422.75,215269,701876.48,442230.48,318127.3,459036.39,94581.92,253329.96,494787.02
179.77,178640.51,707476315.8,36291.61,51226976.15,837380.68,481477.31,64962.18,214051.84,702347.57,441046.64,316620.1,464350.74,95311.65,249664.73,496600.99
180.243,186934.33,709411965.9,39148.41,51374351.15,813306.17,486738.15,64811.54,212581.4,689056.27,427798.64,312507.94,461822.32,91134.98,244397.64,490719.44
180.716,177174.33,698171465.6,36692.53,50751773.01,819624.24,479414.71,62828.32,218920.73,696119.21,435900.4,312380.28,466647.32,94456.11,248697.71,497145.18
181.189,175607.24,704430415.8,34487.58,51441573.02,833374.53,485139.12,64686.01,212226.47,698421.84,437932.92,321014.48,466982.77,95563.29,254093.66,495512.56
181.662,181623.77,699180765.6,35088.9,51880129.28,840860.57,479724.03,66569.03,213139.14,690520.96,435000.01,323672.2,469537.9,96368.59,251242.71,497482.19
182.135,180915.81,706252215.8,39298.78,51041066.77,821625.41,479002.21,63832.46,212480.01,687853.43,436440.73,309877.77,471886.92,97299.76,250021.05,493802.35
182.608,183242.01,703415765.7,36391.84,51059882.39,829527.36,485293.91,64409.85,220493.29,700096.74,434665.59,311563.07,468118.27,94556.76,248417.8,498596.74
183.081,175708.34,707379765.8,37544.53,50241063.62,822309.98,483333.9,68628.07,209438.07,702871.06,434279.75,314500.01,473074.47,94707.71,254246.44,493569.15
183.554,183242.01,710808115.9,36642.42,51477316.78,819624.24,477661.73,68376.95,212175.79,683356.07,437495.52,317105.45,469615.29,96569.93,248952.18,499633.41
184.027,178084.35,701515565.7,34186.93,51572435.53,836168.28,485293.91,67648.74,206447.42,695752.9,434099.62,316722.27,468505.43,95336.81,247603.52,506971.06
184.5,181927.16,707708165.8,33986.49,51928554.29,828052.17,482766.56,64284.33,205332.4,697322.82,436646.49,320733.43,477593.22,95764.62,249562.95,506659.83
184.973,180309.04,717064516,36341.72,52619651.18,835852.07,492103.92,67724.07,223841.9,698003.14,445293.61,319072.59,475114.22,97702.46,247247.27,503236.97
185.446,174697.39,707862915.8,36492.07,52049116.79,829527.36,483230.72,67824.51,205231.06,713973.8,441715.78,311026.84,472480.63,97928.98,249079.45,502329.5
185.919,176264.38,709580165.9,36742.65,51785619.91,841176.87,484777.99,69858.6,211871.54,704441.76,436543.61,318101.74,464041.07,97853.46,243710.82,497430.28
186.392,177932.69,702414815.7,37444.29,51297341.77,820888.1,481374.13,65866.01,207917.34,696694.79,441535.56,317846.27,474107.19,93449.61,250148.32,492325.6
186.866,175556.68,694924515.5,32984.37,51485044.9,813464.13,489162.85,67272.08,204977.67,691096.35,433893.86,317718.56,463189.66,95487.8,245746.05,501888.88
187.339,172524.02,693088065.5,33886.28,50987201.14,830370.53,480446.01,68778.74,209590.14,685552.26,432504.84,313044.25,461383.75,95663.95,242845.93,490771.2
187.812,173888.65,692855065.5,36692.53,50383676.13,815517.21,478022.67,66217.52,212632.11,665589.03,420754.89,313631.62,454961.68,93952.84,244041.53,484115.29
188.285,170401.44,694851465.5,33285,50905016.76,803518.08,485345.42,65338.76,202241.24,684611,435463.1,317079.91,455271.06,96016.26,242108.28,483105.53
188.758,169795.08,688626315.4,36893,50560923.01,811569.21,474723.35,65614.93,205484.43,672223.16,429007.24,309494.81,450114.76,91537.5,244677.52,487947.86
189.231,176416.06,687482665.4,36441.95,50577091.76,805149.04,471630.87,64234.11,202443.9,670917.01,422811.09,308677.77,458933.21,93273.48,240887.46,487559.39
189.704,174495.19,689164315.4,36692.53,50515685.5,802465.94,480858.46,65388.97,213291.29,692665.79,432530.58,306048.3,447923.79,94531.58,243990.63,495823.55
190.177,170249.88,693461265.5,37093.47,50533719.88,812990.35,476063.58,66142.2,210198.49,693921.55,426101.67,307605.5,462389.85,92141.29,252769.95,481655.82
190.65,173383.21,691135515.5,34988.68,51098004.27,811095.43,476166.71,67498.09,213950.47,687487.22,431630.38,315393.98,461693.37,95538.13,244804.74,498518.91
191.123,171513.22,698421915.6,36191.38,50770376.13,782699.04,486119.15,65489.41,205281.72,681630.78,431141.76,316032.58,457463.1,94632.23,238242.61,494942.54
191.596,174191.89,693047765.5,34738.13,51153757.39,813306.17,474826.43,66694.57,211212.46,696799.43,426204.55,308575.67,458597.86,96544.75,243227.52,494942.54
192.069,175809.42,705461065.8,36742.65,51177019.89,823732.34,485448.59,66117.09,211820.88,692665.79,433585.21,310975.74,455503.14,97324.92,239666.68,494139.22
192.542,174090.82,693921015.5,34738.13,50096510.49,806780.14,479775.6,64485.16,211212.46,681317.06,421937.17,312099.35,462544.64,94707.71,243583.62,484270.67
193.015,173939.2,687198465.4,34237.03,50334123,803886.35,479156.9,65213.23,204774.97,674365.54,430807.43,308141.61,455606.31,89298.63,236920.32,477980.14
193.488,171917.55,689554865.4,32884.17,49697832.36,802886.88,481064.76,67573.41,207461.14,666372.43,429547.23,302526.06,445913.58,92241.93,235649.05,478187.17
193.961,170856.25,682211665.3,37544.53,49669457.36,799520.43,468539.02,69858.6,210401.27,672484.39,421988.63,306482.26,449882.72,91990.33,233386.46,478756.6
194.434,172877.77,675892065.1,34537.69,49149944.85,790634.44,480549.13,68251.39,207765.26,662664.66,411556.65,306788.58,447202.11,92694.81,230260.16,469519.69
194.907,165399.44,681655915.2,35439.68,49560804.23,787901.24,480652.21,69230.76,204268.17,674051.97,414716.22,302628.11,455245.32,90556.39,234530.45,473814.02
195.38,175506.13,671663515,37043.35,48906785.47,790056.27,462614.66,69456.78,207258.4,664596.79,420574.96,300178.33,450733.41,90707.31,228862.46,472856.7
195.854,166712.96,678888015.2,34888.45,49158335.47,812674.53,461121.06,70511.57,199302.67,663709.1,422528.43,309877.77,455245.32,89852.02,234530.45,480335.51
196.327,171412.16,671219015,36141.26,49344635.48,787743.62,469878.77,69532.12,206903.57,669976.68,414767.69,306839.66,455090.59,93172.83,238649.44,478963.58
196.8,172625.11,682822265.3,33234.9,50337857.38,793788.69,474362.46,67899.83,203153.34,669715.44,422862.51,305895.15,449367.2,94330.28,242184.6,466881.75
197.273,171867.01,693791015.5,34888.45,50759288.63,803202.46,478125.69,69205.65,211111.06,682833.27,428595.81,312099.35,456354.16,92166.45,235954.16,485617.15
197.746,177477.65,696110865.6,37043.35,50361266.75,807201.14,478280.38,70637.15,210198.49,675410.66,434331.16,314091.34,458288.39,94808.37,246763.8,490512.17
198.219,170957.34,692984915.5,33735.96,51116298.02,813832.44,482302.45,70436.23,207207.72,691933.37,427952.89,312916.56,459836.05,92971.55,240734.84,491574.33
198.692,175758.88,694165265.5,36241.5,50269701.12,812832.34,474414.02,67673.85,211060.33,680951.09,431810.36,306533.33,452383.31,93600.58,243202.08,477669.54
199.165,173534.84,686963065.4,38045.72,49985819.87,792421.8,470445.66,67196.75,204673.6,671700.75,422579.79,307860.82,465176.43,92719.96,241472.42,489864.61
199.637,175455.58,687817315.4,32182.72,50398988.63,806990.64,475238.78,66343.06,207207.72,676664.86,427695.81,307784.21,455167.98,95361.98,237632.28,484011.68
