Mg24,Mg25,Al27,Ca43,Ca44,Mn55,Sr88,Ba137,Ba138
0.00941717, 0.00941717, 0.18815345, 1.0, 1.0, 0.00397551, 0.00289407, 0.00161907, 0.00161907
