# Weather station Innsbruck (airport), Austria, WMO_ID=11120,selection from 01.01.2019 till 31.12.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=11120&lang=en
#
"Local time in Innsbruck (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"16.06.2019 15:00";"19.6";"713.8";"764.3";"-0.4";"57";"Wind blowing from the east";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"55.0";"10.9";"No precipitation";"1";"";"";"";"";
"16.06.2019 14:00";"19.8";"714.0";"764.4";"-0.1";"64";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"12.7";"No precipitation";"1";"";"";"";"";
"16.06.2019 13:00";"18.8";"714.1";"764.8";"0.1";"66";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"60.0";"12.2";"No precipitation";"1";"";"";"";"";
"16.06.2019 12:00";"18.2";"714.2";"764.9";"0.3";"72";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"60.0";"13.0";"No precipitation";"1";"";"";"";"";
"16.06.2019 11:00";"17.6";"714.1";"765.0";"0.4";"73";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"60.0";"12.6";"No precipitation";"1";"";"";"";"";
"16.06.2019 10:00";"16.9";"714.0";"764.9";"0.6";"74";"Wind blowing from the east-northeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"200-300";"";"";"70.0";"12.3";"No precipitation";"1";"";"";"";"";
"16.06.2019 09:00";"16.1";"713.9";"765.0";"0.7";"85";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"200-300";"";"";"45.0";"13.6";"No precipitation";"1";"";"";"";"";
"16.06.2019 08:00";"15.1";"713.7";"764.9";"1.2";"91";"Wind blowing from the north";"1";"";"17";"90  or more, but not 100%";" ";"";"";"14.0";"";"";"";"300-600";"";"";"55.0";"13.7";"22.0";"12";"";"";"";"";
"16.06.2019 07:00";"14.2";"713.4";"764.8";"1.4";"94";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"45.0";"13.2";"0.4";"1";"";"";"";"";
"16.06.2019 06:00";"14.1";"713.2";"764.5";"1.7";"93";"Wind blowing from the north";"2";"";"";"100%.";"Rain shower(s), slight. ";"";"";"";"";"";"";"300-600";"";"";"23.0";"12.9";"1.0";"1";"";"";"";"";
"16.06.2019 05:00";"14.4";"712.5";"763.8";"1.9";"91";"Wind blowing from the north";"2";"";"13";"100%.";"Rain shower(s), slight. ";"";"";"";"";"";"";"1000-1500";"";"";"21.0";"13.0";"0.5";"1";"";"";"";"";
"16.06.2019 04:00";"14.9";"712.0";"763.1";"1.6";"90";"Wind blowing from the north";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"55.0";"13.3";"No precipitation";"1";"";"";"";"";
"16.06.2019 03:00";"15.4";"711.5";"762.5";"1.5";"83";"Wind blowing from the east";"3";"";"13";"100%.";"Thunderstorm, but no precipitation at the time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"55.0";"12.5";"17.0";"1";"";"";"";"";
"16.06.2019 02:00";"18.9";"710.6";"760.9";"0.8";"78";"Wind blowing from the north";"2";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"5.0";"14.9";"0.8";"6";"";"";"";"";
"16.06.2019 01:00";"18.6";"710.4";"760.7";"1.1";"82";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"45.0";"15.4";"No precipitation";"1";"";"";"";"";
"16.06.2019 00:00";"18.7";"710.0";"760.3";"1.1";"81";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"40.0";"15.3";"No precipitation";"1";"";"";"";"";
"15.06.2019 23:00";"19.8";"709.8";"759.9";"0.9";"74";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"35.0";"15.0";"No precipitation";"1";"";"";"";"";
"15.06.2019 22:00";"20.9";"709.3";"759.1";"0.5";"71";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";"Rain shower(s), slight. ";"";"";"";"";"";"";"1500-2000";"";"";"50.0";"15.4";"No precipitation";"1";"";"";"";"";
"15.06.2019 21:00";"21.0";"708.9";"758.6";"0.5";"76";"Wind blowing from the west-southwest";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"45.0";"16.6";"No precipitation";"1";"";"";"";"";
"15.06.2019 20:00";"22.3";"708.9";"758.4";"0.7";"71";"Wind blowing from the north";"2";"";"16";"90  or more, but not 100%";" ";"";"";"";"30.8";"";"";"2000-2500";"";"";"45.0";"16.8";"0.8";"12";"";"";"";"";
"15.06.2019 19:00";"23.2";"708.8";"758.2";"0.9";"60";"Wind blowing from the east";"6";"";"";"100%.";"Rain shower(s), moderate or heavy. ";"";"";"";"";"";"";"1500-2000";"";"";"12.0";"15.1";"0.3";"1";"";"";"";"";
"15.06.2019 18:00";"25.5";"708.4";"757.3";"0.3";"51";"Wind blowing from the east-northeast";"6";"";"16";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"60.0";"14.5";"No precipitation";"1";"";"";"";"";
"15.06.2019 17:00";"26.2";"708.2";"757.1";"0.1";"49";"Wind blowing from the east";"9";"15";"16";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"50.0";"14.5";"No precipitation";"1";"";"";"";"";
"15.06.2019 16:00";"27.0";"707.9";"756.6";"-0.5";"48";"Wind blowing from the east-northeast";"8";"14";"14";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"40.0";"15.0";"No precipitation";"1";"";"";"";"";
"15.06.2019 15:00";"28.6";"708.1";"756.5";"-0.3";"41";"Wind blowing from the east-northeast";"7";"15";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"30.0";"14.0";"No precipitation";"1";"";"";"";"";
"15.06.2019 14:00";"29.7";"708.1";"756.4";"-0.6";"27";"Wind blowing from the east-southeast";"4";"";"15";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"30.0";"8.6";"No precipitation";"1";"";"";"";"";
"15.06.2019 13:00";"29.7";"708.4";"756.8";"-0.1";"32";"Wind blowing from the east";"6";"";"13";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"28.0";"11.4";"No precipitation";"1";"";"";"";"";
"15.06.2019 12:00";"28.9";"708.4";"757.0";"-0.3";"33";"Wind blowing from the east-southeast";"7";"";"14";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"27.0";"11.1";"No precipitation";"1";"";"";"";"";
"15.06.2019 11:00";"28.7";"708.7";"757.3";"0.0";"32";"Wind blowing from the east-southeast";"8";"15";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"25.0";"10.4";"No precipitation";"1";"";"";"";"";
"15.06.2019 10:00";"28.3";"708.5";"757.1";"0.4";"34";"Wind blowing from the south-east";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"28.0";"11.1";"No precipitation";"1";"";"";"";"";
"15.06.2019 09:00";"23.5";"708.7";"758.0";"0.6";"52";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"40.0";"13.1";"No precipitation";"1";"";"";"";"";
"15.06.2019 08:00";"21.3";"708.7";"758.5";"0.4";"52";"Wind blowing from the west";"4";"";"14";"20–30%.";" ";"";"";"21.3";"";"";"";"2000-2500";"";"";"40.0";"11.0";"Trace of precipitation";"12";"";"";"";"";
"15.06.2019 07:00";"25.6";"708.1";"757.1";"-0.4";"36";"Wind blowing from the east-southeast";"5";"";"14";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"30.0";"9.6";"No precipitation";"1";"";"";"";"";
"15.06.2019 06:00";"24.5";"708.1";"757.4";"-1.2";"38";"Wind blowing from the east-northeast";"6";"13";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"40.0";"9.2";"No precipitation";"1";"";"";"";"";
"15.06.2019 05:00";"24.4";"708.3";"757.6";"-1.4";"38";"Wind blowing from the east";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"9.3";"No precipitation";"1";"";"";"";"";
"15.06.2019 04:00";"23.4";"708.5";"757.9";"-0.4";"42";"Wind blowing from the east";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"9.6";"No precipitation";"1";"";"";"";"";
"15.06.2019 03:00";"21.9";"709.3";"759.1";"0.2";"51";"Wind blowing from the east-northeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"11.2";"Trace of precipitation";"1";"";"";"";"";
"15.06.2019 02:00";"25.4";"709.7";"758.9";"0.5";"34";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"40.0";"8.5";"No precipitation";"1";"";"";"";"";
"15.06.2019 01:00";"26.6";"708.9";"757.9";"0.3";"31";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"45.0";"7.9";"No precipitation";"1";"";"";"";"";
"15.06.2019 00:00";"26.9";"709.1";"758.1";"1.0";"28";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"45.0";"7.1";"No precipitation";"1";"";"";"";"";
"14.06.2019 23:00";"24.8";"709.2";"758.5";"0.8";"34";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"7.7";"No precipitation";"1";"";"";"";"";
"14.06.2019 22:00";"27.5";"708.6";"757.4";"-0.1";"26";"Wind blowing from the east-northeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"6.3";"No precipitation";"1";"";"";"";"";
"14.06.2019 21:00";"27.2";"708.1";"756.9";"-0.8";"29";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"7.4";"No precipitation";"1";"";"";"";"";
"14.06.2019 20:00";"27.6";"708.4";"757.1";"-0.8";"34";"Wind blowing from the north";"3";"";"16";"70 – 80%.";" ";"";"";"";"33.5";"";"";"2500 or more, or no clouds.";"";"";"40.0";"10.4";"No precipitation";"1";"";"";"";"";
"14.06.2019 19:00";"32.1";"708.7";"756.7";"-0.6";"20";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"6.1";"No precipitation";"1";"";"";"";"";
"14.06.2019 18:00";"32.1";"708.9";"757.0";"-0.6";"18";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"5.3";"No precipitation";"1";"";"";"";"";
"14.06.2019 17:00";"32.7";"709.2";"757.2";"-0.9";"17";"Wind blowing from the north";"3";"";"16";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"4.2";"No precipitation";"1";"";"";"";"";
"14.06.2019 16:00";"33.2";"709.3";"757.2";"-1.6";"18";"Wind blowing from the south-east";"6";"";"14";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"5.7";"No precipitation";"1";"";"";"";"";
"14.06.2019 15:00";"33.2";"709.5";"757.5";"-2.1";"16";"Wind blowing from the east-southeast";"6";"13";"16";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"45.0";"4.3";"No precipitation";"1";"";"";"";"";
"14.06.2019 14:00";"32.1";"710.1";"758.2";"-2.0";"20";"Wind blowing from the east";"6";"14";"";"60%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"45.0";"6.4";"No precipitation";"1";"";"";"";"";
"14.06.2019 13:00";"26.4";"710.9";"760.0";"-1.8";"37";"Wind blowing from the north";"1";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"23.0";"10.6";"No precipitation";"1";"";"";"";"";
"14.06.2019 12:00";"24.0";"711.6";"761.1";"-1.3";"45";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"11.2";"No precipitation";"1";"";"";"";"";
"14.06.2019 11:00";"21.7";"712.1";"762.1";"-0.9";"41";"Wind blowing from the north";"1";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"11.0";"7.9";"No precipitation";"1";"";"";"";"";
"14.06.2019 10:00";"19.6";"712.7";"763.1";"-0.5";"53";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"9.7";"No precipitation";"1";"";"";"";"";
"14.06.2019 09:00";"16.9";"712.9";"763.9";"-0.3";"65";"Wind blowing from the west";"3";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"10.2";"No precipitation";"1";"";"";"";"";
"14.06.2019 08:00";"14.8";"713.0";"764.3";"0.1";"77";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"10.9";"";"";"";"";"";"";"30.0";"10.7";"No precipitation";"1";"";"";"";"";
"14.06.2019 07:00";"13.9";"713.2";"764.6";"0.6";"80";"Wind blowing from the north";"1";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"35.0";"10.5";"No precipitation";"1";"";"";"";"";
"14.06.2019 06:00";"11.5";"713.2";"765.2";"0.7";"84";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"40.0";"8.8";"No precipitation";"1";"";"";"";"";
"14.06.2019 05:00";"12.1";"712.9";"764.7";"0.6";"84";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"40.0";"9.4";"No precipitation";"1";"";"";"";"";
"14.06.2019 04:00";"12.7";"712.6";"764.3";"0.4";"82";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"50.0";"9.7";"No precipitation";"1";"";"";"";"";
"14.06.2019 03:00";"13.4";"712.5";"764.0";"0.7";"80";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"50.0";"10.0";"No precipitation";"1";"";"";"";"";
"14.06.2019 02:00";"14.1";"712.3";"763.7";"1.0";"79";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"40.0";"10.5";"No precipitation";"1";"";"";"";"";
"14.06.2019 01:00";"15.7";"712.2";"763.3";"1.7";"76";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"50.0";"11.4";"No precipitation";"1";"";"";"";"";
"14.06.2019 00:00";"16.5";"711.8";"762.7";"2.2";"72";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"50.0";"11.3";"No precipitation";"1";"";"";"";"";
"13.06.2019 23:00";"18.0";"711.3";"761.8";"3.0";"65";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"50.0";"11.3";"No precipitation";"1";"";"";"";"";
"13.06.2019 22:00";"19.6";"710.5";"760.8";"3.2";"61";"Wind blowing from the north";"2";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"55.0";"11.8";"No precipitation";"1";"";"";"";"";
"13.06.2019 21:00";"22.3";"709.6";"759.3";"";"53";"Wind blowing from the east-northeast";"7";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"60.0";"12.2";"No precipitation";"1";"";"";"";"";
"13.06.2019 20:00";"23.7";"708.3";"757.6";"1.3";"47";"Wind blowing from the north-east";"7";"";"15";"10%  or less, but not 0";" ";"";"";"";"29.0";"";"";"2000-2500";"";"";"55.0";"11.7";"No precipitation";"1";"";"";"";"";
"13.06.2019 19:00";"28.4";"707.3";"755.9";"0.5";"16";"Wind blowing from the south-east";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"40.0";"0.6";"No precipitation";"1";"";"";"";"";
"13.06.2019 18:00";"28.8";"707.2";"755.8";"0.3";"16";"Wind blowing from the south-southeast";"5";"";"15";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"50.0";"0.2";"No precipitation";"1";"";"";"";"";
"13.06.2019 17:00";"28.8";"707.0";"755.5";"-0.1";"18";"Wind blowing from the south";"6";"";"13";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"45.0";"2.0";"No precipitation";"1";"";"";"";"";
"13.06.2019 16:00";"28.7";"706.8";"755.3";"-0.6";"16";"Wind blowing from the south-southeast";"7";"";"13";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"45.0";"0.6";"No precipitation";"1";"";"";"";"";
"13.06.2019 15:00";"28.4";"706.9";"755.5";"-1.2";"18";"Wind blowing from the south-east";"7";"13";"13";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"55.0";"1.9";"No precipitation";"1";"";"";"";"";
"13.06.2019 14:00";"28.1";"707.1";"755.8";"-1.6";"19";"Wind blowing from the south";"5";"";"13";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"30.0";"2.4";"No precipitation";"1";"";"";"";"";
"13.06.2019 13:00";"25.9";"707.4";"756.3";"-2.0";"41";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"40.0";"11.6";"No precipitation";"1";"";"";"";"";
"13.06.2019 12:00";"22.8";"708.1";"757.6";"-1.8";"53";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"5.0";"12.8";"No precipitation";"1";"";"";"";"";
"13.06.2019 11:00";"20.8";"708.7";"758.5";"-1.5";"58";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"3.8";"12.3";"No precipitation";"1";"";"";"";"";
"13.06.2019 10:00";"19.7";"709.4";"759.5";"-0.6";"62";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"27.0";"12.2";"No precipitation";"1";"";"";"";"";
"13.06.2019 09:00";"18.2";"709.9";"760.3";"0.3";"68";"Wind blowing from the east";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"12.1";"No precipitation";"1";"";"";"";"";
"13.06.2019 08:00";"16.2";"710.2";"760.9";"0.9";"77";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"15.1";"";"";"";"600-1000";"";"";"40.0";"12.2";"0.1";"12";"";"";"";"";
"13.06.2019 07:00";"15.6";"710.0";"760.9";"0.8";"80";"Wind blowing from the north";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"12.2";"No precipitation";"1";"";"";"";"";
"13.06.2019 06:00";"15.8";"709.6";"760.4";"0.5";"78";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"12.0";"No precipitation";"1";"";"";"";"";
"13.06.2019 05:00";"15.7";"709.3";"760.0";"0.4";"81";"Wind blowing from the north";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"60.0";"12.4";"No precipitation";"1";"";"";"";"";
"13.06.2019 04:00";"15.8";"709.2";"760.0";"0.4";"84";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"13.1";"No precipitation";"1";"";"";"";"";
"13.06.2019 03:00";"15.8";"709.1";"759.9";"0.4";"83";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"40.0";"12.9";"No precipitation";"1";"";"";"";"";
"13.06.2019 02:00";"15.4";"708.9";"759.7";"0.5";"83";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"12.5";"0.1";"6";"";"";"";"";
"13.06.2019 01:00";"15.5";"708.8";"759.6";"1.0";"84";"Wind blowing from the north";"1";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"50.0";"12.7";"No precipitation";"1";"";"";"";"";
"13.06.2019 00:00";"16.4";"708.7";"759.3";"1.4";"83";"Wind blowing from the north";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"300-600";"";"";"40.0";"13.5";"Trace of precipitation";"1";"";"";"";"";
"12.06.2019 23:00";"16.5";"708.4";"759.0";"1.3";"83";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"45.0";"13.5";"Trace of precipitation";"1";"";"";"";"";
"12.06.2019 22:00";"17.3";"707.8";"758.2";"1.2";"74";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"50.0";"12.6";"Trace of precipitation";"1";"";"";"";"";
"12.06.2019 21:00";"18.5";"707.3";"757.5";"1.3";"70";"Wind blowing from the north";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"60.0";"12.9";"No precipitation";"1";"";"";"";"";
"12.06.2019 20:00";"18.9";"707.1";"757.2";"1.5";"70";"Wind blowing from the north-east";"5";"";"13";"70 – 80%.";" ";"";"";"";"29.1";"";"";"2500 or more, or no clouds.";"";"";"40.0";"13.3";"0.1";"12";"";"";"";"";
"12.06.2019 19:00";"20.3";"706.6";"756.4";"2.1";"61";"Wind blowing from the east";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"12.5";"Trace of precipitation";"1";"";"";"";"";
"12.06.2019 18:00";"21.2";"706.0";"755.6";"1.7";"60";"Wind blowing from the east";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"50.0";"13.2";"No precipitation";"1";"";"";"";"";
"12.06.2019 17:00";"22.0";"705.6";"755.0";"2.0";"58";"Wind blowing from the east-northeast";"8";"13";"13";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"40.0";"13.3";"No precipitation";"1";"";"";"";"";
"12.06.2019 16:00";"27.9";"704.5";"752.8";"1.2";"32";"Wind blowing from the north";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"9.8";"Trace of precipitation";"1";"";"";"";"";
"12.06.2019 15:00";"27.0";"704.3";"752.8";"1.1";"33";"Wind blowing from the north";"2";"";"13";"90  or more, but not 100%";"Rain shower(s), slight. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"18.0";"9.3";"Trace of precipitation";"1";"";"";"";"";
"12.06.2019 14:00";"28.9";"703.6";"751.9";"0.4";"27";"Wind blowing from the south-southeast";"3";"13";"17";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"30.0";"8.2";"No precipitation";"1";"";"";"";"";
"12.06.2019 13:00";"28.3";"703.3";"751.6";"0.1";"28";"Wind blowing from the east-northeast";"3";"17";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"24.0";"8.1";"No precipitation";"1";"";"";"";"";
"12.06.2019 12:00";"24.3";"703.2";"752.1";"-0.4";"49";"Wind blowing from the north-east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"26.0";"13.0";"No precipitation";"1";"";"";"";"";
"12.06.2019 11:00";"19.3";"703.2";"752.8";"-0.6";"76";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"35.0";"14.9";"No precipitation";"1";"";"";"";"";
"12.06.2019 10:00";"17.5";"703.2";"753.2";"-1.0";"80";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"45.0";"14.0";"No precipitation";"1";"";"";"";"";
