date,mean_temp (deg C),min_temp (deg C),max_temp (deg C),mean_pressure (mb),mean_humidity (%),mean_wind (ms-1),precip_sum (mm),month,month-year,year
2015-02-12,3.9875000000000007,2.9,4.6,762.8291666666665,72.5,2.3333333333333335,0.0,Feb,Feb-2015,2015
2015-02-13,6.429166666666666,1.3,9.2,750.4458333333333,87.375,5.75,2.2,Feb,Feb-2015,2015
2015-02-14,6.791666666666668,4.2,8.7,749.4083333333332,89.45833333333333,3.0416666666666665,10.2,Feb,Feb-2015,2015
2015-02-15,6.641666666666666,3.6,9.5,757.8583333333332,85.0,2.3333333333333335,0.0,Feb,Feb-2015,2015
2015-02-16,5.3500000000000005,-0.2,8.6,759.9208333333335,91.83333333333333,3.1666666666666665,5.2,Feb,Feb-2015,2015
2015-02-17,5.283333333333332,2.2,9.2,774.3000000000001,70.95833333333333,3.2083333333333335,1.6,Feb,Feb-2015,2015
2015-02-18,5.262500000000001,0.0,10.7,775.6000000000003,73.95833333333333,4.541666666666667,0.0,Feb,Feb-2015,2015
2015-02-19,6.583333333333335,4.1,8.7,763.7499999999997,85.79166666666667,5.166666666666667,2.0,Feb,Feb-2015,2015
2015-02-20,5.945833333333334,3.5,7.2,752.3333333333331,85.04166666666667,2.4347826086956523,7.4,Feb,Feb-2015,2015
2015-02-21,3.845833333333333,1.3,7.8,749.2208333333333,79.125,3.7916666666666665,2.4,Feb,Feb-2015,2015
2015-02-22,3.5124999999999993,-2.1,10.0,750.0583333333334,88.5,5.375,6.2,Feb,Feb-2015,2015
2015-02-23,5.8125,4.1,8.7,741.7958333333332,72.58333333333333,7.416666666666667,1.4,Feb,Feb-2015,2015
2015-02-24,6.4125000000000005,3.5,9.7,751.1291666666666,69.70833333333333,6.5,2.0,Feb,Feb-2015,2015
2015-02-25,8.620833333333334,4.6,12.3,759.0875,81.54166666666667,3.4583333333333335,3.0,Feb,Feb-2015,2015
2015-02-26,8.7875,3.8,11.4,757.4000000000001,86.54166666666667,4.625,6.6,Feb,Feb-2015,2015
2015-02-27,5.0375000000000005,0.1,9.9,762.2416666666664,69.125,3.5416666666666665,0.4,Feb,Feb-2015,2015
2015-02-28,8.116666666666665,4.9,10.4,754.0416666666669,87.5,6.458333333333333,0.0,Feb,Feb-2015,2015
2015-03-01,8.350000000000001,5.3,11.7,747.6041666666665,71.625,8.708333333333334,7.0,Mar,Mar-2015,2015
2015-03-02,5.270833333333333,2.5,9.0,753.8041666666667,66.41666666666667,8.125,0.4,Mar,Mar-2015,2015
2015-03-03,5.562500000000003,2.7,9.9,759.8541666666666,67.70833333333333,6.083333333333333,0.0,Mar,Mar-2015,2015
