OBJECTID,name,nr,Shape_Leng,Shape_Area,year
1140,Rotkar Ferner,2115,812.28874981145,34498.21800231930,2015
347,Larstig Ferner,2007,957.37812326759,34429.60779571530,2015
1132,Alpeiner Ferner,3004,1127.58497269083,34412.59906005860,2015
785,NN,6096,864.65143890881,34392.10289001460,2015
148,H├Âllenstein Kees E,9103,1419.59293427261,33845.62169647210,2015
492,NN,2078,1668.48580574169,33751.35563659660,2015
669,NN,2109,1225.06213619456,33537.82577514640,2015
403,Larain Ferner,13007,841.96892979986,33369.08599853510,2015
663,NN,2104,937.66667668419,33262.23666381830,2015
651,Seelen Ferner 5,2071,1283.10809476772,33182.57106018060,2015
869,Geral Kees,5084,1413.10861706641,32838.13474273680,2015
595,Wazebach Ferner,7012,822.07958037547,32774.23660278320,2015
961,Grosselend Kees,21014,812.22915162051,32635.26994323730,2015
390,NN,3033,1083.80659854208,32613.99007415770,2015
947,K├Âlnbrein Kees,21024,1131.46671394967,32593.58235168450,2015
40,NN,9065,1329.58296989108,32454.21832275390,2015
1088,Sparaenger Kees W,5020,967.09221136352,32262.90978240960,2015
434,Seekamp Kees E,4007,1120.69976029844,32236.02080535880,2015
247,NN,13022,920.03292030999,32034.45543289180,2015
134,Im Gl├Âtter N,12017,782.42621222993,31948.53272247310,2015
45,Westliches Ochsner Kees,9069,1024.74965728918,31464.50275421140,2015
479,Kronen Ferner,13013,898.15202945197,31307.14392089840,2015
797,NN,5048,978.10016510197,31272.28042602530,2015
236,NN,6080,1451.10745336034,30909.23952484130,2015
964,NN,4045,835.75713147127,30901.77136230460,2015
957,Hirzbach Kees un.,5062,804.05211544640,30828.30248260490,2015
131,Stampfl Kees W,9090,1277.33561153150,30751.80538940430,2015
244,Gubach Kees N,6041,850.84903895703,30638.60887145990,2015
1079,Goldzechkees,4035,1670.98352910508,30619.23023223870,2015
375,Westlicher Gr├╝bl Ferner E,3025,1160.28295509398,30611.73329925530,2015
778,Gebrochener Hang,6094,1467.67858129634,30475.81636810300,2015
882,Schwerteck Kees W,4024,779.64734715139,30470.13813018790,2015
845,Bockkar Kees,4029,976.30381825225,30448.76765441890,2015
311,Wannen Ferner,2027,717.59363436479,30309.16443634030,2015
1084,Zirknitzkees,4037,902.12223551581,30186.72622680660,2015
64,Schafleiten Kees,9043,1091.15215832733,29971.01478576660,2015
395,Daunkopf Ferner,3037,883.01404234443,29462.63441467280,2015
110,Kaserer Ferner,3001,1504.47624069480,29302.57067871090,2015
573,Rotenkarl Ferner,7008,743.08269778460,29266.78896331780,2015
588,├ñusserer Pirchelkar Ferner N,2165,822.30422109927,29262.85887145990,2015
318,Muschen Ferner W,2031,921.19788131868,29088.87757110590,2015
97,Westliches Stillup Kees M,9057,1048.13548731283,28990.46328735350,2015
522,Wurmkogel Ferner,2054,1978.23435056519,28981.67283630370,2015
481,Almer Kees E,6001,648.03574928349,28882.72097778320,2015
168,Habach Kees,5117,914.83382743391,28827.16005706780,2015
1042,Kaltenberg Ferner,13062,672.32381302005,28779.66490554810,2015
82,NN,9053,1240.10493625216,28671.23880004880,2015
534,Kaiserberg Ferner,7032,787.32488873408,28652.72057342530,2015
363,Habicht Ferner,3017,1104.55995183352,28606.23624420160,2015
436,G├Âssnitz Kees,4011,680.20832403164,28533.73665618890,2015
13,Hohe Achsel,6065,707.62928828177,28438.86994934080,2015
1111,Maurer Kees M,6048,1003.41299053392,28371.57440948480,2015
505,NN,2095,1053.20689173608,28029.36029052730,2015
875,Kellersberg Kees,4025,862.82055081741,27930.86703491210,2015
160,NN,6016,845.32739133125,27822.02257537840,2015
500,NN,2080,909.64300320936,27758.38873291010,2015
925,Tischlerspitz Kees,21023,940.92881645255,27565.39659118650,2015
1016,Radegg Kees,5015,1580.50927662287,27311.71968078610,2015
383,NN,3028,979.44904539887,27282.34997558590,2015
284,Lisenser Ferner,3060,699.30913705537,27276.59125518790,2015
587,├ñusserer Pirchelkar Ferner N,2165,695.91707722243,27260.87553405760,2015
824,N├Ârdliches Pfandlscharten Kees,5047,1741.59835449654,27204.34894561760,2015
352,Simming Ferner E,3012,723.79477125453,26862.72473144530,2015
15,Dabernitz Kees E,6068,774.32016743953,26760.87409210200,2015
905,NN,6026,824.77450380876,26722.35131835930,2015
466,Staniska Kees,6122,735.99910241512,26716.11981201170,2015
984,Aschaten Ferner ob.,3006,664.17630143200,26683.10255432120,2015
147,Ebenes Kees,9047,1006.11294289937,26625.15374755860,2015
164,Habach Kees,5117,694.69535113567,26433.38230895990,2015
14,Hohe Achsel,6065,848.00573079311,26417.59966278070,2015
803,Sandboden Kees,5056,730.20905000714,26417.50472259520,2015
43,L├Âffler Kees N,9060,996.89822954128,26347.06925964350,2015
788,NN,6086,1153.84344088038,26339.06614685050,2015
111,NN,9034,964.30346778176,26280.74494171140,2015
443,Graden Kees M,4004,749.35152108972,26173.99552917480,2015
604,Madatsch Ferner W,7010,981.91949797404,26127.40243530270,2015
145,Mitter Kees E,9048,825.03204738640,26077.26498413080,2015
78,NN,9053,1060.17172202282,26062.89324188230,2015
334,├Âstlicher Scheiblehn Ferner E ob.,2042,1189.47726368147,26039.56600952140,2015
471,├£bergossene Alm W,5161,1256.42199710044,25556.08612060540,2015
946,K├ñlberspitz Kees,21015,812.11444203920,25548.14991760250,2015
107,Griesbachjoch Kees N1,9032,797.33202592342,25424.98989105220,2015
674,S├╝dlicher Say Ferner,2112,727.99515835784,25007.68764877320,2015
965,NN,4045,772.91984013356,24952.44290161130,2015
737,NN,13063,1109.17531416081,24893.73334503170,2015
452,Gl├Âdis Kees,6116,845.62470100633,24700.86746978760,2015
515,Krummgampen Ferner S,7028,899.56058361480,24559.79488754270,2015
450,Peischlachkessel Kees E,6114,928.83069529839,24471.68027496330,2015
143,Kainzerkar Kees,9046,847.57740509181,24363.08803558350,2015
699,Taufkar Ferner,2137,731.30218454355,23966.32730865470,2015
940,├Âstlicher Tripp Kees,21009,897.75582019676,23935.34188842770,2015
1061,NN,5280,1325.87067223100,23879.65486907950,2015
849,NN,5052,1372.72380876168,23845.75980377190,2015
687,Guslar Ferner kl.,2130,1077.33632988608,23248.90475463860,2015
482,Rampleter Kees,6005,686.27563126061,23179.02198028560,2015
843,NN,5049,707.70173848139,22712.30596160880,2015
926,Tischlerspitz Kees,21023,1415.31549745245,22653.16333007810,2015
743,Fallenbacher Ferner,18005,1170.65550952327,22516.92076873770,2015
889,Eiskeller,4021,711.01845241635,22467.43418884270,2015
1075,Wei├ƒenbachkees,5040,878.72325496180,22458.92375946040,2015
80,NN,9053,671.89085400746,22278.75965118400,2015
380,Westlicher Gr├╝bl Ferner M,3026,1506.26411253719,22103.03684997550,2015
286,Rotgrat Ferner,1003,884.40057371873,21932.49597167960,2015
206,NN,5121,611.95941906433,21909.21196746820,2015
524,Loob Ferner,2086,885.57886238252,21719.75500488280,2015
461,Schober Kees W,6121,685.72210835064,21678.62628173820,2015
256,Simony Kees,6045,802.29823056293,21671.99300384520,2015
904,NN,6027,818.85703650054,21660.06569671630,2015
767,Landeck Kees W,5106,1172.79496056822,21594.84538269040,2015
707,NN,5153,637.92986105728,21586.96406555170,2015
1045,N├Ârdlicher Madaun Ferner,13039,856.29431026971,21434.81509399410,2015
511,Gamples Ferner N,2093,905.43686588899,21372.16290283200,2015
568,NN,2151,911.42503731737,21289.39518737790,2015
251,Welitz Kees N2,6036,783.83770237538,21086.79666137690,2015
561,S├╝dlicher L├Âcher Ferner E,14028,559.23967291648,21019.20287322990,2015
4,N├Ârdliches Leiterkeesl,5119,930.55040647955,20957.67030334470,2015
369,Aperer Feuerstein Ferner W,3021,617.08562349527,20898.79450988770,2015
503,Latsch Ferner,2096,892.97938360028,20695.10132598870,2015
754,Landeck Kees E1,5103,937.66724767442,20675.68160247800,2015
532,├£bergossene Alm E,5159,659.15930000466,20670.94331359860,2015
757,Filleck Kees,5098,1026.61149400115,20567.46475219720,2015
994,Rotg├╝lden Kees,22001,698.13154852494,20537.58659362790,2015
600,Fallende Bach Ferner E,15001,904.72242859354,20462.30359649650,2015
626,Fallende Bach Ferner W,15003,679.12853276551,20406.91805648800,2015
344,R├Âtenkar Ferner,2051,756.30405403276,20300.09713745110,2015
424,NN,4013,857.93990906808,20232.99757385250,2015
37,Saur├╝ssel Kees,9071,1213.46693962097,20214.54051971430,2015
657,NN,2077,962.95680714146,20151.33930969230,2015
379,Westlicher Gr├╝bl Ferner E,3025,804.53039951607,19971.91722106930,2015
864,NN,5057,939.56984509623,19738.47800445550,2015
71,Schneegupf,9096,762.34394590243,19628.60052490230,2015
1041,Oberschrammach Kees S,9093,911.03224745847,19588.76157379150,2015
194,K├ñferfeld Kees,5125,756.80389488028,19564.95009613030,2015
1035,NN,13031,845.30716824539,19463.69469833370,2015
48,Melkerscharten Kees,9067,1080.95108315231,19438.25124359130,2015
633,NN,7004,731.63650328532,19408.30860900870,2015
1091,NN,5037,1129.99340079663,19385.60824584960,2015
130,Stampfl Kees W,9090,625.73525329467,19304.06820678710,2015
358,Simming Ferner M,3013,794.94199914103,19246.12808990470,2015
191,Schliefer Kees M,5138,649.26589621759,19202.23237609860,2015
937,Plessnitz Kees,4042,824.20380605396,19196.75541687010,2015
840,Brach Kees,5063,620.04007868873,19140.03639984130,2015
266,NN,6051,671.73608107005,19126.04332733150,2015
539,Mittlerer Eiskasten Ferner E,14020,1183.46122248104,19026.44802856440,2015
229,NN,6083,589.54523624005,19004.70787811270,2015
207,NN,5109,827.38540210835,18983.71012878410,2015
939,Plessnitz Kees,4042,706.19255846099,18978.87236022940,2015
1012,Grubenkar Kees,5013,624.94584956954,18887.36637878410,2015
960,Grosselend Kees,21014,635.23209032869,18771.19702148430,2015
17,NN,6072,791.03889651993,18751.46997833250,2015
764,Landeck Kees E2,5104,661.90378508992,18607.38075256340,2015
475,├£bergossene Alm M,5160,712.23479023246,18594.04812622070,2015
705,Mittlerer Weisskar Ferner,2141,1328.58567579595,18455.58740997310,2015
368,NN,13018,841.10031638535,18443.56611633300,2015
724,Weissee Ferner W1,7024,769.56762209248,18341.18575286860,2015
351,Madlener Ferner,13026,717.47833709277,18307.35798645020,2015
157,Litzner Gletscher,12021,929.58879931620,18277.58334350580,2015
1052,NN,5016,799.72127475005,18225.35898590080,2015
1092,NN,5024,639.90797723910,18113.37580871580,2015
83,NN,9053,669.99550565471,17968.39225769040,2015
202,NN,5112,793.81606081109,17903.40444183350,2015
527,Plattenkogel Ferner,2053,1289.63578608952,17899.24936676020,2015
512,NN,2083,991.05398243077,17845.39471435540,2015
374,├Âstlicher Gr├╝bl Ferner ob.,3024,625.56093230912,17684.34174346920,2015
963,Grosselend Kees,21014,655.72373599933,17639.23275756830,2015
822,Fuscherkar Kees,5050,675.19636613103,17416.59120941160,2015
211,NN,5135,573.97286704161,16954.91747283930,2015
953,Lanisch Kees,21026,668.52336529359,16894.51316833490,2015
480,NN,6008,520.26502659768,16678.88455200190,2015
319,Muschen Ferner W,2031,583.28355623968,16593.40619659420,2015
177,K├ñferfeld Kees,5125,499.78295725580,16552.88217926020,2015
249,Welitz Kees N1,6035,630.75310316947,16533.41584777830,2015
938,Plessnitz Kees,4042,719.38425158464,16503.24012756340,2015
94,Mitter Kees W,9050,603.25599833506,16461.41296386710,2015
728,NN,14009,562.09999824029,16313.46423339840,2015
118,NN,9035,850.41305228782,16279.52322387690,2015
354,Simming Ferner M,3013,666.46645593521,16248.05736541740,2015
159,NN,6015,522.55550236485,16234.49413299560,2015
1097,Wurtenkees + Toteis,4038,539.65466994865,16073.52112579340,2015
99,Riffler Kees,9100,947.38225595461,16064.75418853760,2015
139,Ribler Kees,9037,706.84995178700,16013.09490203850,2015
865,NN,5057,526.41181679067,16013.05671691890,2015
969,Westlicher Tripp Kees,21007,653.97407045511,15996.24369812010,2015
133,Weisskarkeeser,9052,775.76017488376,15966.68952178950,2015
738,Parseier Ferner,18002,1093.25900556375,15895.12072372430,2015
771,Raben Kees E,5100,748.54559573661,15894.82833862300,2015
563,Rostiz Ferner,7013,738.12085665160,15846.65367126460,2015
304,L├ñngentaler Ferner,2002,642.89304645463,15792.40469360350,2015
769,NN,5107,645.99011915706,15757.81847381590,2015
776,Daber Kees N,6090,936.38154986351,15725.53792572020,2015
350,NN,3010,933.78206426877,15670.22799682610,2015
911,Sch├Ânbichler Kees,9078,503.09264424706,15455.50350952140,2015
109,Griesbachjoch Kees N2,9032,579.05569942615,15362.78587341300,2015
140,Ribler Kees,9037,644.55168007364,15319.43270111080,2015
149,NN,9019,560.03109778258,15250.30463409420,2015
983,Tischlerkar Kees M1,5007,766.05723329598,15226.34480285640,2015
387,Kleiner Gr├╝nau Ferner,3029,959.64943162764,15160.54112243650,2015
827,Hirzbach Kees ob.,5061,613.23695580957,15110.04281616210,2015
77,NN,9062,565.66134351029,15108.18978881830,2015
384,Kleiner Gr├╝nau Ferner,3029,767.75723749517,15020.43869781490,2015
456,NN,6113,521.27654096909,15012.74799346920,2015
1033,├Âstlicher Eisentaler Gletscher,12002,506.14378428922,14988.60382080070,2015
357,Simming Ferner M,3013,709.82519511042,14831.85601043700,2015
856,Kleineiser Kees,5089,498.09122590131,14767.89500427240,2015
955,Lassacher Kees,4041,478.72560705285,14739.76925659180,2015
1087,Schlappereben Kees,5021,628.91199559110,14709.03184509270,2015
915,S├╝dlicher Torstein Gletscher,10001,611.91981802062,14667.72856140130,2015
190,Schliefer Kees N,5137,669.42786197838,14537.96677398680,2015
866,NN,5057,590.07069591873,14495.85049438470,2015
1058,Schareckkees W,5027,540.05043105813,14482.96382904050,2015
212,NN,13005,610.21211726619,14465.38742065430,2015
92,NN,9026,508.78128448084,14437.93762969970,2015
196,NN,13004,544.57139861701,14390.32610321040,2015
316,Muschen Ferner E,2030,787.48298577175,14366.30834960930,2015
129,Schafkar Kees,9029,823.29026371810,14314.28578186030,2015
84,NN,9039,585.26847694299,14305.36268615720,2015
556,Fisslad Ferner,7033,876.07816204576,14271.49774169920,2015
1022,Grosser K├╝chl Ferner W,13044,620.97824522542,14266.66284179680,2015
781,Schlegeis Kees,9087,493.82372719253,14107.80855560300,2015
493,NN,2078,775.59977082449,14017.66559600830,2015
970,Westlicher Tripp Kees,21007,540.64352400893,14016.52059936520,2015
1110,Maurer Kees M,6048,684.32602617956,13962.83840179440,2015
141,Bodenkar Kees,9105,713.12223441175,13872.82054901120,2015
1090,Sparaenger Kees W,5020,972.18310378420,13832.48748016350,2015
1014,Grubenkar Kees,5013,801.35342487165,13796.39744567870,2015
1115,Hocharn Kees S,5036,513.13984659120,13737.67354583740,2015
867,Wurfer Kees,5085,1274.53051622272,13736.72564697260,2015
405,Larain Ferner,13007,727.57824465783,13661.60284423820,2015
877,Kellersberg Kees,4025,584.27590010206,13587.70442199700,2015
1060,Schareckkees E,5025,629.09630270915,13507.17541503900,2015
1015,NN,5012,904.39530838616,13419.64662170410,2015
241,Gubach Kees S,6042,537.12288202452,13392.17903137200,2015
701,NN,2138,588.65846241118,13376.35601806640,2015
1117,NN,9014,709.14682451809,13319.46465301510,2015
972,Westlicher Tripp Kees,21007,605.07646710664,13287.89845275870,2015
444,NN,4001,574.78827444542,13279.92503356930,2015
935,Plessnitz Kees,4042,799.08574993427,13277.39125061030,2015
548,S├╝dlicher L├Âcher Ferner ob.,14029,534.06649647665,13231.82403564450,2015
578,Seebach Ferner,14040,731.14410698345,13205.66559600830,2015
46,NN,9066,610.47895692238,13199.19559478760,2015
605,Weiss Ferner,14004,700.19414621680,13189.36833953850,2015
1054,Waxegg Kees,9076,447.24169065058,13182.62564849850,2015
187,Westliches Sonntags Kees,5140,591.36149272018,13146.21429443360,2015
745,NN,6087,448.57331090666,13112.45567321770,2015
1024,NN,13038,935.52424081106,13095.25358581540,2015
952,Lanisch Kees,21026,1107.30193162476,13081.23077392570,2015
489,Brandner Gletscher,12029,462.30884908376,13079.09854507440,2015
903,NN,6024,453.64066142188,13046.82395935050,2015
136,NN,9028,745.17130357633,12917.58821105950,2015
1,NN,9027,488.41245033050,12812.90604400630,2015
673,Niederjoch Ferner,2111,725.48103724703,12785.39121627800,2015
33,,0,726.88928457846,12781.92739105220,2015
73,├ûstliches Stillup Kees N,9054,466.80451209722,12611.59085083000,2015
453,Ralf Kees,6119,741.81078995123,12547.95838165280,2015
759,NN,5099,619.14268082877,12522.38892364500,2015
385,Kleiner Gr├╝nau Ferner,3029,938.45572067248,12427.72746276850,2015
396,Grosser See Ferner,3038,598.92715392172,12382.45403289790,2015
885,NN,9084,619.49574742904,12334.83513641350,2015
601,Wildgerlos Kees W,9004,447.23105936682,12235.39158630370,2015
425,NN,4014,469.68053693121,12086.36518096920,2015
980,Muritz'n Kees E,22003,624.20829326484,12046.57458496090,2015
1070,Sparangerkees,5019,509.72806317394,12008.57030487060,2015
1021,Grosser K├╝chl Ferner M,13043,453.33057703662,11967.78813934320,2015
774,Raben Kees E,5100,824.45893476984,11913.19149780270,2015
854,Unterer Riffl Kees,5091,728.43885111766,11870.51239013670,2015
170,NN,5120,601.60168577349,11826.58348083490,2015
121,NN,9108,561.87422523647,11800.43247222900,2015
1026,NN,13032,686.40439935135,11768.25439834590,2015
1032,NN,13041,420.67729781457,11696.19924163810,2015
638,Floiten Kees,9064,546.53675112203,11668.97072601310,2015
231,Gschl├Âss Kees W,6084,602.27396248754,11634.29071044920,2015
250,Welitz Kees N1,6035,483.28107532878,11604.36904907220,2015
377,Westlicher Gr├╝bl Ferner E,3025,548.75840843869,11539.77809906000,2015
439,Prititsch Kees,4002,872.49108086462,11491.65225219720,2015
205,NN,5121,413.82993255097,11412.05626678460,2015
440,Graden Kees W,4005,470.88015113178,11371.09749603270,2015
172,Untersulzbach Kees,5123,554.39230766673,11329.03971862790,2015
1122,Unterschrammach Kees,9095,476.17181355192,11301.17387390130,2015
458,Schober Kees E,6120,409.68736544824,11239.17648315430,2015
162,NN,6017,584.02183140982,11199.13980865470,2015
871,Schmalzgruben Kees,5059,488.62261186395,11165.45841979980,2015
823,Fuscherkar Kees,5050,510.92271307888,11112.44328308100,2015
746,NN,6087,526.10568938491,11033.83549499510,2015
593,N├Ârdlicher L├Âcher Ferner,14032,413.34074406830,11026.88381958000,2015
451,Peischlachkessel Kees E,6114,407.74330574225,11004.19674682610,2015
812,Foschez Kees,5067,447.40806099612,10955.91744995110,2015
1077,NN,5041,512.90178916594,10930.35700225830,2015
376,Westlicher Gr├╝bl Ferner E,3025,452.70943561825,10855.46725463860,2015
1017,Radegg Kees,5015,803.10327190261,10820.34777832030,2015
35,NN,12018,492.02163261661,10809.99419021600,2015
34,,0,541.20790585292,10638.80899810790,2015
178,K├ñferfeld Kees,5125,427.72853067105,10576.65065002440,2015
278,S├╝dlicher Sonnenwand Ferner,1011,375.39576862106,10542.95862579340,2015
565,S├╝dlicher L├Âcher Ferner W,14030,768.96582908183,10512.48574829100,2015
977,NN,22002,483.89725166163,10460.30790710440,2015
873,Winterkarl,5082,707.23181281186,10449.67556762690,2015
74,├ûstliches Stillup Kees N,9054,499.10250521096,10445.81285858150,2015
276,Berglas Ferner N,3059,429.60911945992,10414.67646026610,2015
300,NN,2016,494.46778205602,10258.92858123770,2015
695,Taufkar Ferner,2137,491.91535729820,10255.45404052730,2015
744,NN,19001,631.77443777656,10217.45851516720,2015
203,NN,5112,522.72559293160,10149.12059020990,2015
821,Fuscherkar Kees,5050,440.85232728649,10148.15545654290,2015
675,Seekar Kees S,5149,626.63357752453,10128.07805633540,2015
128,Schafkar Kees,9029,536.29466107410,10095.88863372800,2015
113,Rauchkofel Kees S1,9022,458.64216629026,9953.86891174316,2015
315,Mittertal Ferner,2003,578.59240333715,9951.53404235840,2015
56,Hohenau Kees,9020,471.08725872040,9945.22948455811,2015
948,K├Âlnbrein Kees,21024,656.25526595550,9925.78953552246,2015
359,Simming Ferner M,3013,655.32393602108,9893.99670410156,2015
465,Schober Kees W,6121,510.71473539458,9863.19005584717,2015
176,K├ñferfeld Kees,5125,456.10287707069,9821.90485382080,2015
861,NN,9085,423.67727997054,9816.57212066650,2015
320,Reichenkar Ferner,2032,389.67993638968,9691.96672821044,2015
112,Rauchkofel Kees S2,9023,487.20354522768,9613.31684112549,2015
429,Klammer Kees,4006,778.87891356606,9562.18189239501,2015
710,S├╝dlicher Petzner Ferner,2146,551.79831523633,9487.36055755615,2015
391,NN,3033,433.17618846020,9479.43549346924,2015
762,Raben Kees W,5102,589.92232912011,9389.96897125244,2015
569,Grubenkarle Ferner N,2157,464.13706590283,9314.66575622559,2015
906,NN,6026,376.53846924837,9285.35324859619,2015
1055,NN,5023,573.09302515475,9262.90383911133,2015
119,Im Gl├Âtter S,12016,501.03989458793,9175.33790969849,2015
520,Steiniglehn Ferner E,2089,651.51684612889,9066.81838989258,2015
612,Steinkar Kees E,5142,418.09441602450,9043.04186248779,2015
894,NN,6109,502.01323795741,9007.73105621338,2015
933,Plessnitz Kees un.,21016,373.01313447291,8957.81552124024,2015
150,NN,9019,434.57795431520,8912.91545104981,2015
949,K├Âlnbrein Kees,21024,590.77460309856,8894.51811218262,2015
108,Griesbachjoch Kees N1,9032,410.82505559547,8893.04522705078,2015
332,Triebenkarlas Ferner,2041,655.72929791148,8881.91281890869,2015
1025,NN,13061,598.60699861996,8864.32457733154,2015
971,Westlicher Tripp Kees,21007,431.00031666209,8848.78407287598,2015
201,NN,5111,444.11853291673,8842.50251007080,2015
85,Griesbachjoch Kees S,9030,519.47400946819,8810.64624786376,2015
273,Seespitz Ferner,3054,417.64998991623,8783.82695770264,2015
274,Seespitz Ferner,3054,438.31273555741,8747.60343933106,2015
98,NN,9070,512.28062200643,8720.27837371826,2015
1029,NN,13034,433.53083607178,8713.87807083130,2015
127,Schafkar Kees,9029,607.60494224302,8695.54398345947,2015
1051,NN,5016,574.30047720283,8682.55061340332,2015
132,Stampfl Kees W,9090,469.90227461677,8566.57028961182,2015
