OBJECTID,name,nr,Shape_Leng,Shape_Area,year
66,Rauhkopf Gletscher,12005,3410.29523706460,259498.70318222000,2015
103,Federbett Kees,9106,3703.10542054769,257328.98725128100,2015
1082,Sch├Ânach Kees M,9008,3273.26228193824,256808.06523132300,2015
560,Riffel Ferner N,14027,3007.17662854058,256730.78388977000,2015
349,Griesskogel Ferner,2009,3073.75048778047,255964.94641876200,2015
676,Say Ferner,2113,2299.50232804800,255443.18886184600,2015
1094,Wurtenkees + Toteis,4038,2888.90788190415,254259.12537384000,2015
22,Garaneber Kees N,6055,2580.94857166295,253680.83205413800,2015
818,Griesskogel Kees,5075,2881.04345430772,253396.57929229700,2015
589,Roetkarl Ferner,14003,4540.71331340557,253373.63770294100,2015
106,Hasenkar Kees,9044,2255.08178752056,252432.89485168400,2015
689,Guslar Ferner mi.,2131,4370.25434382507,251794.80290985100,2015
193,K├ñferfeld Kees,5125,2370.86247616129,250679.35159301700,2015
371,├Âstlicher Gr├╝bl Ferner,3023,2790.52503767147,249380.26101684500,2015
419,Alpeiner Ferner,3055,2717.38524467322,247782.79091644200,2015
89,Griesbachjoch Kees M,9031,4339.10973805244,245820.62006378100,2015
656,NN,2077,3645.24102248490,241196.07201385500,2015
310,Kuhscheiben Ferner,2024,2104.49881689034,240689.10826873700,2015
1112,Maurer Kees M,6048,3899.86332890160,240462.41532135000,2015
237,Futsch├Âl Ferner,13014,4387.74921120313,239198.76907730100,2015
609,Polltal Ferner,2166,3783.79886401718,238800.21594238200,2015
886,Schwerteck Kees M,4023,3513.05327428852,238044.54263305600,2015
1018,Fasul Ferner S,13055,2380.52946528835,236702.00707244800,2015
400,Larain Ferner,13007,3779.55885558204,234069.64715957600,2015
1138,Kreuz Ferner N1,2117,2763.54561578513,233268.03083038300,2015
142,Kainzerkar Kees,9046,3420.70097008623,231205.94244384700,2015
1073,Wei├ƒenbachkees,5040,4125.20317822010,229860.56086730900,2015
321,Atterkar Ferner,2033,2437.53235320874,228629.28617095900,2015
225,Karles Kees,6075,2271.06333279509,225683.03803253100,2015
161,Schwarzach Kees,6019,3646.57067002063,222043.38600158600,2015
339,Kitzkamp Ferner E,2047,3292.12592977047,221699.85971832200,2015
636,Hochfirst Ferner,2058,2461.29769346315,217517.56155395500,2015
813,Schwarzk├Âpfl Kees,5072,2886.69738442545,216907.87661743100,2015
648,Seelen Ferner 2,2068,2698.36211316556,215518.42086791900,2015
557,Riffel Ferner S,14026,3901.84753496263,211388.75173950100,2015
1109,Maurer Kees M,6048,2540.60660555636,208316.44549560500,2015
431,Horn Kees,4010,2105.18280491739,206341.15613555900,2015
233,Kristallwand Kees,6067,2503.61168835291,205588.54714965800,2015
271,Mittlere Schnapfenkuchl,13009,2776.48627215330,204032.59779357900,2015
1044,Fasul Ferner N,13057,2193.85004784645,199713.83808898900,2015
650,Seelen Ferner 4,2070,2636.79745881401,198867.31768798800,2015
95,├ûstliches Stillup Kees,9055,2971.14454994874,198682.81330108600,2015
775,Landeck Kees M,5105,2765.05783881782,196553.91163635200,2015
684,Vernaglwand Ferner N,2127,2413.93772798667,194469.16999816800,2015
1059,Schareckkees E,5025,3488.40984018678,194225.61997985800,2015
838,Riffl Kees N,5092,3831.72922142688,194206.84677124000,2015
816,Eiser Kees,5074,3991.40761237142,191724.92814636200,2015
401,Grabawand Ferner,3042,2568.51888462147,189902.62841796800,2015
887,Freiwand (Magnes) Kees,4030,2512.30931200689,188154.63790893500,2015
591,Neururer Ferner S,14038,2158.27325372917,187466.51067352200,2015
298,S├ñuischbach Ferner,2014,2199.78028688869,187247.29553985500,2015
485,Fleischbach Kees S,6007,2008.25519601944,185972.47807312000,2015
299,S├╝dlicher Schrankar Ferner,2015,2454.05969560701,183862.85499572700,2015
459,Fluchthorn Ferner,13011,4444.22238782837,183763.47282791100,2015
326,Windacher Ferner,2037,2543.55183221528,183592.12718963600,2015
579,Wildgerlos Kees E,9002,2821.66946722643,182989.96340942300,2015
739,Weisskar Kees S,5156,2338.68994917858,181607.10453033400,2015
779,Daber Kees N,6088,2557.48386894619,181181.90484619100,2015
851,Karlinger Kees,5073,3100.25282119247,179642.13648986800,2015
75,├ûstliches Stillup Kees,9055,2293.53009615813,179327.32263183500,2015
435,G├Âssnitz Kees,4011,2528.13024022280,177739.21104431100,2015
628,Planggeross Ferner S2,14035,2476.98258839684,176436.76901245100,2015
621,Hauer Ferner,2167,1893.04508295887,171802.22994995100,2015
9,Watzfeld Kees N,5116,2159.17288049113,169636.78838348300,2015
124,Rauchkofel Kees M,9024,2774.08741503635,169049.97003936700,2015
324,Warenkar Ferner,2036,2442.11284725837,169023.68574523900,2015
789,Brennkogel Kees,5043,2466.34158714405,168847.16028594900,2015
582,Toten Ferner,14042,2339.17313370277,168634.72241210900,2015
1037,Kartell Ferner,13040,2744.93145398688,168368.03076171800,2015
65,Lapen Kees,9061,2053.66285314746,168210.67778778000,2015
1137,Kreuz Ferner M,2119,2238.70043329857,167140.35180664000,2015
538,Hinterer Eiskasten Ferner,14019,2870.25710905308,164517.14929199200,2015
1036,Pettneuer Ferner,13036,1946.61110767899,163332.77346038800,2015
1120,Unterschrammach Kees,9095,2642.46965233007,163082.26516723600,2015
195,Untersulzbach Kees W,5124,1792.31697593733,162324.42684173500,2015
1130,M├Ârchner Kees,9072,2465.67072252788,162269.91047668400,2015
825,Spielmann Kees E,5045,2458.51980713632,160897.53573608300,2015
291,Zischgeles Ferner,1009,2039.63210467615,158134.66008758500,2015
282,Jamtal Ferner W,13020,2703.17836007189,158065.85113525300,2015
709,Seiter Ferner,2144,1805.48145883783,151503.04717254600,2015
859,Oberer Klockerin Kees,5069,3296.79300422224,150411.81352996800,2015
1078,Gro├ƒes Flei├ƒkees,4034,2010.17461576243,149700.66962432800,2015
437,G├Âssnitz Kees,4011,2662.05998899286,149117.28151702800,2015
337,Westlicher Scheiblehn Ferner,2045,2787.48685845843,145444.84400939900,2015
1019,Grosser K├╝chl Ferner W,13044,1899.87540281741,144063.63117599400,2015
671,Marzell Ferner,2110,2445.14217981184,143485.41259002600,2015
786,Muntanitz Kees,6095,1855.70318522533,142863.64861297600,2015
398,H├Âlltal Ferner,3039,1538.76071054931,141998.05831909100,2015
404,Falbesoner Kr├ñul Ferner,3044,1828.79479023079,141352.99790954500,2015
367,├ñusserer Mischbach Ferner,3019,3443.27360035049,140785.14083099300,2015
460,Schober Kees W,6121,2058.57976232208,139405.22225952100,2015
924,Tischlerspitz Kees,21023,3704.41924142089,138924.98046875000,2015
328,Getschner Ferner,13023,1818.01995155716,135892.69535064600,2015
185,Westliches Sonntags Kees,5140,2344.67700684595,135475.26374816800,2015
608,Gschwandt Ferner,14045,3673.54492262362,134464.11135864200,2015
912,Sch├Ânbichler Kees,9078,2214.11381774801,134406.20434570300,2015
335,├Âstlicher Scheiblehn Ferner E,2043,3077.89177176196,134046.10459899900,2015
753,Kalser Tauern Kees N,6103,2290.59530498012,132988.61144256500,2015
442,Graden Kees M,4004,1970.79546880763,131161.62261962800,2015
55,Hohenau Kees,9020,2219.72969201206,129098.85890960600,2015
61,Grasleiten Kees N,9041,2335.38846668674,129028.63275909400,2015
602,Waze Ferner,7011,2085.08794695710,128346.03852081200,2015
517,Lehner Ferner,2084,1668.70381708163,127746.28640747000,2015
1131,Alpeiner Ferner,3004,2685.67603682682,127621.95355987500,2015
619,Gallrutt Ferner,7001,2268.57620091291,127103.41249847400,2015
96,Westliches Stillup Kees M,9057,2309.08632568718,126368.66895294100,2015
408,Falbesoner Knoten Ferner,3046,1620.75969784237,125782.86401367100,2015
857,Boggenei Kees,5055,3152.09391072513,123956.25363159100,2015
1119,Oberschrammach Kees N,9094,2555.46060520951,123900.34395599300,2015
922,Schneeloch Gletscher,11003,1476.93502697055,123298.20158386200,2015
574,Neururer Ferner N,14039,1948.87096482819,121413.24372100800,2015
476,Kronen Ferner,13013,1693.60561044357,120819.91005325300,2015
611,Mittlerer L├Âcher Ferner,14031,1670.75982093202,120340.82154083200,2015
748,Weisskar Kees N,5157,1773.18911949710,119997.67440795800,2015
848,Riffl Kees S,5093,2939.41844528806,119858.51594543400,2015
155,Litzner Gletscher,12021,2406.01599912899,119806.71711349400,2015
338,Hangender Ferner,2046,1813.56206170371,119073.87673187200,2015
640,Rotmoos Ferner N,2062,2132.41245432944,118529.26595306300,2015
23,Garaneber Kees S,6056,1995.61988681833,117994.32878875700,2015
780,Backtr├Âger Kees,6097,2477.76950670971,117013.01744079500,2015
751,Kalser Tauern Kees S,6102,2271.86269155290,115380.79875183100,2015
179,NN,5127,3129.10781607774,114218.90213012600,2015
198,NN,5133,1531.97815582437,113311.87758636400,2015
711,Hangender Ferner,2148,2170.56299735746,112599.72874450600,2015
558,Polles Ferner E,2152,1654.52061750551,112135.79801177900,2015
991,Rotg├╝lden Kees,22001,2587.39058111450,112014.12751770000,2015
1105,NN,5039,1622.98883668961,111863.32863616900,2015
716,W. Hinterer ├Âlgruben Ferner,7018,2273.90370899236,111620.41099166800,2015
566,Wildkar Kees,9001,1688.54794205835,111500.64851379300,2015
749,Loames Kees N,6100,1655.61432533452,111483.46469879100,2015
855,Kleineiser Kees,5089,1422.00874981495,110185.49018859800,2015
21,Knorr Kees E,6073,1527.96641593021,109344.54450225800,2015
703,S├╝dlicher Weisskar Ferner,2140,2066.78547029330,108361.00384521400,2015
531,H├╝ttenkar Ferner,8001,2552.40837404643,107615.94091796800,2015
721,Rainbach Kees,5154,1909.94886995593,107058.03199005100,2015
361,Simming Ferner W,3014,4496.40413533585,106343.45272064200,2015
210,S├╝dliches Leiterkeesl,5118,2290.26335572663,105588.35887908900,2015
580,Unterer Verpeil Ferner,7007,1524.83104685429,104680.41888427700,2015
874,Kammer Kees,5080,1307.25621197513,104505.68289184500,2015
272,Seespitz Ferner,3054,1387.18444583832,103922.86709594700,2015
1121,Unterschrammach Kees,9095,1391.16561666254,103696.82003021200,2015
526,Banker Ferner,2052,5365.03504221810,103517.95864105200,2015
474,├£bergossene Alm M,5160,2004.85366056069,103438.76065063400,2015
204,NN,5121,1871.31999579967,103183.38059997500,2015
679,Seekar Kees N,5150,2076.05830129021,103114.57424163800,2015
616,Pi├Âsmes Ferner,14044,1444.45919070256,101257.41020202600,2015
62,Schafleiten Kees,9043,1581.44678722431,100042.16640472400,2015
224,Knorr Kees W,6074,1660.09907023352,99731.68979644770,2015
760,Raben Kees ob.,5101,2451.78916395496,98402.74075317380,2015
881,Hohenwart Kees E,4020,1479.64574437333,98317.23779296870,2015
293,Henneberg Ferner,13025,2208.95203348980,96987.15134048460,2015
802,Sandboden Kees,5056,2386.43103210196,96676.19521331780,2015
245,Daber Kees W,6030,1438.92401361485,96630.13952636710,2015
264,Nill Kees,6058,1290.94177374600,96529.78943634030,2015
1049,NN,13053,1450.88009807446,96342.50643157950,2015
553,Vorderer Eiskasten Ferner,14024,1833.67341079262,96236.00990295410,2015
525,Stock Ferner,2088,1847.90425262050,95231.88508605950,2015
575,Oberer Verpeilferner,7006,1331.33685608780,93813.13932800290,2015
1139,Rotkar Ferner,2115,1721.77448779449,93676.05642700190,2015
342,Zwiselbach Ferner,2005,2069.02624074846,92761.97292327870,2015
603,Planggeross Ferner M,14036,1541.77733643992,92554.08883666990,2015
340,Rosstal Ferner,13024,1637.01763533931,92476.01206588740,2015
637,Gaissberg Ferner N,2059,1416.16729821122,91809.22651672360,2015
497,Bieltal Ferner,13028,1521.34519640598,90827.07418441770,2015
614,Gsall Ferner N,7002,1446.11500271709,90764.86438751220,2015
498,├Âstlicher Ferwall Ferner,2056,1841.88906104613,90446.73731994620,2015
306,NN,2020,1527.97868101788,90295.44801330560,2015
285,Rotgrat Ferner,1003,1302.46549514989,90264.93982696530,2015
1066,Vogelmaier Ochsenkarkees un.,5030,1262.69879633538,89801.50746154780,2015
1133,Rofenberg E,2123,1363.00213642942,89708.78200912470,2015
312,Rosskar Ferner,2028,1485.65935802753,89178.29847717280,2015
544,Keeskar Kees,5152,1787.44598806571,87631.62649536130,2015
421,Turm Ferner,3057,1290.15233424644,87391.85778045650,2015
835,Schmiedinger Kees,5081,1526.10489248704,87019.29839324950,2015
693,Plattei Ferner,2134,1432.90812037742,86853.27754211420,2015
222,Oberer Augsten Ferner,13016,1282.79517321760,86574.17868041990,2015
446,Graden Kees E,4003,1520.59443734122,86466.47650146480,2015
623,Ploder Ferner,2169,1438.52504802785,86188.15243530270,2015
629,Platzer Ferner,16002,1436.97750912831,86069.63229370110,2015
1142,Niederjoch Ferner,2111,1574.30603760560,85979.06241607660,2015
645,Hangerer Ferner W,2065,1453.87683501133,85001.03886413570,2015
138,Rauchkofel Kees N,9025,1702.66826747558,84974.39496612550,2015
167,Habach Kees,5117,1565.91954322546,84503.97449493400,2015
839,Brach Kees,5063,1865.53327082753,83502.20630645750,2015
135,Schwarzbrunner Kees,9107,1599.20734570051,83315.17630767820,2015
373,├Âstlicher Gr├╝bl Ferner ob.,3024,1169.67563858982,83096.95241546630,2015
26,Padreil Ferner,3011,2041.87154380979,83020.31605529780,2015
581,Gamezkogel Ferner,14041,1131.08576134353,82714.21069335930,2015
488,Brandner Gletscher,12029,1401.83737036367,82119.32528305050,2015
976,Wastlkar Kees,21025,1241.17528701083,81739.57177734370,2015
27,Keeskar Kees,5152,1575.37697098188,81625.88659667970,2015
909,Sch├Ânbichler Kees,9078,1677.93385850980,81411.12876892090,2015
1136,Kreuz Ferner M,2119,1977.77617553514,81176.00270080560,2015
533,Kaiserberg Ferner,7032,2613.39024651166,80856.23632812500,2015
508,Gamples Ferner,2094,1217.85967993730,80176.21276092520,2015
1104,Krummlkees,5038,2453.79038122408,79954.07934570310,2015
1106,Sch├Ânach Kees W,9009,1930.07862955197,79483.65523529050,2015
28,Sailfrosnitz Kees,6062,1490.07046445838,78134.97866821290,2015
1064,Sch├Ânach Kees E,9007,1251.58044157132,77743.80064392090,2015
104,Federbett Kees,9106,1472.23750054697,77707.84891510010,2015
36,Tiroler Gletscher,12006,1590.54860663825,77104.87429809570,2015
519,NN,2098,1502.67597173643,76727.31359100340,2015
546,Keeskar Kees,5152,1298.69760456111,76169.86910247800,2015
917,Kleiner Gosau Gletscher,11005,1297.97273731368,75483.61912536620,2015
297,Putzenkar Ferner,2013,1177.56787374523,74863.73740386960,2015
483,Fleischbach Kees S,6007,1597.36187753253,74664.20400238030,2015
523,Loob Ferner,2086,1447.50590434080,73257.97766113280,2015
2,H├Âllenstein Kees W,9104,1704.59867380538,73201.38622283930,2015
411,Gugeliger Ferner,3048,1187.50385474114,72768.02008056640,2015
410,Larain Ferner,13007,1795.31901615683,72483.92315673820,2015
768,NN,5107,1864.06179946493,72475.60193634030,2015
146,Verhupf Gletscher,12019,1613.92033083618,72279.80803298950,2015
294,Winnebach Ferner W,2011,1285.56013394902,72229.48233032220,2015
171,Untersulzbach Kees,5123,1520.32531967237,71927.97350311270,2015
528,Riffl Ferner,7030,1387.12740092782,71694.48367691040,2015
114,Im Gl├Âtter S,12016,1931.44368310314,71693.95597076410,2015
910,Daber Kees,6025,1270.46192503056,71626.02779388420,2015
1020,Grosser K├╝chl Ferner M,13043,1364.01527300500,71337.63498687740,2015
409,Falbesoner Knoten Ferner,3046,1522.19678833016,70833.97871398920,2015
1048,Fasul Ferner M,13056,1623.63548647590,70805.18105316160,2015
826,Hirzbach Kees ob.,5061,2329.79443913190,70799.72156524650,2015
643,Hangerer Ferner E,2064,1793.85460260299,70491.68630218500,2015
1081,Keestrachter,5033,1606.42307535749,69749.55664062500,2015
733,Taschach Ferner W,14015,1066.66424601455,69700.58348083490,2015
1039,Kleiner Kuchen Ferner,13051,1376.01665778867,69419.77730941770,2015
1080,Keestrachter,5033,1523.47901310322,69361.00271606440,2015
257,Simony Kees,6045,1984.06880694476,69189.42916870110,2015
811,Foschez Kees,5067,1254.86912864822,68408.77897644040,2015
618,Tiefentaler Ferner,14046,1318.92648437148,68088.19513702390,2015
309,NN,2023,1252.53456582919,67855.31384277340,2015
341,Kitzkamp Ferner W,2048,1939.91208447516,67271.61694335930,2015
659,Glockenkar Kees E,5144,1132.87598017272,66844.96224212640,2015
1007,Tischlerkar Kees E,5006,1670.76924376538,66642.80038452140,2015
555,Waldbergkar Kees,5158,1388.96001317713,66217.20043945310,2015
486,Patscher Kees ob.,6003,1118.15528973364,65912.41220855710,2015
457,Schober Kees E,6120,1373.66226421346,65379.55755615230,2015
1009,Tischlerkar Kees W1,5009,1951.22054982500,64500.73120117180,2015
423,NN,4016,1214.63980980933,64435.04177093500,2015
242,Gubach Kees S,6042,1379.39292589317,63494.46924591060,2015
1113,Hocharn Kees S,5036,1194.72055469388,63087.68383026120,2015
1057,Schareckkees W,5027,2033.48545843979,63047.38340759270,2015
165,Habach Kees,5117,1555.52819082162,62599.40123748780,2015
1129,Stampfl Kees,9091,1204.92226927917,62262.19070434570,2015
918,Grosser Gosau Gletscher,11004,1368.04064151004,61891.98124694820,2015
664,NN,2105,1221.98633778439,61809.68288421630,2015
610,Planggeross Ferner N,14037,1959.13892775146,61537.97925567620,2015
973,Findlkar Kees,21012,1244.94296583861,61447.21081542970,2015
495,Bieltal Ferner,13028,1169.43538749680,60558.74462127680,2015
893,Leiter Kees,4018,1022.62119055872,60370.93467712400,2015
615,Gsall Ferner N,7002,1177.72619856052,60072.21566009520,2015
42,Westliches Stillup Kees E,9056,1480.97772780184,59513.08204650880,2015
39,Westliches Stillup Kees W,9058,1404.18854730856,59032.54093170160,2015
280,Kraspes Ferner,1015,1164.19506205117,58699.90522766110,2015
126,NN,9036,1534.05679667633,58333.87798309320,2015
542,NN,14022,1121.66032904023,58082.38374328610,2015
313,NN,2029,1040.50635272320,57939.81285095210,2015
333,├Âstlicher Scheiblehn Ferner E ob.,2042,1453.81954489038,57179.95916748040,2015
151,Schneekarl,9051,1295.52048537301,57147.36908721920,2015
928,Schwalben Kees,21004,1063.71758358081,57035.94383239740,2015
260,Dorfer Kees,6052,1127.80237050462,56859.35805511470,2015
1006,Kessler Kees M,5004,2348.93098449043,56810.73767089840,2015
547,S├╝dlicher Puitkogel Ferner,2158,1052.02426281369,56795.87974548330,2015
830,NN,5076,1338.71543438661,56536.84922027580,2015
200,NN,5111,1671.96223710033,56469.01750183100,2015
884,Guttal Kees,4033,2011.71876006200,56157.06863403320,2015
343,Zwiselbach Ferner,2005,1000.04377420114,56138.90699768060,2015
585,Bligg Ferner N,7014,1351.24816456196,55953.46776580810,2015
750,Landeck Kees,6093,1502.80474060605,55817.37057495110,2015
962,Grosselend Kees,21014,1735.15119815356,55720.69888305660,2015
356,Simming Ferner M,3013,2214.34065176958,55444.03965759270,2015
281,Kraspes Ferner,1015,2238.44970473885,55397.63694763180,2015
238,NN,6082,1186.48726854298,55226.68824005120,2015
814,Schweizer Gletscher,12023,1231.29569844147,55009.63730621330,2015
715,Hinterer ├ûlgruben Ferner,7017,1169.19275704500,54872.39343261720,2015
1023,Greiner Kees,9079,1259.42130481624,54426.67581176750,2015
723,Rainbach Kees,5154,1079.50959519950,54355.00626373290,2015
72,├ûstliches Stillup Kees N,9054,1892.86560934397,54204.75685882560,2015
38,Floiten Kees E,9063,1289.03504412137,53413.74188995360,2015
506,Jamtal Ferner,13019,1305.65790567968,53009.36793136590,2015
704,S├╝dlicher Weisskar Ferner,2140,1020.50444529150,52784.50768280030,2015
3,Abreder Kees,5113,1202.78397626339,52644.75875854490,2015
290,Weisskogel Ferner,1008,1124.29326805069,52568.42900085450,2015
317,Muschen Ferner W,2031,913.29829123153,51833.19629669190,2015
230,Gschl├Âss Kees E,6085,1149.37719424461,51607.44230651850,2015
31,Ebenes Kees,9005,1533.30261376487,51569.54545593260,2015
325,Warenkar Ferner,2036,1206.95297669079,51303.64925384520,2015
248,Welitz Kees N1,6035,1277.81916922540,51258.23396301270,2015
529,Glockturm Ferner,8002,1061.79835395159,51198.17085266110,2015
58,Grasleiten Kees S,9040,1156.35191429108,51136.87740325920,2015
902,Hinterer Kasten Kees ob.,6104,975.02117465120,51086.13569641110,2015
327,NN,2038,1439.55287242771,50961.87421417230,2015
1074,Wei├ƒenbachkees,5040,1920.84934808554,50904.12210083000,2015
59,Grasleiten Kees S,9040,1424.45733442125,50476.75534820550,2015
289,Ochsenkar Ferner,1006,2319.66758018853,50449.61945343010,2015
1031,Aschaten Ferner,3007,1251.99906485223,50227.67881774900,2015
370,NN,3022,1401.19189317305,49942.78195190420,2015
394,Daunkopf Ferner,3037,1193.35355340438,49771.22772979730,2015
24,Garaneber Kees S,6056,1388.27847383414,49614.97983551020,2015
892,Leiter Kees,4018,1668.60989699504,49472.34684753410,2015
741,Vordersee Ferner,18004,934.44483665740,49364.03050231930,2015
661,Diem Ferner E2,2102,1439.32204003998,49282.23168945310,2015
1002,Gst├Âss Kees E,5001,892.79470226204,48989.70083618160,2015
389,Aperer Freiger Ferner,3031,925.55880427102,48882.68417358390,2015
125,Rauchkofel Kees M,9024,1013.74260728539,48759.08985900880,2015
868,Wasserfall Kees,5078,875.95970530415,48630.21705627440,2015
632,Schweikert Ferner,7005,918.45594340608,48324.34786987300,2015
189,Schliefer Kees N,5137,1030.59052746794,47917.95423889160,2015
399,Ruderhof Ferner ob.,3041,1291.90628018563,47833.38349914550,2015
518,Lehner Ferner,2084,1816.79844355203,47770.36850738520,2015
477,NN,6009,865.72373472272,47552.22939300530,2015
770,NN,5108,1745.81830955212,47281.00724029540,2015
1011,Grubenkar Kees,5013,1029.95444048527,47134.91363525390,2015
731,Taschach Ferner E,14014,963.17159576596,47131.37266540520,2015
646,Hocheben Ferner,2066,1437.16728662570,47054.73686981200,2015
81,NN,9053,1679.24515329093,46992.23263549800,2015
916,N├Ârdlicher Torstein Gletscher,11006,936.38912239307,46877.72415161130,2015
70,Kleiner Riepen Kees,9098,2147.44762189387,46768.01549530030,2015
499,├Âstlicher Ferwall Ferner,2056,1663.67335990004,46527.08050537110,2015
144,Mitter Kees M,9049,1045.17198266852,46407.37699890130,2015
100,Friesenberg Kees,9099,1723.10344665717,46360.46481323240,2015
412,Knotenspitz Ferner E,3049,887.16777085877,46310.58257293700,2015
186,Westliches Sonntags Kees,5140,1540.04095943815,46214.61856079100,2015
491,Bieltal Ferner,13028,1009.56496066179,46068.02262878410,2015
448,NN,6117,898.46748704545,46058.63854217530,2015
660,Diem Ferner E1,2101,927.44948399944,45786.85836029050,2015
10,Fritschnitz Kees S,6059,1195.41171916688,45206.95538330070,2015
472,├£bergossene Alm W,5161,2342.35987814714,45039.19592285150,2015
979,Tischlerkar Kees W2,5010,1280.30684001465,44994.41482543940,2015
504,Latsch Ferner,2096,1032.67882478164,44813.63674163810,2015
158,NN,6020,921.17994635765,44796.69263458250,2015
787,Muntanitz Kees,6095,906.12860967630,44731.79740142820,2015
406,NN,3045,1218.23279913336,44660.74317932120,2015
44,Westliches Ochsner Kees,9069,1182.88255427111,44620.55464935300,2015
929,Ritteralm Kees,21002,963.69329151134,44242.43663787840,2015
484,Fleischbach Kees S,6007,855.68736051275,43588.17948913570,2015
366,Pinnis Ferner,3018,818.80140539289,43555.12242889400,2015
254,Simony Kees,6045,933.66243544980,43293.01836395260,2015
923,Schwarzmilz Ferner,18009,1114.27779213178,43274.88855743400,2015
796,Spielmann Kees W,5046,1180.27228310912,43226.10935211180,2015
430,Seekamp Kees W,4008,1147.91107019074,43126.01558685300,2015
958,Winkl Kees S,4044,954.17115696210,43030.14205932610,2015
102,Hauser Kees,9102,1410.16929024616,43008.85264587400,2015
667,Schalf Ferner,2107,1112.20829556159,42860.18051910400,2015
576,Seebach Ferner,14040,1068.48634157373,42801.58429718010,2015
901,Hinterer Kasten Kees un.,6105,1561.76215909296,42759.89009857170,2015
613,Gsall Ferner S,7003,1056.12696685692,42727.21874237060,2015
941,NN,21001,1258.64402197740,42608.60033416740,2015
880,S├╝dlicher Pfandlscharten Kees,4032,1650.24525923315,42607.32814025870,2015
336,├Âstlicher Scheiblehn Ferner W,2044,1342.61780878364,42520.25595855710,2015
913,Edelgriess Gletscher,10002,1289.27795704978,42133.78739929190,2015
239,Daber Kees E ob.,6031,869.18584907635,42013.59447479240,2015
696,Mitterkar Ferner,2135,1387.98556735545,41863.77600097650,2015
184,Schliefer Kees S,5139,1067.33690146540,41720.19976806640,2015
740,Grinner Ferner,13064,1106.56195899285,41652.82184982290,2015
463,Schober Kees W,6121,901.57145010516,41634.91564941400,2015
688,Guslar Ferner mi.,2131,1502.29469160523,41557.99333953850,2015
447,NN,4012,1314.22319220695,41531.60453033440,2015
831,Oberer Hocheiser Kees W,5087,1010.18386770883,41511.75713348380,2015
362,Aperer Feuerstein Ferner E1,3020,1340.02039310664,41441.28829193110,2015
766,Landeck Kees W,5106,1675.68967366266,41408.17485046380,2015
473,├£bergossene Alm W,5161,962.28796218034,41407.55262756340,2015
897,Kluppen Ferner,3008,1305.32397676092,41289.31681823730,2015
584,Bligg Ferner N,7014,919.78336163386,41223.19506835930,2015
742,NN,18003,1000.53082430120,41215.59976196280,2015
927,Schwarzhorn Kees,21021,949.55555573557,40947.37551879880,2015
681,Guslar Ferner mi.,2131,1036.60626970123,40700.04019927970,2015
624,NN,2170,979.73625593496,40694.93014526360,2015
345,Zwiselbach Ferner W,2006,779.27161538200,40617.31182098380,2015
571,N├Ârdlicher Puitkogel Ferner N,2160,2203.57878210052,40423.64575958250,2015
378,Westlicher Gr├╝bl Ferner E,3025,1901.46817440130,39782.07932281490,2015
63,Schafleiten Kees,9043,1570.86957514508,39417.25447082520,2015
279,N├Ârdlicher Sonnenwand Ferner,1012,1391.92779954652,39171.13504028320,2015
870,NN,5064,782.29832278626,39107.45123291010,2015
747,Loames Kees S,6099,885.64898118942,38933.27404785150,2015
101,NN,12012,1273.02590009235,38906.48616027830,2015
1125,Greinerkar Kees W,9081,1705.85129026418,38906.44741821280,2015
891,NN,4031,1260.54486795685,38749.83869171140,2015
510,Manigenbach Ferner,2082,875.25024427193,38737.68737792960,2015
246,Daber Kees E,6032,987.62313692922,38608.27111816400,2015
995,Muritz'n Kees M1,22004,1264.05116369173,38587.18022155760,2015
93,Schafleiten Kees S,9042,1104.52257483459,38540.17773437500,2015
662,Kainzerkar Kees S,9045,1372.46643395352,38176.91802978510,2015
698,Taufkar Ferner,2137,1704.88854141227,37968.21266937250,2015
756,Sonnblick Kees,5097,1120.78139692251,37731.88410186760,2015
967,Reischberg Kees,9083,1310.12194516948,37701.20462799070,2015
930,Plessnitz Kees,4042,1151.16761705426,37145.57940673820,2015
1127,Greinerkar Kees E,9080,839.03382561362,37020.14154052730,2015
583,NN,14043,892.45390286022,36940.67572784420,2015
888,Schwerteck Kees E,4022,819.60316606031,36889.95432281490,2015
841,NN,5065,809.16320116051,36885.36293029780,2015
123,Gefrorene Wand Kees,9110,1087.29824150315,36653.06958007810,2015
954,Lassacher Kees,4041,1125.19027491517,36506.00663757320,2015
288,Gr├╝ne Tatzen Ferner,1005,799.83997456918,36195.32400512690,2015
1124,NN,3005,1152.92858132722,36031.00003051750,2015
8,Watzfeld Kees S,5115,1080.64576035364,35840.88816833490,2015
932,Plessnitz Kees,4042,882.08964469463,35544.69419860830,2015
833,Hochsteller Kees,9089,1146.25433273513,35278.49598693840,2015
752,NN,6101,1241.21792406807,35276.14337158200,2015
992,Rotg├╝lden Kees,22001,1262.16027344375,35191.99926757810,2015
296,Bachfallen Ferner,2012,728.15261072070,34939.15693664550,2015
1114,Hocharn Kees S,5036,1103.53501438501,34889.76565551750,2015
717,Westlicher Wannet Ferner,7019,796.03890579729,34807.62811279290,2015
169,Habach Kees,5117,858.81743696055,34738.49655914300,2015
47,├Âstliches Ochsner Kees,9068,1449.54341376378,34609.50156402580,2015
599,Weissmaurach Ferner,14005,904.29409316222,34507.62728881830,2015
