171011 80 OPL 20 PDMS 13,7 Fe 600 - 6000 Pa;;;;;;;;;;;
;;;;;;;;;;;
Overspeed at 6000 Pa;;;;;;;;;;;
;;;;;;;;;;;
shear rate;shear stress;viscosity;strain;% strain;torque;velocity;time global;time global;time;normal force;
1/s;Pa;Pa.s;;;micro N.m;rad/s;s;min;s;N;
8.22E-06;-1.47E-07;-0.01788;-2.15E-04;-0.021454;-4.43E-07;1.65E-06;8100;135;8100;4.356;
-7.93E-06;1.42E-07;-0.01788;-2.16E-04;-0.021609;4.27E-07;-1.60E-06;8110;135.2;8110;4.344;
1.75E-06;-3.12E-08;-0.01788;-2.14E-04;-0.021396;-9.40E-08;3.51E-07;8120;135.3;8120;4.329;
7.71E-06;-1.38E-07;-0.01788;-2.11E-04;-0.021047;-4.15E-07;1.55E-06;8130;135.5;8130;4.377;
3.64E-06;-6.50E-08;-0.01788;-2.14E-04;-0.021382;-1.96E-07;7.32E-07;8140;135.7;8140;4.397;
-3.56E-06;6.37E-08;-0.01788;-2.09E-04;-0.020928;1.92E-07;-7.17E-07;8150;135.8;8150;4.399;
-2.33E-06;4.16E-08;-0.01788;-2.19E-04;-0.021911;1.25E-07;-4.68E-07;8160;136;8160;4.328;
-5.60E-06;1.00E-07;-0.01787;-2.17E-04;-0.021661;3.02E-07;-1.13E-06;8170;136.2;8170;4.356;
7.56E-06;-1.35E-07;-0.01788;-2.15E-04;-0.021518;-4.07E-07;1.52E-06;8180;136.3;8180;4.385;
-6.54E-07;1.17E-08;-0.01788;-2.15E-04;-0.021513;3.52E-08;-1.32E-07;8190;136.5;8190;4.405;
8.36E-06;-1.50E-07;-0.01788;-2.13E-04;-0.021271;-4.50E-07;1.68E-06;8200;136.7;8200;4.385;
1.24E-05;-2.22E-07;-0.01788;-2.11E-04;-0.021132;-6.70E-07;2.50E-06;8210;136.8;8210;4.352;
6.54E-06;-1.17E-07;-0.01788;-2.09E-04;-0.020876;-3.52E-07;1.32E-06;8220;137;8220;4.368;
1.67E-06;-2.99E-08;-0.01788;-2.13E-04;-0.021297;-9.01E-08;3.37E-07;8230;137.2;8230;4.399;
8.00E-07;-1.43E-08;-0.01788;-2.13E-04;-0.021318;-4.31E-08;1.61E-07;8240;137.3;8240;4.4;
1.57E-05;-2.81E-07;-0.01788;-2.14E-04;-0.021379;-8.46E-07;3.16E-06;8250.01;137.5;8250;4.397;
-1.06E-05;1.90E-07;-0.01788;-2.12E-04;-0.021216;5.72E-07;-2.14E-06;8260;137.7;8260;4.432;
-2.25E-06;4.03E-08;-0.01788;-2.11E-04;-0.021056;1.21E-07;-4.54E-07;8269.99;137.8;8270;4.422;
2.00E-05;-3.57E-07;-0.01788;-2.14E-04;-0.021422;-1.08E-06;4.02E-06;8279.99;138;8280;4.445;
1.45E-07;-2.60E-09;-0.01788;-2.11E-04;-0.021056;-7.83E-09;2.93E-08;8289.99;138.2;8290;4.436;
6.40E-06;-1.14E-07;-0.01788;-2.10E-04;-0.020957;-3.45E-07;1.29E-06;8300;138.3;8300;4.449;
1.31E-06;-2.34E-08;-0.01788;-2.12E-04;-0.021216;-7.05E-08;2.63E-07;8310;138.5;8310;4.439;
3.64E-07;-6.50E-09;-0.01788;-2.13E-04;-0.021294;-1.96E-08;7.32E-08;8319.99;138.7;8320;4.495;
-8.65E-06;1.55E-07;-0.01788;-2.12E-04;-0.021213;4.66E-07;-1.74E-06;8329.99;138.8;8330;4.431;
-2.20E-05;3.93E-07;-0.01787;-2.18E-04;-0.021838;1.18E-06;-4.42E-06;8339.99;139;8340;4.409;
-9.31E-06;1.66E-07;-0.01787;-2.15E-04;-0.021466;5.01E-07;-1.87E-06;8349.99;139.2;8350;4.431;
-1.45E-06;2.60E-08;-0.01788;-2.11E-04;-0.021097;7.83E-08;-2.93E-07;8359.99;139.3;8360;4.45;
-2.33E-06;4.16E-08;-0.01788;-2.07E-04;-0.020658;1.25E-07;-4.68E-07;8370;139.5;8370;4.458;
-4.58E-06;8.19E-08;-0.01788;-2.11E-04;-0.021137;2.47E-07;-9.22E-07;8380.01;139.7;8380;4.49;
-3.42E-06;6.11E-08;-0.01788;-2.11E-04;-0.021129;1.84E-07;-6.88E-07;8389.99;139.8;8390;4.468;
-1.53E-06;2.73E-08;-0.01788;-2.09E-04;-0.02087;8.22E-08;-3.07E-07;8400;140;8400;4.449;
6.33E-06;-1.13E-07;-0.01788;-2.08E-04;-0.0208;-3.41E-07;1.27E-06;8410.01;140.2;8410;4.45;
-2.18E-07;3.90E-09;-0.01788;-2.09E-04;-0.020919;1.17E-08;-4.39E-08;8420;140.3;8420;4.462;
-7.42E-06;1.33E-07;-0.01788;-2.11E-04;-0.021047;3.99E-07;-1.49E-06;8430;140.5;8430;4.489;
-1.24E-05;2.22E-07;-0.01788;-2.09E-04;-0.020905;6.70E-07;-2.50E-06;8440;140.7;8440;4.536;
-3.13E-06;5.59E-08;-0.01788;-2.10E-04;-0.020975;1.68E-07;-6.29E-07;8450;140.8;8450;4.44;
2.04E-06;-3.64E-08;-0.01787;-2.08E-04;-0.020783;-1.10E-07;4.10E-07;8470;141.2;8470;4.466;
-3.35E-06;5.98E-08;-0.01788;-2.12E-04;-0.021198;1.80E-07;-6.73E-07;8480;141.3;8480;4.498;
-1.10E-05;1.96E-07;-0.01788;-2.08E-04;-0.020788;5.91E-07;-2.21E-06;8490;141.5;8490;4.481;
2.25E-06;-4.03E-08;-0.01788;-2.12E-04;-0.021166;-1.21E-07;4.54E-07;8500;141.7;8500;4.516;
7.71E-06;-1.38E-07;-0.01788;-2.14E-04;-0.021358;-4.15E-07;1.55E-06;8510;141.8;8510;4.517;
-1.02E-05;1.82E-07;-0.01787;-2.14E-04;-0.021379;5.48E-07;-2.05E-06;8520;142;8520;4.503;
4.14E-06;-7.41E-08;-0.01788;-2.09E-04;-0.02087;-2.23E-07;8.34E-07;8530;142.2;8530;4.451;
4.22E-06;-7.54E-08;-0.01788;-2.09E-04;-0.020855;-2.27E-07;8.49E-07;8540;142.3;8540;4.52;
2.55E-06;-4.55E-08;-0.01788;-2.07E-04;-0.020727;-1.37E-07;5.12E-07;8550;142.5;8550;4.516;
-2.25E-06;4.03E-08;-0.01788;-2.12E-04;-0.021169;1.21E-07;-4.54E-07;8560;142.7;8560;4.524;
-7.71E-06;-1.92E-07;0.02496;-2.16E-04;-0.021638;-5.80E-07;-1.55E-06;8570.02;142.8;8570;4.537;
2.62E-06;-4.68E-08;-0.01788;-2.13E-04;-0.021268;-1.41E-07;5.27E-07;8580.01;143;8580;4.513;
-4.87E-06;8.71E-08;-0.01788;-2.13E-04;-0.021265;2.62E-07;-9.80E-07;8590;143.2;8590;4.529;
1.38E-06;-2.47E-08;-0.01788;-2.14E-04;-0.02139;-7.44E-08;2.78E-07;8600;143.3;8600;4.509;
-4.29E-06;7.67E-08;-0.01788;-2.15E-04;-0.021521;2.31E-07;-8.63E-07;8610;143.5;8610;4.504;
1.27E-05;-2.27E-07;-0.01788;-2.11E-04;-0.021105;-6.85E-07;2.56E-06;8620;143.7;8620;4.495;
-9.09E-06;1.63E-07;-0.01788;-2.11E-04;-0.021132;4.89E-07;-1.83E-06;8630;143.8;8630;4.51;
-1.15E-05;2.05E-07;-0.01788;-2.10E-04;-0.021001;6.19E-07;-2.31E-06;8640;144;8640;4.548;
4.80E-06;-8.58E-08;-0.01788;-2.10E-04;-0.020957;-2.58E-07;9.66E-07;8650;144.2;8650;4.554;
-3.13E-06;5.59E-08;-0.01788;-2.13E-04;-0.021274;1.68E-07;-6.29E-07;8660;144.3;8660;4.564;
3.20E-06;-5.72E-08;-0.01788;-2.17E-04;-0.021649;-1.72E-07;6.44E-07;8670;144.5;8670;4.581;
-9.74E-06;1.74E-07;-0.01788;-2.12E-04;-0.021213;5.25E-07;-1.96E-06;8680;144.7;8680;4.572;
-1.43E-05;2.55E-07;-0.01788;-2.14E-04;-0.021367;7.68E-07;-2.87E-06;8690;144.8;8690;4.585;
-1.19E-05;2.13E-07;-0.01788;-2.16E-04;-0.021588;6.42E-07;-2.40E-06;8700;145;8700;4.602;
-5.60E-06;1.00E-07;-0.01787;-2.10E-04;-0.021036;3.02E-07;-1.13E-06;8710;145.2;8710;4.587;
-8.58E-06;1.53E-07;-0.01788;-2.12E-04;-0.021187;4.62E-07;-1.73E-06;8720;145.3;8720;4.573;
-1.31E-06;2.34E-08;-0.01788;-2.14E-04;-0.02139;7.05E-08;-2.63E-07;8729.99;145.5;8730;4.6;
-1.82E-06;3.25E-08;-0.01788;-2.16E-04;-0.021585;9.79E-08;-3.66E-07;8739.99;145.7;8740;4.566;
5.96E-06;-1.07E-07;-0.01788;-2.11E-04;-0.02112;-3.21E-07;1.20E-06;8749.99;145.8;8750;4.596;
1.29E-05;-2.31E-07;-0.01788;-2.13E-04;-0.021251;-6.97E-07;2.60E-06;8759.99;146;8760;4.612;
-2.18E-06;3.90E-08;-0.01788;-2.10E-04;-0.021015;1.17E-07;-4.39E-07;8769.99;146.2;8770;4.564;
-2.62E-06;4.68E-08;-0.01788;-2.11E-04;-0.021102;1.41E-07;-5.27E-07;8779.99;146.3;8780;4.58;
6.11E-06;-1.09E-07;-0.01788;-2.10E-04;-0.021021;-3.29E-07;1.23E-06;8789.99;146.5;8790;4.545;
5.24E-06;-9.36E-08;-0.01788;-2.16E-04;-0.021606;-2.82E-07;1.05E-06;8799.99;146.7;8800;4.581;
-4.51E-06;8.06E-08;-0.01788;-2.11E-04;-0.021085;2.43E-07;-9.07E-07;8809.99;146.8;8810;4.571;
1.45E-06;-2.60E-08;-0.01788;-2.17E-04;-0.021719;-7.83E-08;2.93E-07;8819.99;147;8820;4.619;
-4.36E-06;7.80E-08;-0.01788;-2.13E-04;-0.021292;2.35E-07;-8.78E-07;8830.01;147.2;8830;4.599;
-5.82E-07;1.04E-08;-0.01788;-2.11E-04;-0.021129;3.13E-08;-1.17E-07;8840;147.3;8840;4.616;
7.27E-06;-1.30E-07;-0.01788;-2.14E-04;-0.02142;-3.92E-07;1.46E-06;8850;147.5;8850;4.603;
-3.64E-06;6.50E-08;-0.01788;-2.11E-04;-0.021085;1.96E-07;-7.32E-07;8860;147.7;8860;4.584;
3.85E-06;-6.89E-08;-0.01788;-2.15E-04;-0.021545;-2.08E-07;7.75E-07;8870;147.8;8870;4.63;
-2.69E-06;4.81E-08;-0.01788;-2.17E-04;-0.021696;1.45E-07;-5.41E-07;8880.01;148;8880;4.603;
8.73E-07;-1.56E-08;-0.01788;-2.19E-04;-0.021876;-4.70E-08;1.76E-07;8890;148.2;8890;4.656;
-1.31E-06;2.34E-08;-0.01788;-2.15E-04;-0.02151;7.05E-08;-2.63E-07;8900;148.3;8900;4.602;
-7.13E-06;1.27E-07;-0.01788;-2.17E-04;-0.021719;3.84E-07;-1.43E-06;8910;148.5;8910;4.664;
2.25E-06;-4.03E-08;-0.01788;-2.13E-04;-0.021274;-1.21E-07;4.54E-07;8920;148.7;8920;4.651;
-1.03E-05;1.85E-07;-0.01788;-2.14E-04;-0.02144;5.56E-07;-2.08E-06;8930;148.8;8930;4.649;
-1.12E-05;4.94E-08;-4.41E-03;-2.16E-04;-0.021582;1.49E-07;-2.25E-06;8940;149;8940;4.659;
-5.45E-06;9.75E-08;-0.01788;-2.09E-04;-0.020919;2.94E-07;-1.10E-06;8950;149.2;8950;4.608;
-1.53E-06;2.73E-08;-0.01788;-2.13E-04;-0.021341;8.22E-08;-3.07E-07;8960;149.3;8960;4.668;
1.67E-06;-2.99E-08;-0.01788;-2.16E-04;-0.021568;-9.01E-08;3.37E-07;8970;149.5;8970;4.656;
5.38E-06;-9.62E-08;-0.01788;-2.13E-04;-0.021329;-2.90E-07;1.08E-06;8980;149.7;8980;4.643;
2.04E-05;-3.64E-07;-0.01787;-2.11E-04;-0.021129;-1.10E-06;4.10E-06;8990;149.8;8990;4.637;
-2.40E-06;4.29E-08;-0.01788;-2.16E-04;-0.0216;1.29E-07;-4.83E-07;9000;150;9000;4.662;
2.04E-06;-3.64E-08;-0.01787;-2.19E-04;-0.021879;-1.10E-07;4.10E-07;9010;150.2;9010;4.613;
1.09E-06;-1.95E-08;-0.01788;-2.14E-04;-0.021379;-5.87E-08;2.19E-07;9020;150.3;9020;4.639;
8.87E-06;-1.59E-07;-0.01788;-2.14E-04;-0.021388;-4.78E-07;1.79E-06;9030;150.5;9030;4.714;
1.16E-06;-2.34E-08;-0.02011;-2.11E-04;-0.021129;-7.05E-08;2.34E-07;9040.02;150.7;9040;4.65;
3.71E-06;-6.63E-08;-0.01788;-2.15E-04;-0.021469;-2.00E-07;7.46E-07;9050;150.8;9050;4.674;
8.00E-07;-1.43E-08;-0.01788;-2.15E-04;-0.021446;-4.31E-08;1.61E-07;9060;151;9060;4.663;
1.67E-06;-2.99E-08;-0.01788;-2.14E-04;-0.021414;-9.01E-08;3.37E-07;9070;151.2;9070;4.674;
-2.84E-06;5.07E-08;-0.01787;-2.14E-04;-0.021405;1.53E-07;-5.71E-07;9080;151.3;9080;4.693;
-4.44E-06;7.93E-08;-0.01788;-2.17E-04;-0.021702;2.39E-07;-8.92E-07;9090;151.5;9090;4.655;
1.29E-05;-2.31E-07;-0.01788;-2.15E-04;-0.021463;-6.97E-07;2.60E-06;9100;151.7;9100;4.647;
-4.14E-06;7.41E-08;-0.01788;-2.17E-04;-0.021652;2.23E-07;-8.34E-07;9110;151.8;9110;4.676;
7.05E-06;-1.26E-07;-0.01788;-2.15E-04;-0.021521;-3.80E-07;1.42E-06;9120;152;9120;4.698;
-1.30E-05;2.33E-07;-0.01788;-2.16E-04;-0.021606;7.01E-07;-2.62E-06;9130;152.2;9130;4.687;
1.05E-05;-1.87E-07;-0.01788;-2.16E-04;-0.021585;-5.64E-07;2.11E-06;9140;152.3;9140;4.729;
-6.54E-06;1.17E-07;-0.01788;-2.19E-04;-0.02192;3.52E-07;-1.32E-06;9150;152.5;9150;4.726;
-5.09E-07;9.10E-09;-0.01788;-2.23E-04;-0.022263;2.74E-08;-1.02E-07;9160;152.7;9160;4.723;
1.91E-05;-3.42E-07;-0.01787;-2.17E-04;-0.021684;-1.03E-06;3.85E-06;9170;152.8;9170;4.701;
-9.53E-06;1.70E-07;-0.01788;-2.14E-04;-0.021434;5.13E-07;-1.92E-06;9180;153;9180;4.702;
1.54E-05;-2.76E-07;-0.01788;-2.16E-04;-0.021577;-8.30E-07;3.10E-06;9189.99;153.2;9190;4.71;
1.37E-05;-2.46E-07;-0.01788;-2.11E-04;-0.021137;-7.40E-07;2.77E-06;9200;153.3;9200;4.706;
1.27E-05;-2.26E-07;-0.01788;-2.17E-04;-0.021734;-6.81E-07;2.55E-06;9209.99;153.5;9210;4.718;
1.81E-05;-3.24E-07;-0.01788;-2.14E-04;-0.021411;-9.75E-07;3.64E-06;9219.99;153.7;9220;4.691;
2.55E-06;-4.55E-08;-0.01788;-2.15E-04;-0.021454;-1.37E-07;5.12E-07;9229.99;153.8;9230;4.733;
-5.02E-06;8.97E-08;-0.01788;-2.15E-04;-0.021481;2.70E-07;-1.01E-06;9240;154;9240;4.745;
-1.16E-06;2.08E-08;-0.01788;-2.12E-04;-0.021158;6.27E-08;-2.34E-07;9249.99;154.2;9250;4.757;
-2.91E-07;5.20E-09;-0.01788;-2.16E-04;-0.021559;1.57E-08;-5.85E-08;9259.99;154.3;9260;4.742;
-5.89E-06;1.05E-07;-0.01788;-2.13E-04;-0.021315;3.17E-07;-1.19E-06;9269.99;154.5;9270;4.747;
8.07E-06;-1.44E-07;-0.01788;-2.15E-04;-0.021533;-4.35E-07;1.62E-06;9279.99;154.7;9280;4.772;
-5.53E-06;9.88E-08;-0.01788;-2.13E-04;-0.021294;2.98E-07;-1.11E-06;9289.99;154.8;9290;4.773;
-2.55E-06;4.55E-08;-0.01788;-2.19E-04;-0.021894;1.37E-07;-5.12E-07;9300.01;155;9300;4.727;
-8.22E-06;1.47E-07;-0.01788;-2.12E-04;-0.02123;4.43E-07;-1.65E-06;9310;155.2;9310;4.758;
-4.94E-06;8.84E-08;-0.01788;-2.10E-04;-0.021018;2.66E-07;-9.95E-07;9320;155.3;9320;4.768;
6.69E-06;-1.20E-07;-0.01788;-2.10E-04;-0.021027;-3.60E-07;1.35E-06;9330;155.5;9330;4.755;
-5.82E-06;1.04E-07;-0.01788;-2.13E-04;-0.021341;3.13E-07;-1.17E-06;9340;155.7;9340;4.749;
1.31E-06;-1.52E-07;-0.1162;-2.15E-04;-0.021495;-4.58E-07;2.63E-07;9350;155.8;9350;4.799;
5.09E-06;-9.10E-08;-0.01788;-2.16E-04;-0.02162;-2.74E-07;1.02E-06;9360;156;9360;4.785;
-1.45E-05;2.59E-07;-0.01788;-2.17E-04;-0.021681;7.79E-07;-2.91E-06;9370;156.2;9370;4.789;
-7.34E-06;1.31E-07;-0.01788;-2.14E-04;-0.021353;3.96E-07;-1.48E-06;9380;156.3;9380;4.748;
9.67E-06;-1.73E-07;-0.01788;-2.14E-04;-0.021437;-5.21E-07;1.95E-06;9390;156.5;9390;4.761;
-4.65E-06;8.32E-08;-0.01788;-2.13E-04;-0.021309;2.51E-07;-9.36E-07;9400;156.7;9400;4.77;
-4.29E-06;7.67E-08;-0.01788;-2.18E-04;-0.021768;2.31E-07;-8.63E-07;9410;156.8;9410;4.815;
-4.29E-06;-1.61E-07;0.03757;-2.18E-04;-0.021754;-4.86E-07;-8.63E-07;9420.02;157;9420;4.751;
2.40E-06;-4.29E-08;-0.01788;-2.11E-04;-0.021114;-1.29E-07;4.83E-07;9430;157.2;9430;4.797;
-1.09E-05;1.95E-07;-0.01788;-2.11E-04;-0.02114;5.87E-07;-2.19E-06;9440;157.3;9440;4.787;
7.85E-06;-1.40E-07;-0.01788;-2.08E-04;-0.020751;-4.23E-07;1.58E-06;9450;157.5;9450;4.796;
-4.65E-06;8.32E-08;-0.01788;-2.10E-04;-0.020986;2.51E-07;-9.36E-07;9460.01;157.7;9460;4.844;
-3.35E-06;5.98E-08;-0.01788;-2.15E-04;-0.021463;1.80E-07;-6.73E-07;9470;157.8;9470;4.789;
1.65E-05;-2.95E-07;-0.01788;-2.17E-04;-0.021655;-8.89E-07;3.32E-06;9480;158;9480;4.81;
-3.85E-06;6.89E-08;-0.01788;-2.15E-04;-0.021521;2.08E-07;-7.75E-07;9490;158.2;9490;4.77;
-4.65E-06;8.32E-08;-0.01788;-2.14E-04;-0.021431;2.51E-07;-9.36E-07;9500;158.3;9500;4.781;
-3.05E-06;5.46E-08;-0.01788;-2.18E-04;-0.02178;1.64E-07;-6.14E-07;9510;158.5;9510;4.809;
-2.84E-06;5.07E-08;-0.01787;-2.12E-04;-0.021233;1.53E-07;-5.71E-07;9520;158.7;9520;4.814;
1.45E-06;-2.60E-08;-0.01788;-2.19E-04;-0.021873;-7.83E-08;2.93E-07;9530;158.8;9530;4.801;
-8.00E-07;1.43E-08;-0.01788;-2.12E-04;-0.021228;4.31E-08;-1.61E-07;9540;159;9540;4.799;
-6.25E-06;1.12E-07;-0.01788;-2.10E-04;-0.021018;3.37E-07;-1.26E-06;9560;159.3;9560;4.818;
-8.58E-06;1.53E-07;-0.01788;-2.13E-04;-0.021332;4.62E-07;-1.73E-06;9570;159.5;9570;4.809;
-1.04E-05;1.86E-07;-0.01788;-2.16E-04;-0.02162;5.60E-07;-2.09E-06;9580;159.7;9580;4.771;
6.62E-06;-1.18E-07;-0.01787;-2.15E-04;-0.021542;-3.56E-07;1.33E-06;9590;159.8;9590;4.838;
9.02E-06;-1.61E-07;-0.01788;-2.13E-04;-0.021306;-4.86E-07;1.81E-06;9600;160;9600;4.831;
-2.47E-06;7.28E-08;-0.02944;-2.18E-04;-0.021798;2.19E-07;-4.97E-07;9610.01;160.2;9610;4.836;
5.31E-06;-9.49E-08;-0.01788;-2.13E-04;-0.021245;-2.86E-07;1.07E-06;9620;160.3;9620;4.845;
-9.45E-07;1.69E-08;-0.01788;-2.14E-04;-0.021414;5.09E-08;-1.90E-07;9630;160.5;9630;4.852;
6.54E-07;-1.17E-08;-0.01788;-2.15E-04;-0.021495;-3.52E-08;1.32E-07;9639.99;160.7;9640;4.898;
8.22E-06;-1.47E-07;-0.01788;-2.17E-04;-0.021713;-4.43E-07;1.65E-06;9650;160.8;9650;4.896;
2.98E-06;-5.33E-08;-0.01788;-2.16E-04;-0.021565;-1.61E-07;6.00E-07;9659.99;161;9660;4.876;
7.20E-06;-1.29E-07;-0.01788;-2.19E-04;-0.021894;-3.88E-07;1.45E-06;9669.99;161.2;9670;4.895;
1.05E-05;-1.88E-07;-0.01788;-2.14E-04;-0.021376;-5.68E-07;2.12E-06;9680;161.3;9680;4.868;
-1.96E-06;3.51E-08;-0.01788;-2.12E-04;-0.021164;1.06E-07;-3.95E-07;9689.99;161.5;9690;4.808;
1.16E-06;-2.08E-08;-0.01788;-2.12E-04;-0.021213;-6.27E-08;2.34E-07;9699.99;161.7;9700;4.863;
9.45E-07;-1.69E-08;-0.01788;-2.10E-04;-0.020945;-5.09E-08;1.90E-07;9709.99;161.8;9710;4.833;
3.93E-06;-7.02E-08;-0.01788;-2.13E-04;-0.021245;-2.12E-07;7.90E-07;9719.99;162;9720;4.828;
2.33E-06;-4.16E-08;-0.01788;-2.16E-04;-0.021556;-1.25E-07;4.68E-07;9729.99;162.2;9730;4.811;
5.82E-06;-1.04E-07;-0.01788;-2.14E-04;-0.021428;-3.13E-07;1.17E-06;9739.99;162.3;9740;4.846;
-9.74E-06;1.74E-07;-0.01788;-2.12E-04;-0.021239;5.25E-07;-1.96E-06;9749.99;162.5;9750;4.867;
-2.40E-06;4.29E-08;-0.01788;-2.15E-04;-0.021545;1.29E-07;-4.83E-07;9759.99;162.7;9760;4.829;
-2.18E-07;3.90E-09;-0.01788;-2.13E-04;-0.021283;1.17E-08;-4.39E-08;9770;162.8;9770;4.828;
-2.91E-07;5.20E-09;-0.01788;-2.17E-04;-0.021707;1.57E-08;-5.85E-08;9780;163;9780;4.837;
-1.13E-05;2.01E-07;-0.01788;-2.15E-04;-0.021472;6.07E-07;-2.27E-06;9790.02;163.2;9790;4.837;
6.11E-06;-1.09E-07;-0.01788;-2.12E-04;-0.02123;-3.29E-07;1.23E-06;9800;163.3;9800;4.814;
-1.02E-05;1.82E-07;-0.01787;-2.11E-04;-0.021085;5.48E-07;-2.05E-06;9810;163.5;9810;4.816;
-5.24E-06;4.16E-08;-7.94E-03;-2.15E-04;-0.021536;1.25E-07;-1.05E-06;9820.02;163.7;9820;4.884;
2.47E-06;-4.42E-08;-0.01788;-2.15E-04;-0.021463;-1.33E-07;4.97E-07;9830;163.8;9830;4.841;
-1.80E-05;3.22E-07;-0.01788;-2.11E-04;-0.021134;9.71E-07;-3.63E-06;9840;164;9840;4.854;
5.09E-06;6.50E-09;1.28E-03;-2.10E-04;-0.020948;1.96E-08;1.02E-06;9850.02;164.2;9850;4.872;
-3.20E-06;5.72E-08;-0.01788;-2.11E-04;-0.021085;1.72E-07;-6.44E-07;9860;164.3;9860;4.872;
-7.42E-06;1.33E-07;-0.01788;-2.12E-04;-0.021198;3.99E-07;-1.49E-06;9870;164.5;9870;4.853;
2.11E-06;-3.77E-08;-0.01787;-2.09E-04;-0.020928;-1.14E-07;4.24E-07;9880;164.7;9880;4.875;
1.02E-06;-1.82E-08;-0.01787;-2.07E-04;-0.020719;-5.48E-08;2.05E-07;9890;164.8;9890;4.882;
1.08E-05;-1.92E-07;-0.01788;-2.13E-04;-0.021329;-5.80E-07;2.17E-06;9900;165;9900;4.907;
1.24E-06;-2.21E-08;-0.01788;-2.20E-04;-0.02203;-6.66E-08;2.49E-07;9910;165.2;9910;4.925;
1.31E-06;-2.34E-08;-0.01788;-2.14E-04;-0.021355;-7.05E-08;2.63E-07;9920;165.3;9920;4.863;
7.05E-06;-1.26E-07;-0.01788;-2.19E-04;-0.021876;-3.80E-07;1.42E-06;9930;165.5;9930;4.848;
-1.89E-06;3.38E-08;-0.01788;-2.15E-04;-0.021478;1.02E-07;-3.80E-07;9940;165.7;9940;4.88;
-4.65E-06;8.32E-08;-0.01788;-2.17E-04;-0.021713;2.51E-07;-9.36E-07;9950;165.8;9950;4.894;
7.63E-06;-1.37E-07;-0.01788;-2.16E-04;-0.021577;-4.11E-07;1.54E-06;9960;166;9960;4.9;
-6.83E-06;1.22E-07;-0.01788;-2.16E-04;-0.021571;3.68E-07;-1.38E-06;9970;166.2;9970;4.888;
-1.11E-05;1.99E-07;-0.01788;-2.18E-04;-0.02176;5.99E-07;-2.24E-06;9980;166.3;9980;4.881;
7.63E-06;-1.37E-07;-0.01788;-2.12E-04;-0.021181;-4.11E-07;1.54E-06;9990;166.5;9990;4.906;
8.94E-06;-1.60E-07;-0.01788;-2.18E-04;-0.021766;-4.82E-07;1.80E-06;10000;166.7;10000;4.916;
2.91E-06;-5.20E-08;-0.01788;-2.10E-04;-0.021015;-1.57E-07;5.85E-07;10010;166.8;10010;4.885;
1.43E-05;-2.56E-07;-0.01788;-2.12E-04;-0.021204;-7.71E-07;2.88E-06;10020;167;10020;4.906;
-4.07E-06;7.28E-08;-0.01788;-2.14E-04;-0.021353;2.19E-07;-8.19E-07;10030;167.2;10030;4.927;
-4.51E-06;-4.55E-08;0.01009;-2.15E-04;-0.02146;-1.37E-07;-9.07E-07;10040;167.3;10040;4.926;
6.25E-06;-1.12E-07;-0.01788;-2.10E-04;-0.021007;-3.37E-07;1.26E-06;10050;167.5;10050;4.925;
-1.14E-05;2.04E-07;-0.01788;-2.15E-04;-0.021542;6.15E-07;-2.30E-06;10060;167.7;10060;4.945;
4.22E-06;-7.54E-08;-0.01788;-2.12E-04;-0.021181;-2.27E-07;8.49E-07;10070;167.8;10070;4.897;
-9.67E-06;1.73E-07;-0.01788;-2.10E-04;-0.020986;5.21E-07;-1.95E-06;10080;168;10080;4.94;
-1.31E-06;2.34E-08;-0.01788;-2.16E-04;-0.021588;7.05E-08;-2.63E-07;10090;168.2;10090;4.932;
8.58E-06;-1.53E-07;-0.01788;-2.15E-04;-0.02153;-4.62E-07;1.73E-06;10100;168.3;10100;4.931;
-7.85E-06;1.40E-07;-0.01788;-2.17E-04;-0.021734;4.23E-07;-1.58E-06;10110;168.5;10110;4.912;
1.58E-05;-2.82E-07;-0.01788;-2.16E-04;-0.021638;-8.50E-07;3.18E-06;10120;168.7;10120;4.913;
-9.82E-06;1.76E-07;-0.01788;-2.17E-04;-0.021664;5.29E-07;-1.98E-06;10130;168.8;10130;4.957;
7.27E-07;-1.30E-08;-0.01788;-2.18E-04;-0.021806;-3.92E-08;1.46E-07;10140;169;10140;4.965;
1.24E-06;-2.21E-08;-0.01788;-2.16E-04;-0.02162;-6.66E-08;2.49E-07;10150;169.2;10150;4.936;
5.09E-06;-9.10E-08;-0.01788;-2.16E-04;-0.021632;-2.74E-07;1.02E-06;10160;169.3;10160;4.922;
1.38E-06;-2.47E-08;-0.01788;-2.15E-04;-0.021536;-7.44E-08;2.78E-07;10170;169.5;10170;4.969;
-6.69E-06;1.20E-07;-0.01788;-2.18E-04;-0.021806;3.60E-07;-1.35E-06;10180;169.7;10180;4.925;
-2.18E-07;3.90E-09;-0.01788;-2.12E-04;-0.021201;1.17E-08;-4.39E-08;10190;169.8;10190;4.894;
1.67E-06;-2.99E-08;-0.01788;-2.16E-04;-0.021638;-9.01E-08;3.37E-07;10200;170;10200;4.941;
-6.18E-06;1.11E-07;-0.01788;-2.17E-04;-0.021716;3.33E-07;-1.24E-06;10210;170.2;10210;4.92;
-7.13E-06;1.27E-07;-0.01788;-2.15E-04;-0.021454;3.84E-07;-1.43E-06;10220;170.3;10220;4.944;
3.64E-07;-6.50E-09;-0.01788;-2.15E-04;-0.02151;-1.96E-08;7.32E-08;10230;170.5;10230;4.975;
