171011 80 OPL 20 PDMS 13,7 Fe 600 - 6000 Pa;;;;;;;;;;;
;;;;;;;;;;;
Overspeed at 6000 Pa;;;;;;;;;;;
;;;;;;;;;;;
shear rate;shear stress;viscosity;strain;% strain;torque;velocity;time global;time global;time;normal force;
1/s;Pa;Pa.s;;;micro N.m;rad/s;s;min;s;N;
-1.28E-05;2.29E-07;-0.01788;-2.31E-03;-0.23062;6.89E-07;-2.58E-06;39101;651.7;6700;1.576;
4.58E-06;-8.19E-08;-0.01788;-2.30E-03;-0.23014;-2.47E-07;9.22E-07;39111;651.9;6710;1.561;
-8.00E-06;1.43E-07;-0.01788;-2.31E-03;-0.23057;4.31E-07;-1.61E-06;39121;652;6720;1.612;
3.64E-07;-6.50E-09;-0.01788;-2.30E-03;-0.23044;-1.96E-08;7.32E-08;39131.008;652.2;6730;1.559;
-3.64E-06;6.50E-08;-0.01788;-2.31E-03;-0.23076;1.96E-07;-7.32E-07;39141.02;652.4;6740;1.614;
4.29E-06;-7.67E-08;-0.01788;-2.31E-03;-0.23054;-2.31E-07;8.63E-07;39151.031;652.5;6750;1.626;
-3.05E-06;5.46E-08;-0.01788;-2.31E-03;-0.23047;1.64E-07;-6.14E-07;39161;652.7;6760;1.605;
-1.30E-05;2.33E-07;-0.01788;-2.31E-03;-0.23093;7.01E-07;-2.62E-06;39171;652.9;6770;1.601;
3.42E-06;-6.11E-08;-0.01788;-2.31E-03;-0.23053;-1.84E-07;6.88E-07;39181;653;6780;1.6;
8.00E-07;-1.43E-08;-0.01788;-2.31E-03;-0.23084;-4.31E-08;1.61E-07;39191;653.2;6790;1.617;
-4.36E-06;7.80E-08;-0.01788;-2.31E-03;-0.23072;2.35E-07;-8.78E-07;39201;653.4;6800;1.614;
-5.67E-06;1.01E-07;-0.01787;-2.30E-03;-0.2303;3.05E-07;-1.14E-06;39211;653.5;6810;1.622;
2.04E-06;-3.64E-08;-0.01787;-2.31E-03;-0.23137;-1.10E-07;4.10E-07;39221;653.7;6820;1.587;
-8.87E-06;1.59E-07;-0.01788;-2.31E-03;-0.23123;4.78E-07;-1.79E-06;39231;653.9;6830;1.606;
-4.87E-06;8.71E-08;-0.01788;-2.31E-03;-0.23082;2.62E-07;-9.80E-07;39241;654;6840;1.607;
1.37E-05;-2.44E-07;-0.01788;-2.31E-03;-0.2309;-7.36E-07;2.75E-06;39251;654.2;6850;1.607;
4.73E-06;-8.45E-08;-0.01788;-2.31E-03;-0.23062;-2.55E-07;9.51E-07;39261;654.4;6860;1.613;
5.89E-06;-1.05E-07;-0.01788;-2.31E-03;-0.231;-3.17E-07;1.19E-06;39271;654.5;6870;1.6;
-5.96E-06;1.07E-07;-0.01788;-2.31E-03;-0.23126;3.21E-07;-1.20E-06;39281;654.7;6880;1.584;
8.14E-06;-1.46E-07;-0.01788;-2.31E-03;-0.23061;-4.39E-07;1.64E-06;39291;654.9;6890;1.567;
9.67E-06;1.46E-07;0.01505;-2.31E-03;-0.23094;4.39E-07;1.95E-06;39301;655;6900;1.643;
2.91E-07;-5.20E-09;-0.01788;-2.32E-03;-0.2317;-1.57E-08;5.85E-08;39311;655.2;6910;1.65;
-6.47E-06;-3.38E-08;5.22E-03;-2.31E-03;-0.23143;-1.02E-07;-1.30E-06;39321;655.4;6920;1.601;
-1.23E-05;5.20E-09;-4.23E-04;-2.32E-03;-0.23154;1.57E-08;-2.47E-06;39331;655.5;6930;1.623;
-2.76E-06;-2.86E-08;0.01035;-2.31E-03;-0.23114;-8.62E-08;-5.56E-07;39341;655.7;6940;1.646;
4.51E-06;1.37E-07;0.03027;-2.31E-03;-0.23125;4.11E-07;9.07E-07;39351;655.9;6950;1.638;
4.73E-06;-1.82E-08;-3.85E-03;-2.31E-03;-0.23103;-5.48E-08;9.51E-07;39361;656;6960;1.58;
6.40E-06;-1.14E-07;-0.01788;-2.31E-03;-0.23128;-3.45E-07;1.29E-06;39371.008;656.2;6970;1.58;
-5.45E-06;9.75E-08;-0.01788;-2.31E-03;-0.23128;2.94E-07;-1.10E-06;39381.008;656.4;6980;1.585;
2.55E-06;-4.55E-08;-0.01788;-2.31E-03;-0.23139;-1.37E-07;5.12E-07;39391.008;656.5;6990;1.598;
6.18E-06;-1.11E-07;-0.01788;-2.32E-03;-0.23197;-3.33E-07;1.24E-06;39401.008;656.7;7000;1.63;
-7.05E-06;1.26E-07;-0.01788;-2.32E-03;-0.23181;3.80E-07;-1.42E-06;39411.02;656.9;7010;1.61;
3.93E-06;-7.02E-08;-0.01788;-2.31E-03;-0.23138;-2.12E-07;7.90E-07;39421.008;657;7020;1.594;
-2.33E-06;4.16E-08;-0.01788;-2.32E-03;-0.23185;1.25E-07;-4.68E-07;39431.008;657.2;7030;1.645;
-6.91E-06;1.24E-07;-0.01788;-2.32E-03;-0.23175;3.72E-07;-1.39E-06;39441.02;657.4;7040;1.659;
-4.73E-06;8.45E-08;-0.01788;-2.31E-03;-0.23134;2.55E-07;-9.51E-07;39451.008;657.5;7050;1.671;
-6.54E-07;1.17E-08;-0.01788;-2.32E-03;-0.2317;3.52E-08;-1.32E-07;39461.008;657.7;7060;1.62;
-2.91E-06;5.20E-08;-0.01788;-2.32E-03;-0.23183;1.57E-07;-5.85E-07;39471.008;657.9;7070;1.674;
2.84E-06;-5.07E-08;-0.01787;-2.32E-03;-0.23185;-1.53E-07;5.71E-07;39481.008;658;7080;1.635;
-1.11E-05;1.98E-07;-0.01788;-2.32E-03;-0.23194;5.95E-07;-2.22E-06;39491.008;658.2;7090;1.595;
-3.93E-06;7.02E-08;-0.01788;-2.32E-03;-0.23176;2.11E-07;-7.90E-07;39501.008;658.4;7100;1.642;
-1.38E-06;2.47E-08;-0.01788;-2.32E-03;-0.2319;7.44E-08;-2.78E-07;39511.02;658.5;7110;1.632;
1.16E-05;-2.07E-07;-0.01788;-2.32E-03;-0.23226;-6.23E-07;2.33E-06;39521.008;658.7;7120;1.686;
-5.89E-06;1.05E-07;-0.01788;-2.33E-03;-0.23252;3.17E-07;-1.19E-06;39531;658.9;7130;1.657;
3.78E-06;-6.76E-08;-0.01788;-2.32E-03;-0.23211;-2.04E-07;7.61E-07;39541.008;659;7140;1.661;
4.22E-06;-7.54E-08;-0.01788;-2.32E-03;-0.2323;-2.27E-07;8.49E-07;39551;659.2;7150;1.637;
-6.91E-06;1.24E-07;-0.01788;-2.33E-03;-0.23291;3.72E-07;-1.39E-06;39561;659.4;7160;1.625;
-7.27E-08;1.30E-09;-0.01788;-2.33E-03;-0.23254;3.92E-09;-1.46E-08;39571;659.5;7170;1.65;
5.89E-06;-1.05E-07;-0.01788;-2.33E-03;-0.23267;-3.17E-07;1.19E-06;39581.008;659.7;7180;1.694;
2.25E-06;-4.03E-08;-0.01788;-2.32E-03;-0.23212;-1.21E-07;4.54E-07;39591.008;659.9;7190;1.686;
-7.27E-07;1.30E-08;-0.01788;-2.32E-03;-0.23199;3.92E-08;-1.46E-07;39601;660;7200;1.628;
3.42E-06;-6.11E-08;-0.01788;-2.32E-03;-0.23173;-1.84E-07;6.88E-07;39611;660.2;7210;1.659;
8.73E-07;-1.56E-08;-0.01788;-2.32E-03;-0.23204;-4.70E-08;1.76E-07;39621;660.4;7220;1.683;
-2.76E-06;4.94E-08;-0.01788;-2.32E-03;-0.23242;1.49E-07;-5.56E-07;39631;660.5;7230;1.693;
-3.05E-06;5.46E-08;-0.01788;-2.33E-03;-0.23251;1.64E-07;-6.14E-07;39641;660.7;7240;1.648;
1.16E-06;-2.08E-08;-0.01788;-2.32E-03;-0.23235;-6.27E-08;2.34E-07;39651;660.9;7250;1.654;
-1.02E-06;1.82E-08;-0.01787;-2.32E-03;-0.23214;5.48E-08;-2.05E-07;39661;661;7260;1.62;
-5.24E-06;9.36E-08;-0.01788;-2.33E-03;-0.23283;2.82E-07;-1.05E-06;39671;661.2;7270;1.66;
-2.98E-06;5.33E-08;-0.01788;-2.33E-03;-0.2328;1.61E-07;-6.00E-07;39681;661.4;7280;1.669;
-1.45E-06;-1.37E-07;0.09384;-2.33E-03;-0.23325;-4.11E-07;-2.93E-07;39691;661.5;7290;1.692;
1.51E-05;-2.69E-07;-0.01788;-2.33E-03;-0.2326;-8.11E-07;3.03E-06;39701;661.7;7300;1.636;
-1.82E-06;-1.30E-09;7.15E-04;-2.33E-03;-0.23277;-3.92E-09;-3.66E-07;39711;661.9;7310;1.653;
-5.09E-07;-1.26E-07;0.2477;-2.33E-03;-0.23274;-3.80E-07;-1.02E-07;39721;662;7320;1.696;
-4.44E-06;-1.17E-08;2.64E-03;-2.32E-03;-0.23235;-3.52E-08;-8.92E-07;39731;662.2;7330;1.668;
1.02E-06;1.30E-08;0.01277;-2.33E-03;-0.23328;3.92E-08;2.05E-07;39741;662.4;7340;1.72;
6.98E-06;-3.42E-07;-0.04897;-2.33E-03;-0.23267;-1.03E-06;1.40E-06;39751;662.5;7350;1.675;
5.53E-06;-9.88E-08;-0.01788;-2.33E-03;-0.23251;-2.98E-07;1.11E-06;39761;662.7;7360;1.651;
-7.27E-08;-9.88E-08;1.359;-2.33E-03;-0.23262;-2.98E-07;-1.46E-08;39771;662.9;7370;1.696;
5.09E-07;2.34E-08;0.04596;-2.33E-03;-0.23261;7.05E-08;1.02E-07;39781;663;7380;1.709;
-8.65E-06;1.55E-07;-0.01788;-2.33E-03;-0.23287;4.66E-07;-1.74E-06;39791;663.2;7390;1.706;
7.20E-06;-1.29E-07;-0.01788;-2.33E-03;-0.23262;-3.88E-07;1.45E-06;39801;663.4;7400;1.648;
-1.16E-05;2.08E-07;-0.01788;-2.33E-03;-0.23316;6.27E-07;-2.34E-06;39811;663.5;7410;1.707;
5.24E-06;-9.36E-08;-0.01788;-2.33E-03;-0.23287;-2.82E-07;1.05E-06;39821;663.7;7420;1.631;
6.40E-06;-1.14E-07;-0.01788;-2.33E-03;-0.23291;-3.45E-07;1.29E-06;39831.008;663.9;7430;1.717;
-6.62E-06;1.18E-07;-0.01787;-2.33E-03;-0.23309;3.56E-07;-1.33E-06;39841;664;7440;1.678;
-4.87E-06;8.71E-08;-0.01788;-2.33E-03;-0.23304;2.62E-07;-9.80E-07;39851.008;664.2;7450;1.686;
-6.98E-06;-2.60E-08;3.72E-03;-2.33E-03;-0.23307;-7.83E-08;-1.40E-06;39861.008;664.4;7460;1.715;
5.09E-06;-9.10E-08;-0.01788;-2.33E-03;-0.23278;-2.74E-07;1.02E-06;39871.02;664.5;7470;1.708;
4.07E-06;-7.28E-08;-0.01788;-2.34E-03;-0.23352;-2.19E-07;8.19E-07;39881.008;664.7;7480;1.74;
-2.18E-07;3.90E-09;-0.01788;-2.33E-03;-0.23316;1.17E-08;-4.39E-08;39891.008;664.9;7490;1.69;
-6.33E-06;1.13E-07;-0.01788;-2.33E-03;-0.23322;3.41E-07;-1.27E-06;39901.008;665;7500;1.668;
-3.93E-06;7.02E-08;-0.01788;-2.33E-03;-0.23326;2.11E-07;-7.90E-07;39911.008;665.2;7510;1.677;
4.87E-06;-8.71E-08;-0.01788;-2.33E-03;-0.23292;-2.62E-07;9.80E-07;39921.008;665.4;7520;1.679;
1.11E-05;-1.98E-07;-0.01788;-2.33E-03;-0.23282;-5.95E-07;2.22E-06;39931.008;665.5;7530;1.734;
-8.51E-06;1.52E-07;-0.01788;-2.33E-03;-0.23299;4.58E-07;-1.71E-06;39941.008;665.7;7540;1.733;
7.93E-06;-1.42E-07;-0.01788;-2.33E-03;-0.23337;-4.27E-07;1.60E-06;39951.008;665.9;7550;1.707;
-1.38E-06;2.47E-08;-0.01788;-2.33E-03;-0.23335;7.44E-08;-2.78E-07;39961.008;666;7560;1.671;
1.28E-05;-2.29E-07;-0.01788;-2.33E-03;-0.2334;-6.89E-07;2.58E-06;39971.008;666.2;7570;1.711;
4.58E-06;-8.19E-08;-0.01788;-2.34E-03;-0.23375;-2.47E-07;9.22E-07;39981.008;666.4;7580;1.713;
4.07E-06;-7.28E-08;-0.01788;-2.34E-03;-0.23383;-2.19E-07;8.19E-07;39991.008;666.5;7590;1.697;
-9.82E-06;1.76E-07;-0.01788;-2.33E-03;-0.23321;5.29E-07;-1.98E-06;40001.008;666.7;7600;1.725;
1.60E-06;-2.86E-08;-0.01788;-2.34E-03;-0.23346;-8.62E-08;3.22E-07;40011.008;666.9;7610;1.71;
3.42E-06;-6.11E-08;-0.01788;-2.33E-03;-0.23307;-1.84E-07;6.88E-07;40021.008;667;7620;1.71;
4.80E-06;-8.58E-08;-0.01788;-2.34E-03;-0.23373;-2.58E-07;9.66E-07;40031.008;667.2;7630;1.718;
-6.33E-06;1.13E-07;-0.01788;-2.34E-03;-0.23389;3.41E-07;-1.27E-06;40041.008;667.4;7640;1.736;
1.18E-05;-2.11E-07;-0.01788;-2.34E-03;-0.2339;-6.34E-07;2.37E-06;40051.008;667.5;7650;1.692;
5.09E-06;-9.10E-08;-0.01788;-2.34E-03;-0.23396;-2.74E-07;1.02E-06;40061.008;667.7;7660;1.735;
3.35E-06;-5.98E-08;-0.01788;-2.33E-03;-0.23341;-1.80E-07;6.73E-07;40071.008;667.9;7670;1.746;
-5.24E-06;9.36E-08;-0.01788;-2.34E-03;-0.23359;2.82E-07;-1.05E-06;40081.008;668;7680;1.694;
-2.69E-06;4.81E-08;-0.01788;-2.34E-03;-0.23394;1.45E-07;-5.41E-07;40091.008;668.2;7690;1.676;
-9.02E-06;1.61E-07;-0.01788;-2.34E-03;-0.23381;4.86E-07;-1.81E-06;40101.008;668.4;7700;1.708;
4.65E-06;-8.32E-08;-0.01788;-2.34E-03;-0.2335;-2.51E-07;9.36E-07;40111.008;668.5;7710;1.715;
-2.84E-06;5.07E-08;-0.01787;-2.34E-03;-0.23356;1.53E-07;-5.71E-07;40121.008;668.7;7720;1.721;
1.09E-06;-1.95E-08;-0.01788;-2.34E-03;-0.23378;-5.87E-08;2.19E-07;40131.008;668.9;7730;1.704;
-1.22E-05;2.18E-07;-0.01788;-2.34E-03;-0.23389;6.58E-07;-2.46E-06;40141.008;669;7740;1.746;
3.78E-06;-6.76E-08;-0.01788;-2.34E-03;-0.23386;-2.04E-07;7.61E-07;40151.008;669.2;7750;1.72;
-7.20E-06;1.29E-07;-0.01788;-2.34E-03;-0.23396;3.88E-07;-1.45E-06;40161.02;669.4;7760;1.725;
-6.40E-06;1.14E-07;-0.01788;-2.34E-03;-0.23356;3.45E-07;-1.29E-06;40171;669.5;7770;1.701;
1.75E-06;-3.12E-08;-0.01788;-2.34E-03;-0.23369;-9.40E-08;3.51E-07;40181;669.7;7780;1.759;
6.91E-06;-1.24E-07;-0.01788;-2.34E-03;-0.23429;-3.72E-07;1.39E-06;40191;669.9;7790;1.706;
4.22E-06;-7.54E-08;-0.01788;-2.34E-03;-0.23376;-2.27E-07;8.49E-07;40201;670;7800;1.749;
-9.45E-07;1.69E-08;-0.01788;-2.34E-03;-0.23413;5.09E-08;-1.90E-07;40211;670.2;7810;1.753;
3.05E-06;-5.46E-08;-0.01788;-2.34E-03;-0.234;-1.65E-07;6.14E-07;40221;670.4;7820;1.749;
7.27E-07;-1.30E-08;-0.01788;-2.35E-03;-0.23466;-3.92E-08;1.46E-07;40231;670.5;7830;1.723;
-2.91E-07;5.20E-09;-0.01788;-2.34E-03;-0.23412;1.57E-08;-5.85E-08;40241;670.7;7840;1.684;
-1.75E-06;3.12E-08;-0.01788;-2.34E-03;-0.2341;9.40E-08;-3.51E-07;40251;670.9;7850;1.745;
8.65E-06;-1.55E-07;-0.01788;-2.34E-03;-0.23445;-4.66E-07;1.74E-06;40261;671;7860;1.731;
-2.62E-06;4.68E-08;-0.01788;-2.34E-03;-0.23413;1.41E-07;-5.27E-07;40271;671.2;7870;1.708;
3.78E-06;-6.76E-08;-0.01788;-2.35E-03;-0.23449;-2.04E-07;7.61E-07;40281;671.4;7880;1.678;
1.12E-05;-2.00E-07;-0.01788;-2.35E-03;-0.23455;-6.03E-07;2.25E-06;40291;671.5;7890;1.691;
-6.25E-06;1.12E-07;-0.01788;-2.35E-03;-0.23472;3.37E-07;-1.26E-06;40301.02;671.7;7900;1.7;
-7.20E-06;1.29E-07;-0.01788;-2.35E-03;-0.23455;3.88E-07;-1.45E-06;40311.02;671.9;7910;1.747;
8.65E-06;-1.55E-07;-0.01788;-2.35E-03;-0.23467;-4.66E-07;1.74E-06;40321.02;672;7920;1.72;
-1.80E-05;3.22E-07;-0.01788;-2.35E-03;-0.23465;9.71E-07;-3.63E-06;40331.02;672.2;7930;1.689;
7.42E-06;5.46E-08;7.36E-03;-2.35E-03;-0.23453;1.64E-07;1.49E-06;40341.02;672.4;7940;1.743;
-3.85E-06;6.89E-08;-0.01788;-2.34E-03;-0.23432;2.08E-07;-7.75E-07;40351.02;672.5;7950;1.699;
2.62E-06;-4.68E-08;-0.01788;-2.34E-03;-0.23436;-1.41E-07;5.27E-07;40361.02;672.7;7960;1.731;
1.24E-06;-2.21E-08;-0.01788;-2.35E-03;-0.23447;-6.66E-08;2.49E-07;40371.02;672.9;7970;1.741;
4.22E-06;-7.54E-08;-0.01788;-2.35E-03;-0.23458;-2.27E-07;8.49E-07;40381.031;673;7980;1.697;
-8.80E-06;1.57E-07;-0.01788;-2.35E-03;-0.23466;4.74E-07;-1.77E-06;40391.008;673.2;7990;1.762;
5.53E-06;-9.88E-08;-0.01788;-2.34E-03;-0.23435;-2.98E-07;1.11E-06;40401.008;673.4;8000;1.759;
-1.23E-05;-1.95E-08;1.59E-03;-2.35E-03;-0.23501;-5.87E-08;-2.47E-06;40411.008;673.5;8010;1.735;
3.71E-06;-6.63E-08;-0.01788;-2.34E-03;-0.23422;-2.00E-07;7.46E-07;40421.008;673.7;8020;1.754;
1.21E-05;-2.17E-07;-0.01788;-2.35E-03;-0.23488;-6.54E-07;2.44E-06;40431.008;673.9;8030;1.75;
2.84E-06;-5.07E-08;-0.01787;-2.35E-03;-0.23508;-1.53E-07;5.71E-07;40441.02;674;8040;1.719;
-1.45E-05;2.60E-07;-0.01788;-2.35E-03;-0.23488;7.83E-07;-2.93E-06;40451.031;674.2;8050;1.694;
-6.62E-06;1.18E-07;-0.01787;-2.35E-03;-0.23518;3.56E-07;-1.33E-06;40461.008;674.4;8060;1.771;
-6.18E-06;1.11E-07;-0.01788;-2.35E-03;-0.23462;3.33E-07;-1.24E-06;40471.008;674.5;8070;1.761;
-6.25E-06;1.12E-07;-0.01788;-2.35E-03;-0.23511;3.37E-07;-1.26E-06;40481.008;674.7;8080;1.703;
-2.47E-06;4.42E-08;-0.01788;-2.35E-03;-0.23515;1.33E-07;-4.97E-07;40491.008;674.9;8090;1.777;
-1.21E-05;2.16E-07;-0.01788;-2.35E-03;-0.23492;6.50E-07;-2.43E-06;40501.008;675;8100;1.748;
1.15E-05;-2.05E-07;-0.01788;-2.35E-03;-0.23503;-6.19E-07;2.31E-06;40511.008;675.2;8110;1.695;
-8.87E-06;1.59E-07;-0.01788;-2.35E-03;-0.23526;4.78E-07;-1.79E-06;40521.008;675.4;8120;1.712;
-3.20E-06;5.72E-08;-0.01788;-2.36E-03;-0.23566;1.72E-07;-6.44E-07;40531.008;675.5;8130;1.751;
3.64E-07;-6.50E-09;-0.01788;-2.36E-03;-0.2358;-1.96E-08;7.32E-08;40541.008;675.7;8140;1.74;
8.43E-06;-1.51E-07;-0.01788;-2.35E-03;-0.23494;-4.54E-07;1.70E-06;40551.008;675.9;8150;1.767;
-6.62E-06;1.18E-07;-0.01787;-2.35E-03;-0.2354;3.56E-07;-1.33E-06;40561.008;676;8160;1.714;
1.04E-05;-1.86E-07;-0.01788;-2.35E-03;-0.23452;-5.60E-07;2.09E-06;40571.008;676.2;8170;1.779;
-8.00E-07;1.43E-08;-0.01788;-2.35E-03;-0.23535;4.31E-08;-1.61E-07;40581.008;676.4;8180;1.72;
1.53E-06;-2.73E-08;-0.01788;-2.35E-03;-0.23514;-8.22E-08;3.07E-07;40591.008;676.5;8190;1.739;
-1.75E-06;3.12E-08;-0.01788;-2.35E-03;-0.23503;9.40E-08;-3.51E-07;40601.008;676.7;8200;1.717;
1.50E-05;-2.68E-07;-0.01788;-2.35E-03;-0.23521;-8.07E-07;3.01E-06;40611.008;676.9;8210;1.743;
-1.09E-06;1.95E-08;-0.01788;-2.35E-03;-0.23532;5.87E-08;-2.19E-07;40621.008;677;8220;1.762;
-3.56E-06;6.37E-08;-0.01788;-2.36E-03;-0.23592;1.92E-07;-7.17E-07;40631.008;677.2;8230;1.749;
2.40E-06;-4.29E-08;-0.01788;-2.35E-03;-0.23523;-1.29E-07;4.83E-07;40641.02;677.4;8240;1.776;
-2.04E-06;3.64E-08;-0.01787;-2.36E-03;-0.23593;1.10E-07;-4.10E-07;40651.008;677.5;8250;1.729;
4.73E-06;-8.45E-08;-0.01788;-2.36E-03;-0.23583;-2.55E-07;9.51E-07;40661.008;677.7;8260;1.754;
5.53E-06;-9.88E-08;-0.01788;-2.36E-03;-0.23564;-2.98E-07;1.11E-06;40671.02;677.9;8270;1.766;
-5.31E-06;9.49E-08;-0.01788;-2.35E-03;-0.23517;2.86E-07;-1.07E-06;40681.008;678;8280;1.731;
-4.22E-06;7.54E-08;-0.01788;-2.36E-03;-0.23559;2.27E-07;-8.49E-07;40691.008;678.2;8290;1.78;
4.29E-06;-7.67E-08;-0.01788;-2.36E-03;-0.23569;-2.31E-07;8.63E-07;40701.008;678.4;8300;1.755;
-1.89E-06;3.38E-08;-0.01788;-2.36E-03;-0.23561;1.02E-07;-3.80E-07;40711.008;678.5;8310;1.738;
2.84E-06;-5.07E-08;-0.01787;-2.36E-03;-0.23558;-1.53E-07;5.71E-07;40721;678.7;8320;1.775;
2.47E-06;-4.42E-08;-0.01788;-2.35E-03;-0.23536;-1.33E-07;4.97E-07;40731;678.9;8330;1.79;
-8.73E-06;1.56E-07;-0.01788;-2.36E-03;-0.23575;4.70E-07;-1.76E-06;40741.008;679;8340;1.763;
8.51E-06;-1.52E-07;-0.01788;-2.36E-03;-0.23601;-4.58E-07;1.71E-06;40751.02;679.2;8350;1.746;
1.33E-05;-2.38E-07;-0.01788;-2.36E-03;-0.2358;-7.17E-07;2.68E-06;40761.02;679.4;8360;1.732;
-1.07E-05;1.91E-07;-0.01788;-2.36E-03;-0.23609;5.76E-07;-2.15E-06;40771.02;679.5;8370;1.741;
-1.24E-06;2.21E-08;-0.01788;-2.36E-03;-0.23584;6.66E-08;-2.49E-07;40781.02;679.7;8380;1.796;
-2.76E-06;4.94E-08;-0.01788;-2.36E-03;-0.23588;1.49E-07;-5.56E-07;40791.02;679.9;8390;1.771;
-2.69E-06;4.81E-08;-0.01788;-2.36E-03;-0.236;1.45E-07;-5.41E-07;40801.02;680;8400;1.818;
-4.22E-06;7.54E-08;-0.01788;-2.35E-03;-0.2354;2.27E-07;-8.49E-07;40811.02;680.2;8410;1.732;
-1.04E-05;-6.76E-08;6.50E-03;-2.36E-03;-0.23619;-2.04E-07;-2.09E-06;40821.02;680.4;8420;1.79;
1.14E-05;-2.04E-07;-0.01788;-2.36E-03;-0.23586;-6.15E-07;2.30E-06;40831.02;680.5;8430;1.797;
4.87E-06;-8.71E-08;-0.01788;-2.36E-03;-0.23571;-2.62E-07;9.80E-07;40841.02;680.7;8440;1.75;
-8.65E-06;1.55E-07;-0.01788;-2.36E-03;-0.23585;4.66E-07;-1.74E-06;40851.02;680.9;8450;1.723;
-2.18E-07;3.90E-09;-0.01788;-2.37E-03;-0.23658;1.17E-08;-4.39E-08;40861.02;681;8460;1.795;
-2.55E-06;4.55E-08;-0.01788;-2.37E-03;-0.23692;1.37E-07;-5.12E-07;40871.008;681.2;8470;1.759;
9.09E-06;-1.63E-07;-0.01788;-2.37E-03;-0.23669;-4.90E-07;1.83E-06;40881.008;681.4;8480;1.79;
-4.44E-06;7.93E-08;-0.01788;-2.36E-03;-0.2361;2.39E-07;-8.92E-07;40891.008;681.5;8490;1.815;
-8.73E-07;1.56E-08;-0.01788;-2.36E-03;-0.2361;4.70E-08;-1.76E-07;40901.02;681.7;8500;1.759;
5.53E-06;-9.88E-08;-0.01788;-2.36E-03;-0.23584;-2.98E-07;1.11E-06;40911.008;681.9;8510;1.754;
-1.21E-05;2.17E-07;-0.01788;-2.36E-03;-0.23631;6.54E-07;-2.44E-06;40921.008;682;8520;1.831;
-7.05E-06;1.26E-07;-0.01788;-2.36E-03;-0.2364;3.80E-07;-1.42E-06;40931.008;682.2;8530;1.837;
-7.27E-08;1.30E-09;-0.01788;-2.37E-03;-0.23665;3.92E-09;-1.46E-08;40941.008;682.4;8540;1.82;
6.83E-06;-1.22E-07;-0.01788;-2.37E-03;-0.23653;-3.68E-07;1.38E-06;40951.008;682.5;8550;1.768;
-6.18E-06;1.11E-07;-0.01788;-2.36E-03;-0.23631;3.33E-07;-1.24E-06;40961.02;682.7;8560;1.783;
-2.40E-06;4.29E-08;-0.01788;-2.36E-03;-0.23644;1.29E-07;-4.83E-07;40971.008;682.9;8570;1.84;
-1.31E-06;2.34E-08;-0.01788;-2.37E-03;-0.23653;7.05E-08;-2.63E-07;40981.008;683;8580;1.822;
-9.09E-06;1.63E-07;-0.01788;-2.37E-03;-0.23659;4.89E-07;-1.83E-06;40991.008;683.2;8590;1.797;
1.19E-05;-2.13E-07;-0.01788;-2.36E-03;-0.23579;-6.42E-07;2.40E-06;41001.008;683.4;8600;1.847;
-2.98E-06;5.33E-08;-0.01788;-2.36E-03;-0.23612;1.61E-07;-6.00E-07;41011.008;683.5;8610;1.856;
-5.09E-07;9.10E-09;-0.01788;-2.37E-03;-0.23676;2.74E-08;-1.02E-07;41021.008;683.7;8620;1.8;
-4.44E-06;7.93E-08;-0.01788;-2.37E-03;-0.23655;2.39E-07;-8.92E-07;41031.02;683.9;8630;1.821;
4.36E-07;-7.80E-09;-0.01788;-2.37E-03;-0.23668;-2.35E-08;8.78E-08;41041.008;684;8640;1.818;
-9.74E-06;1.74E-07;-0.01788;-2.36E-03;-0.23621;5.25E-07;-1.96E-06;41051.008;684.2;8650;1.822;
1.53E-06;-2.73E-08;-0.01788;-2.37E-03;-0.2366;-8.22E-08;3.07E-07;41061.008;684.4;8660;1.872;
-9.31E-06;1.66E-07;-0.01787;-2.37E-03;-0.23648;5.01E-07;-1.87E-06;41071.008;684.5;8670;1.808;
1.67E-05;-2.98E-07;-0.01788;-2.37E-03;-0.23664;-8.97E-07;3.35E-06;41081.008;684.7;8680;1.822;
-8.58E-06;1.53E-07;-0.01788;-2.37E-03;-0.23697;4.62E-07;-1.73E-06;41091.008;684.9;8690;1.805;
-1.17E-05;2.09E-07;-0.01788;-2.37E-03;-0.23671;6.30E-07;-2.36E-06;41101.02;685;8700;1.816;
-1.38E-06;2.47E-08;-0.01788;-2.37E-03;-0.23663;7.44E-08;-2.78E-07;41111.008;685.2;8710;1.859;
6.47E-06;-1.16E-07;-0.01788;-2.37E-03;-0.23655;-3.49E-07;1.30E-06;41121.008;685.4;8720;1.826;
-2.25E-06;4.03E-08;-0.01788;-2.37E-03;-0.23682;1.21E-07;-4.54E-07;41131.008;685.5;8730;1.854;
-4.22E-06;7.54E-08;-0.01788;-2.37E-03;-0.23691;2.27E-07;-8.49E-07;41141.008;685.7;8740;1.824;
-9.60E-06;1.72E-07;-0.01788;-2.37E-03;-0.23669;5.17E-07;-1.93E-06;41151.008;685.9;8750;1.797;
-1.27E-05;2.27E-07;-0.01788;-2.37E-03;-0.23704;6.85E-07;-2.56E-06;41161.008;686;8760;1.884;
-9.23E-06;1.65E-07;-0.01788;-2.37E-03;-0.23665;4.97E-07;-1.86E-06;41171.008;686.2;8770;1.846;
2.25E-06;-4.03E-08;-0.01788;-2.37E-03;-0.23698;-1.21E-07;4.54E-07;41181.008;686.4;8780;1.82;
