171012 40 OPL 60 PDMS 38,3 Fe 5 - 4000 Pa;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
shear rate;shear stress;viscosity;strain;% strain;torque;velocity;time global;time global;time;normal force
1/s;Pa;Pa.s;;;micro N.m;rad/s;s;min;s;N
-6.62E-06;1.18E-07;-0.01787;-7.24E-06;-7.24E-04;3.56E-07;-1.33E-06;10.008;0.2;10.008;6.03E-03
3.13E-06;-5.59E-08;-0.01788;-6.11E-06;-6.11E-04;-1.68E-07;6.29E-07;20.008;0.3;20.008;0.03533
-7.27E-07;1.30E-08;-0.01788;-7.39E-06;-7.39E-04;3.92E-08;-1.46E-07;30.008;0.5;30.008;0.03473
9.02E-06;-1.61E-07;-0.01788;-1.55E-05;-1.55E-03;-4.86E-07;1.81E-06;40.016;0.7;40.016;0.03128
7.27E-07;-1.30E-08;-0.01788;-1.36E-05;-1.36E-03;-3.92E-08;1.46E-07;50.008;0.8;50.008;0.0174
4.29E-06;-7.67E-08;-0.01788;-1.51E-05;-1.51E-03;-2.31E-07;8.63E-07;60.012;1;60.012;0.01856
1.75E-06;-3.12E-08;-0.01788;-1.69E-05;-1.69E-03;-9.40E-08;3.51E-07;70.008;1.2;70.008;0.01894
-4.36E-06;7.80E-08;-0.01788;-1.21E-05;-1.21E-03;2.35E-07;-8.78E-07;80.008;1.3;80.008;0.03261
-1.21E-05;2.16E-07;-0.01788;-2.26E-05;-2.26E-03;6.50E-07;-2.43E-06;90.008;1.5;90.008;0.01217
5.31E-06;-9.49E-08;-0.01788;-2.20E-05;-2.20E-03;-2.86E-07;1.07E-06;100.008;1.7;100.01;0.01718
2.40E-06;-4.29E-08;-0.01788;-1.97E-05;-1.97E-03;-1.29E-07;4.83E-07;110.008;1.8;110.01;0.02046
5.74E-06;-1.03E-07;-0.01787;-2.21E-05;-2.21E-03;-3.09E-07;1.16E-06;120.004;2;120;0.01235
4.65E-06;-8.32E-08;-0.01788;-2.40E-05;-2.40E-03;-2.51E-07;9.36E-07;130.004;2.2;130;0.0301
5.38E-06;-9.62E-08;-0.01788;-2.50E-05;-2.50E-03;-2.90E-07;1.08E-06;140.004;2.3;140;0.02083
5.24E-06;-9.36E-08;-0.01788;-2.56E-05;-2.56E-03;-2.82E-07;1.05E-06;160.004;2.7;160;0.02122
1.45E-05;-2.59E-07;-0.01788;-3.19E-05;-3.19E-03;-7.79E-07;2.91E-06;170.004;2.8;170;0.03492
-5.96E-06;1.07E-07;-0.01788;-3.44E-05;-3.44E-03;3.21E-07;-1.20E-06;180.004;3;180;0.02603
5.09E-06;-9.10E-08;-0.01788;-3.09E-05;-3.09E-03;-2.74E-07;1.02E-06;190.004;3.2;190;0.03198
-6.18E-06;1.11E-07;-0.01788;-3.61E-05;-3.61E-03;3.33E-07;-1.24E-06;200.004;3.3;200;0.01828
3.20E-06;-5.72E-08;-0.01788;-3.12E-05;-3.12E-03;-1.72E-07;6.44E-07;210.004;3.5;210;0.0312
1.40E-05;-2.51E-07;-0.01788;-3.44E-05;-3.44E-03;-7.56E-07;2.82E-06;220.004;3.7;220;0.02216
1.02E-06;-1.82E-08;-0.01787;-3.86E-05;-3.86E-03;-5.48E-08;2.05E-07;230.004;3.8;230;0.01616
5.60E-06;-1.00E-07;-0.01787;-3.82E-05;-3.82E-03;-3.02E-07;1.13E-06;240.004;4;240;0.03736
-1.11E-05;1.99E-07;-0.01788;-3.70E-05;-3.70E-03;5.99E-07;-2.24E-06;250;4.2;250;2.69E-03
2.33E-06;-4.16E-08;-0.01788;-3.87E-05;-3.87E-03;-1.25E-07;4.68E-07;260;4.3;260;0.01232
-7.27E-07;1.30E-08;-0.01788;-3.58E-05;-3.58E-03;3.92E-08;-1.46E-07;270;4.5;270;0.02406
-7.34E-06;1.31E-07;-0.01788;-3.83E-05;-3.83E-03;3.96E-07;-1.48E-06;280;4.7;280;0.01191
-8.36E-06;1.50E-07;-0.01788;-3.85E-05;-3.85E-03;4.50E-07;-1.68E-06;290;4.8;290;0.03349
-7.49E-06;1.34E-07;-0.01788;-3.83E-05;-3.83E-03;4.03E-07;-1.51E-06;300;5;300;0.01846
-3.93E-06;7.02E-08;-0.01788;-4.10E-05;-4.10E-03;2.11E-07;-7.90E-07;310;5.2;310;0.02464
-5.45E-06;9.75E-08;-0.01788;-4.10E-05;-4.10E-03;2.94E-07;-1.10E-06;320;5.3;320;0.02695
-6.11E-06;1.09E-07;-0.01788;-4.36E-05;-4.36E-03;3.29E-07;-1.23E-06;330;5.5;330;0.02483
-8.80E-06;1.57E-07;-0.01788;-4.30E-05;-4.30E-03;4.74E-07;-1.77E-06;339.996;5.7;340;0.04101
-4.00E-06;7.15E-08;-0.01788;-4.71E-05;-4.71E-03;2.15E-07;-8.05E-07;349.996;5.8;350;0.03468
-1.18E-05;2.11E-07;-0.01788;-4.21E-05;-4.21E-03;6.34E-07;-2.37E-06;359.996;6;360;0.01539
-5.16E-06;9.23E-08;-0.01788;-5.10E-05;-5.10E-03;2.78E-07;-1.04E-06;370;6.2;370;0.03677
-1.49E-05;2.66E-07;-0.01788;-4.27E-05;-4.27E-03;8.03E-07;-3.00E-06;380;6.3;380;0.03249
-1.24E-06;2.21E-08;-0.01788;-5.07E-05;-5.07E-03;6.66E-08;-2.49E-07;389.996;6.5;390;0.03212
-1.60E-06;2.86E-08;-0.01788;-4.65E-05;-4.65E-03;8.62E-08;-3.22E-07;400.004;6.7;400;0.02964
-1.05E-05;1.87E-07;-0.01788;-5.20E-05;-5.20E-03;5.64E-07;-2.11E-06;409.996;6.8;410;0.03849
6.25E-06;-1.12E-07;-0.01788;-5.20E-05;-5.20E-03;-3.37E-07;1.26E-06;419.996;7;420;0.03638
3.27E-06;-5.85E-08;-0.01788;-5.21E-05;-5.21E-03;-1.76E-07;6.58E-07;429.996;7.2;430;0.03885
1.43E-05;-2.55E-07;-0.01788;-5.22E-05;-5.22E-03;-7.68E-07;2.87E-06;439.996;7.3;440;0.014
-4.73E-06;8.45E-08;-0.01788;-5.17E-05;-5.17E-03;2.55E-07;-9.51E-07;449.996;7.5;450;7.64E-03
6.54E-07;-1.17E-08;-0.01788;-5.31E-05;-5.31E-03;-3.52E-08;1.32E-07;459.996;7.7;460;0.01298
-2.40E-06;4.29E-08;-0.01788;-5.83E-05;-5.83E-03;1.29E-07;-4.83E-07;469.996;7.8;470;0.02456
-9.67E-06;1.73E-07;-0.01788;-5.60E-05;-5.60E-03;5.21E-07;-1.95E-06;479.992;8;479.99;0.02825
-2.62E-06;4.68E-08;-0.01788;-6.07E-05;-6.07E-03;1.41E-07;-5.27E-07;490.008;8.2;490.01;0.03268
2.76E-06;-4.94E-08;-0.01788;-5.54E-05;-5.54E-03;-1.49E-07;5.56E-07;500.008;8.3;500.01;0.02748
1.16E-06;-2.08E-08;-0.01788;-5.52E-05;-5.52E-03;-6.27E-08;2.34E-07;510.008;8.5;510.01;0.0263
-1.29E-05;2.30E-07;-0.01788;-5.74E-05;-5.74E-03;6.93E-07;-2.59E-06;520.008;8.7;520.01;0.03038
-8.73E-07;1.56E-08;-0.01788;-5.84E-05;-5.84E-03;4.70E-08;-1.76E-07;530.008;8.8;530.01;0.02051
1.31E-06;-2.34E-08;-0.01788;-6.04E-05;-6.04E-03;-7.05E-08;2.63E-07;540.008;9;540.01;6.81E-03
2.04E-06;-3.64E-08;-0.01787;-5.81E-05;-5.81E-03;-1.10E-07;4.10E-07;550.012;9.2;550.01;0.02013
5.16E-06;-9.23E-08;-0.01788;-5.87E-05;-5.87E-03;-2.78E-07;1.04E-06;560.008;9.3;560.01;0.0128
-1.38E-06;2.47E-08;-0.01788;-5.92E-05;-5.92E-03;7.44E-08;-2.78E-07;570.008;9.5;570.01;0.02416
7.27E-08;-1.30E-09;-0.01788;-5.95E-05;-5.95E-03;-3.92E-09;1.46E-08;580.008;9.7;580.01;0.01858
4.87E-06;-8.71E-08;-0.01788;-6.33E-05;-6.33E-03;-2.62E-07;9.80E-07;590.004;9.8;590;0.02473
3.13E-06;-5.59E-08;-0.01788;-6.10E-05;-6.10E-03;-1.68E-07;6.29E-07;600.004;10;600;0.01798
-1.15E-05;2.05E-07;-0.01788;-6.16E-05;-6.16E-03;6.19E-07;-2.31E-06;610.004;10.2;610;0.02801
-6.54E-06;1.17E-07;-0.01788;-5.91E-05;-5.91E-03;3.52E-07;-1.32E-06;620.028;10.3;620.03;0.01723
7.27E-07;-1.30E-08;-0.01788;-6.26E-05;-6.26E-03;-3.92E-08;1.46E-07;630.008;10.5;630.01;0.01029
1.05E-05;-1.88E-07;-0.01788;-6.54E-05;-6.54E-03;-5.68E-07;2.12E-06;640.004;10.7;640;0.03264
4.87E-06;-8.71E-08;-0.01788;-6.19E-05;-6.19E-03;-2.62E-07;9.80E-07;650.004;10.8;650;0.01043
-2.18E-07;3.90E-09;-0.01788;-6.27E-05;-6.27E-03;1.17E-08;-4.39E-08;660.004;11;660;0.01122
-1.23E-05;2.20E-07;-0.01788;-6.25E-05;-6.25E-03;6.62E-07;-2.47E-06;670;11.2;670;0.01625
8.51E-06;-1.52E-07;-0.01788;-6.55E-05;-6.55E-03;-4.58E-07;1.71E-06;680;11.3;680;0.02338
1.38E-05;-2.47E-07;-0.01788;-7.12E-05;-7.12E-03;-7.44E-07;2.78E-06;690.004;11.5;690;0.01968
6.83E-06;-1.22E-07;-0.01788;-6.92E-05;-6.92E-03;-3.68E-07;1.38E-06;700;11.7;700;0.01023
-3.64E-07;6.50E-09;-0.01788;-6.89E-05;-6.89E-03;1.96E-08;-7.32E-08;710;11.8;710;0.04109
6.18E-06;-1.11E-07;-0.01788;-6.33E-05;-6.33E-03;-3.33E-07;1.24E-06;720;12;720;0.02067
-7.27E-07;1.30E-08;-0.01788;-7.08E-05;-7.08E-03;3.92E-08;-1.46E-07;730;12.2;730;0.02279
-7.27E-08;1.30E-09;-0.01788;-6.90E-05;-6.90E-03;3.92E-09;-1.46E-08;740.004;12.3;740;0.02161
1.78E-05;-3.18E-07;-0.01788;-6.72E-05;-6.72E-03;-9.59E-07;3.58E-06;750;12.5;750;0.0351
-5.74E-06;1.03E-07;-0.01787;-7.45E-05;-7.45E-03;3.09E-07;-1.16E-06;760.004;12.7;760;2.74E-03
5.60E-06;-1.00E-07;-0.01787;-7.30E-05;-7.30E-03;-3.02E-07;1.13E-06;770;12.8;770;0.0185
8.94E-06;-1.60E-07;-0.01788;-7.11E-05;-7.11E-03;-4.82E-07;1.80E-06;780;13;780;8.46E-03
1.31E-06;-2.34E-08;-0.01788;-7.20E-05;-7.20E-03;-7.05E-08;2.63E-07;789.996;13.2;790;0.02736
-4.65E-06;8.32E-08;-0.01788;-7.68E-05;-7.68E-03;2.51E-07;-9.36E-07;800;13.3;800;0.01888
3.20E-06;-5.72E-08;-0.01788;-7.09E-05;-7.09E-03;-1.72E-07;6.44E-07;809.996;13.5;810;0.01675
-2.01E-05;3.60E-07;-0.01788;-7.48E-05;-7.48E-03;1.08E-06;-4.05E-06;819.996;13.7;820;0.01694
-3.85E-06;6.89E-08;-0.01788;-7.46E-05;-7.46E-03;2.08E-07;-7.75E-07;829.996;13.8;830;0.03333
3.42E-06;-6.11E-08;-0.01788;-7.36E-05;-7.36E-03;-1.84E-07;6.88E-07;839.996;14;840;0.0233
-2.62E-06;4.68E-08;-0.01788;-7.72E-05;-7.72E-03;1.41E-07;-5.27E-07;849.996;14.2;850;0.01287
5.60E-06;-1.00E-07;-0.01787;-8.02E-05;-8.02E-03;-3.02E-07;1.13E-06;859.996;14.3;860;0.01539
3.42E-06;-6.11E-08;-0.01788;-7.75E-05;-7.75E-03;-1.84E-07;6.88E-07;870;14.5;870;0.03198
1.33E-05;-2.38E-07;-0.01788;-7.60E-05;-7.60E-03;-7.17E-07;2.68E-06;879.996;14.7;880;0.01714
-4.94E-06;8.84E-08;-0.01788;-8.02E-05;-8.02E-03;2.66E-07;-9.95E-07;889.996;14.8;890;0.02909
-3.56E-06;6.37E-08;-0.01788;-7.38E-05;-7.38E-03;1.92E-07;-7.17E-07;899.996;15;900;0.01713
-9.31E-06;1.66E-07;-0.01787;-7.98E-05;-7.98E-03;5.01E-07;-1.87E-06;910;15.2;910;0.01653
-2.25E-06;4.03E-08;-0.01788;-7.77E-05;-7.77E-03;1.21E-07;-4.54E-07;919.996;15.3;920;0.01441
-1.67E-06;2.99E-08;-0.01788;-8.17E-05;-8.17E-03;9.01E-08;-3.37E-07;929.992;15.5;929.99;9.76E-03
-1.24E-06;2.21E-08;-0.01788;-8.03E-05;-8.03E-03;6.66E-08;-2.49E-07;940.008;15.7;940.01;0.03039
-8.22E-06;1.47E-07;-0.01788;-8.10E-05;-8.10E-03;4.43E-07;-1.65E-06;950.008;15.8;950.01;0.03365
-5.96E-06;1.07E-07;-0.01788;-8.22E-05;-8.22E-03;3.21E-07;-1.20E-06;960.008;16;960.01;0.01574
5.53E-06;-9.88E-08;-0.01788;-8.15E-05;-8.15E-03;-2.98E-07;1.11E-06;970.008;16.2;970.01;0.01364
-5.45E-06;9.75E-08;-0.01788;-8.32E-05;-8.32E-03;2.94E-07;-1.10E-06;980.016;16.3;980.02;9.57E-03
2.69E-06;-4.81E-08;-0.01788;-8.02E-05;-8.02E-03;-1.45E-07;5.41E-07;1000.01;16.7;1000;0.0389
-2.62E-06;4.68E-08;-0.01788;-8.43E-05;-8.43E-03;1.41E-07;-5.27E-07;1010.01;16.8;1010;0.01803
-5.67E-06;1.01E-07;-0.01787;-8.43E-05;-8.43E-03;3.05E-07;-1.14E-06;1020;17;1020;0.03172
5.09E-07;-9.10E-09;-0.01788;-8.45E-05;-8.45E-03;-2.74E-08;1.02E-07;1030;17.2;1030;8.41E-03
9.16E-06;-1.64E-07;-0.01788;-8.75E-05;-8.75E-03;-4.93E-07;1.84E-06;1040;17.3;1040;0.03325
-8.29E-06;1.48E-07;-0.01788;-8.89E-05;-8.89E-03;4.46E-07;-1.67E-06;1050.01;17.5;1050;0.02765
2.47E-06;-4.42E-08;-0.01788;-8.30E-05;-8.30E-03;-1.33E-07;4.97E-07;1060;17.7;1060;0.02964
-4.94E-06;8.84E-08;-0.01788;-8.48E-05;-8.48E-03;2.66E-07;-9.95E-07;1070;17.8;1070;0.01897
-3.49E-06;6.24E-08;-0.01788;-9.14E-05;-9.14E-03;1.88E-07;-7.02E-07;1080;18;1080;7.82E-03
7.49E-06;-1.34E-07;-0.01788;-8.48E-05;-8.48E-03;-4.03E-07;1.51E-06;1090;18.2;1090;0.01223
-1.02E-06;1.82E-08;-0.01787;-9.02E-05;-9.02E-03;5.48E-08;-2.05E-07;1100;18.3;1100;0.02247
3.85E-06;-6.89E-08;-0.01788;-9.01E-05;-9.01E-03;-2.08E-07;7.75E-07;1110;18.5;1110;0.01709
-5.96E-06;1.07E-07;-0.01788;-9.55E-05;-9.55E-03;3.21E-07;-1.20E-06;1120;18.7;1120;0.02823
4.00E-06;-7.15E-08;-0.01788;-9.08E-05;-9.08E-03;-2.15E-07;8.05E-07;1130;18.8;1130;0.01589
-1.03E-05;1.85E-07;-0.01788;-8.39E-05;-8.39E-03;5.56E-07;-2.08E-06;1140;19;1140;8.18E-03
2.47E-06;-4.42E-08;-0.01788;-8.37E-05;-8.37E-03;-1.33E-07;4.97E-07;1150;19.2;1150;0.01705
-1.14E-05;2.04E-07;-0.01788;-8.95E-05;-8.95E-03;6.15E-07;-2.30E-06;1160;19.3;1160;0.02746
7.42E-06;-1.33E-07;-0.01788;-9.05E-05;-9.05E-03;-3.99E-07;1.49E-06;1170;19.5;1170;0.01531
5.67E-06;-1.01E-07;-0.01787;-8.75E-05;-8.75E-03;-3.05E-07;1.14E-06;1180;19.7;1180;0.01474
-9.31E-06;1.66E-07;-0.01787;-8.85E-05;-8.85E-03;5.01E-07;-1.87E-06;1190;19.8;1190;0.03614
-7.27E-08;1.30E-09;-0.01788;-9.48E-05;-9.48E-03;3.92E-09;-1.46E-08;1200;20;1200;0.03247
-9.74E-06;1.74E-07;-0.01788;-9.23E-05;-9.23E-03;5.25E-07;-1.96E-06;1210;20.2;1210;0.01585
1.06E-05;-1.90E-07;-0.01788;-9.02E-05;-9.02E-03;-5.72E-07;2.14E-06;1220;20.3;1220;8.54E-03
-4.44E-06;7.93E-08;-0.01788;-9.41E-05;-9.41E-03;2.39E-07;-8.92E-07;1230;20.5;1230;0.01416
2.11E-06;-3.77E-08;-0.01787;-8.96E-05;-8.96E-03;-1.14E-07;4.24E-07;1240;20.7;1240;0.01628
-1.30E-05;2.33E-07;-0.01788;-9.34E-05;-9.34E-03;7.01E-07;-2.62E-06;1250;20.8;1250;0.0205
1.45E-07;-2.60E-09;-0.01788;-9.43E-05;-9.43E-03;-7.83E-09;2.93E-08;1260;21;1260;7.95E-03
1.16E-05;-2.07E-07;-0.01788;-9.40E-05;-9.40E-03;-6.23E-07;2.33E-06;1270;21.2;1270;0.0234
3.05E-06;-5.46E-08;-0.01788;-9.38E-05;-9.38E-03;-1.65E-07;6.14E-07;1280;21.3;1280;0.01857
-1.35E-05;2.40E-07;-0.01788;-9.42E-05;-9.42E-03;7.24E-07;-2.71E-06;1290;21.5;1290;0.03339
-9.53E-06;1.70E-07;-0.01788;-9.50E-05;-9.50E-03;5.13E-07;-1.92E-06;1300;21.7;1300;0.03091
1.07E-05;-1.91E-07;-0.01788;-9.55E-05;-9.55E-03;-5.76E-07;2.15E-06;1310;21.8;1310;0.02611
-1.35E-05;2.42E-07;-0.01788;-9.55E-05;-9.55E-03;7.28E-07;-2.72E-06;1320;22;1320;0.01641
1.60E-06;-2.86E-08;-0.01788;-9.79E-05;-9.79E-03;-8.62E-08;3.22E-07;1330;22.2;1330;0.01564
2.33E-06;-4.16E-08;-0.01788;-9.98E-05;-9.98E-03;-1.25E-07;4.68E-07;1340;22.3;1340;0.0299
-8.29E-06;1.48E-07;-0.01788;-9.57E-05;-9.57E-03;4.46E-07;-1.67E-06;1350;22.5;1350;0.03027
-7.93E-06;1.42E-07;-0.01788;-9.70E-05;-9.70E-03;4.27E-07;-1.60E-06;1359.99;22.7;1360;0.01274
2.62E-06;-4.68E-08;-0.01788;-9.82E-05;-9.82E-03;-1.41E-07;5.27E-07;1369.99;22.8;1370;0.02725
1.53E-06;-2.73E-08;-0.01788;-9.85E-05;-9.85E-03;-8.22E-08;3.07E-07;1379.99;23;1380;6.00E-03
-1.67E-06;2.99E-08;-0.01788;-9.57E-05;-9.57E-03;9.01E-08;-3.37E-07;1390;23.2;1390;0.01252
5.02E-06;-8.97E-08;-0.01788;-1.00E-04;-0.01001;-2.70E-07;1.01E-06;1399.99;23.3;1400;0.03278
-2.18E-06;3.90E-08;-0.01788;-9.73E-05;-9.73E-03;1.17E-07;-4.39E-07;1410.01;23.5;1410;0.03047
1.02E-06;-1.82E-08;-0.01787;-9.86E-05;-9.86E-03;-5.48E-08;2.05E-07;1420.01;23.7;1420;0.03065
-3.64E-06;6.50E-08;-0.01788;-9.86E-05;-9.86E-03;1.96E-07;-7.32E-07;1430.01;23.8;1430;0.01718
5.82E-06;-1.04E-07;-0.01788;-9.52E-05;-9.52E-03;-3.13E-07;1.17E-06;1440.01;24;1440;0.01426
8.58E-06;-1.53E-07;-0.01788;-9.88E-05;-9.88E-03;-4.62E-07;1.73E-06;1450.01;24.2;1450;0.02024
-6.54E-07;1.17E-08;-0.01788;-1.03E-04;-0.010284;3.52E-08;-1.32E-07;1460.01;24.3;1460;0.02217
8.80E-06;-1.57E-07;-0.01788;-9.87E-05;-9.87E-03;-4.74E-07;1.77E-06;1470;24.5;1470;0.02507
1.06E-05;-1.90E-07;-0.01788;-1.01E-04;-0.010121;-5.72E-07;2.14E-06;1480;24.7;1480;0.02506
9.45E-07;-1.69E-08;-0.01788;-1.02E-04;-0.010199;-5.09E-08;1.90E-07;1490;24.8;1490;0.03336
-6.33E-06;1.13E-07;-0.01788;-1.03E-04;-0.010272;3.41E-07;-1.27E-06;1500;25;1500;0.02929
1.02E-05;-1.82E-07;-0.01787;-1.04E-04;-0.010374;-5.48E-07;2.05E-06;1510;25.2;1510;0.01926
-4.36E-07;7.80E-09;-0.01788;-9.87E-05;-9.87E-03;2.35E-08;-8.78E-08;1520;25.3;1520;0.01791
-7.71E-06;1.38E-07;-0.01788;-1.06E-04;-0.010563;4.15E-07;-1.55E-06;1530;25.5;1530;0.01887
-1.60E-06;2.86E-08;-0.01788;-1.02E-04;-0.010159;8.62E-08;-3.22E-07;1540;25.7;1540;0.01866
2.40E-06;-4.29E-08;-0.01788;-1.05E-04;-0.010447;-1.29E-07;4.83E-07;1550;25.8;1550;0.02487
-1.55E-05;2.77E-07;-0.01788;-1.04E-04;-0.010365;8.34E-07;-3.12E-06;1560;26;1560;0.02854
4.51E-06;-8.06E-08;-0.01788;-1.05E-04;-0.010496;-2.43E-07;9.07E-07;1570;26.2;1570;0.02621
-4.29E-06;7.67E-08;-0.01788;-1.01E-04;-0.010086;2.31E-07;-8.63E-07;1580;26.3;1580;4.98E-03
-1.24E-06;2.21E-08;-0.01788;-1.02E-04;-0.010167;6.66E-08;-2.49E-07;1590;26.5;1590;0.01071
-4.36E-06;7.80E-08;-0.01788;-1.03E-04;-0.010336;2.35E-07;-8.78E-07;1600;26.7;1600;0.02233
-1.04E-05;1.86E-07;-0.01788;-1.11E-04;-0.011133;5.60E-07;-2.09E-06;1610;26.8;1610;0.01001
-6.11E-06;1.09E-07;-0.01788;-1.06E-04;-0.010609;3.29E-07;-1.23E-06;1620;27;1620;0.01941
-1.02E-06;1.82E-08;-0.01787;-1.05E-04;-0.010449;5.48E-08;-2.05E-07;1630;27.2;1630;4.61E-03
3.64E-07;-6.50E-09;-0.01788;-9.87E-05;-9.87E-03;-1.96E-08;7.32E-08;1640;27.3;1640;0.01577
-1.11E-05;1.98E-07;-0.01788;-1.07E-04;-0.01072;5.95E-07;-2.22E-06;1650;27.5;1650;0.03466
-6.11E-06;1.09E-07;-0.01788;-1.02E-04;-0.010208;3.29E-07;-1.23E-06;1660;27.7;1660;0.02753
-7.34E-06;1.31E-07;-0.01788;-1.07E-04;-0.010726;3.96E-07;-1.48E-06;1670;27.8;1670;0.02078
1.11E-05;-1.98E-07;-0.01788;-1.10E-04;-0.010961;-5.95E-07;2.22E-06;1680;28;1680;0.01881
1.24E-05;-2.21E-07;-0.01788;-1.05E-04;-0.010513;-6.66E-07;2.49E-06;1690;28.2;1690;0.02503
-5.74E-06;1.03E-07;-0.01787;-1.08E-04;-0.010801;3.09E-07;-1.16E-06;1700;28.3;1700;0.03368
-2.91E-07;5.20E-09;-0.01788;-1.09E-04;-0.010851;1.57E-08;-5.85E-08;1710;28.5;1710;0.01209
7.93E-06;-1.42E-07;-0.01788;-1.08E-04;-0.01079;-4.27E-07;1.60E-06;1720;28.7;1720;0.02842
-7.27E-06;1.30E-07;-0.01788;-1.09E-04;-0.010889;3.92E-07;-1.46E-06;1730;28.8;1730;0.02497
-4.51E-06;8.06E-08;-0.01788;-1.07E-04;-0.010743;2.43E-07;-9.07E-07;1740;29;1740;0.01303
-3.42E-06;6.11E-08;-0.01788;-1.09E-04;-0.010912;1.84E-07;-6.88E-07;1750;29.2;1750;0.01551
-4.29E-06;7.67E-08;-0.01788;-1.10E-04;-0.010955;2.31E-07;-8.63E-07;1760;29.3;1760;0.01536
2.04E-06;-3.64E-08;-0.01787;-1.15E-04;-0.01147;-1.10E-07;4.10E-07;1770;29.5;1770;0.01802
-6.18E-06;1.11E-07;-0.01788;-1.11E-04;-0.01111;3.33E-07;-1.24E-06;1780.01;29.7;1780;0.02865
9.89E-06;-1.77E-07;-0.01788;-1.09E-04;-0.010877;-5.33E-07;1.99E-06;1790;29.8;1790;0.03752
2.11E-06;-3.77E-08;-0.01787;-1.12E-04;-0.011232;-1.14E-07;4.24E-07;1800;30;1800;0.02154
4.44E-06;-7.93E-08;-0.01788;-1.14E-04;-0.011427;-2.39E-07;8.92E-07;1810;30.2;1810;0.02825
1.24E-05;-2.22E-07;-0.01788;-1.10E-04;-0.010961;-6.70E-07;2.50E-06;1819.99;30.3;1820;0.02863
5.96E-06;-1.07E-07;-0.01788;-1.09E-04;-0.010886;-3.21E-07;1.20E-06;1829.99;30.5;1830;0.03077
3.71E-06;-6.63E-08;-0.01788;-1.13E-04;-0.011261;-2.00E-07;7.46E-07;1839.99;30.7;1840;0.03749
4.36E-07;-7.80E-09;-0.01788;-1.10E-04;-0.011022;-2.35E-08;8.78E-08;1850;30.8;1850;0.02398
-3.05E-06;5.46E-08;-0.01788;-1.12E-04;-0.011238;1.64E-07;-6.14E-07;1859.99;31;1860;0.03287
1.30E-05;-2.33E-07;-0.01788;-1.14E-04;-0.011377;-7.01E-07;2.62E-06;1870.01;31.2;1870;0.03132
8.00E-07;-1.43E-08;-0.01788;-1.17E-04;-0.011651;-4.31E-08;1.61E-07;1880.01;31.3;1880;0.02882
6.54E-07;-1.17E-08;-0.01788;-1.17E-04;-0.011683;-3.52E-08;1.32E-07;1890.01;31.5;1890;0.0315
-1.39E-05;2.48E-07;-0.01788;-1.15E-04;-0.011467;7.48E-07;-2.79E-06;1900.01;31.7;1900;0.02476
-1.68E-05;3.00E-07;-0.01788;-1.17E-04;-0.011677;9.05E-07;-3.38E-06;1910.01;31.8;1910;0.03017
-7.34E-06;1.31E-07;-0.01788;-1.14E-04;-0.011351;3.96E-07;-1.48E-06;1920.02;32;1920;0.02068
-3.64E-07;6.50E-09;-0.01788;-1.21E-04;-0.012098;1.96E-08;-7.32E-08;1930.01;32.2;1930;0.02899
5.53E-06;-9.88E-08;-0.01788;-1.16E-04;-0.011601;-2.98E-07;1.11E-06;1940;32.3;1940;0.02263
3.49E-06;-6.24E-08;-0.01788;-1.18E-04;-0.011749;-1.88E-07;7.02E-07;1950;32.5;1950;0.02918
-2.04E-06;3.64E-08;-0.01787;-1.17E-04;-0.011648;1.10E-07;-4.10E-07;1960;32.7;1960;0.01667
-2.18E-06;3.90E-08;-0.01788;-1.17E-04;-0.011662;1.17E-07;-4.39E-07;1970;32.8;1970;0.02165
1.47E-05;-2.63E-07;-0.01788;-1.18E-04;-0.01177;-7.91E-07;2.96E-06;1980;33;1980;0.01873
2.25E-06;-4.03E-08;-0.01788;-1.21E-04;-0.012139;-1.21E-07;4.54E-07;1990;33.2;1990;0.01414
-7.13E-06;1.27E-07;-0.01788;-1.19E-04;-0.011845;3.84E-07;-1.43E-06;2000;33.3;2000;0.03573
-4.36E-06;7.80E-08;-0.01788;-1.18E-04;-0.011749;2.35E-07;-8.78E-07;2010;33.5;2010;0.02512
-8.00E-07;1.43E-08;-0.01788;-1.15E-04;-0.011467;4.31E-08;-1.61E-07;2020;33.7;2020;0.01316
2.69E-06;-4.81E-08;-0.01788;-1.22E-04;-0.012174;-1.45E-07;5.41E-07;2030;33.8;2030;0.01954
-8.43E-06;1.51E-07;-0.01788;-1.16E-04;-0.011642;4.54E-07;-1.70E-06;2040;34;2040;0.02224
9.96E-06;-1.78E-07;-0.01788;-1.15E-04;-0.01147;-5.37E-07;2.00E-06;2050;34.2;2050;0.03358
-1.37E-05;2.44E-07;-0.01788;-1.19E-04;-0.011886;7.36E-07;-2.75E-06;2060;34.3;2060;0.01759
-9.45E-07;1.69E-08;-0.01788;-1.18E-04;-0.011752;5.09E-08;-1.90E-07;2070;34.5;2070;0.01434
-3.78E-06;6.76E-08;-0.01788;-1.23E-04;-0.012273;2.04E-07;-7.61E-07;2080;34.7;2080;0.01528
-5.09E-07;9.10E-09;-0.01788;-1.21E-04;-0.012093;2.74E-08;-1.02E-07;2090;34.8;2090;0.01948
-5.09E-06;9.10E-08;-0.01788;-1.24E-04;-0.01243;2.74E-07;-1.02E-06;2100;35;2100;0.01471
