171012 40 OPL 60 PDMS 38,3 Fe 5 - 4000 Pa;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
;;;;;;;;;;
shear rate;shear stress;viscosity;strain;% strain;torque;velocity;time global;time global;time;normal force
1/s;Pa;Pa.s;;;micro N.m;rad/s;s;min;s;N
3.85E-06;-6.89E-08;-0.01788;-1.78E-03;-0.1776;-2.08E-07;7.75E-07;28980.012;483;180.01;-0.08846
-1.34E-05;2.39E-07;-0.01788;-1.82E-03;-0.18215;7.21E-07;-2.69E-06;28990.016;483.2;190.02;-0.08755
3.27E-06;-5.85E-08;-0.01788;-1.86E-03;-0.1861;-1.76E-07;6.58E-07;29000.012;483.3;200.01;-0.1186
9.16E-06;-1.64E-07;-0.01788;-1.90E-03;-0.19038;-4.93E-07;1.84E-06;29010.012;483.5;210.01;-0.1103
5.89E-06;-1.05E-07;-0.01788;-1.95E-03;-0.19489;-3.17E-07;1.19E-06;29020.008;483.7;220.01;-0.1039
-2.55E-06;4.55E-08;-0.01788;-1.99E-03;-0.1988;1.37E-07;-5.12E-07;29030.008;483.8;230.01;-0.1006
-5.09E-06;9.10E-08;-0.01788;-2.03E-03;-0.20261;2.74E-07;-1.02E-06;29040.008;484;240.01;-0.1197
-7.49E-06;1.34E-07;-0.01788;-2.06E-03;-0.20631;4.03E-07;-1.51E-06;29050.008;484.2;250.01;-0.107
-1.38E-05;2.47E-07;-0.01788;-2.09E-03;-0.20911;7.44E-07;-2.78E-06;29060.008;484.3;260.01;-0.1016
-1.32E-05;2.35E-07;-0.01788;-2.13E-03;-0.21319;7.09E-07;-2.65E-06;29070.008;484.5;270.01;-0.09679
5.09E-07;-9.10E-09;-0.01788;-2.16E-03;-0.21623;-2.74E-08;1.02E-07;29080.008;484.7;280.01;-0.1085
2.18E-06;-3.90E-08;-0.01788;-2.20E-03;-0.21985;-1.18E-07;4.39E-07;29090.008;484.8;290.01;-0.1105
-9.74E-06;1.74E-07;-0.01788;-2.23E-03;-0.22264;5.25E-07;-1.96E-06;29100.023;485;300.02;-0.1144
-1.77E-05;3.16E-07;-0.01788;-2.26E-03;-0.22565;9.52E-07;-3.56E-06;29110.008;485.2;310.01;-0.1082
-6.40E-06;1.14E-07;-0.01788;-2.29E-03;-0.22929;3.45E-07;-1.29E-06;29120.004;485.3;320;-0.1051
4.36E-06;-7.80E-08;-0.01788;-2.32E-03;-0.23221;-2.35E-07;8.78E-07;29130.004;485.5;330;-0.1177
-3.85E-06;6.89E-08;-0.01788;-2.35E-03;-0.23514;2.08E-07;-7.75E-07;29140.004;485.7;340;-0.1159
5.82E-07;-1.04E-08;-0.01788;-2.38E-03;-0.23764;-3.13E-08;1.17E-07;29150.004;485.8;350;-0.1072
6.54E-06;-1.17E-07;-0.01788;-2.40E-03;-0.24037;-3.52E-07;1.32E-06;29160.008;486;360.01;-0.1148
-2.18E-06;3.90E-08;-0.01788;-2.43E-03;-0.24288;1.17E-07;-4.39E-07;29170.004;486.2;370;-0.09719
5.31E-06;-9.49E-08;-0.01788;-2.45E-03;-0.24541;-2.86E-07;1.07E-06;29180.008;486.3;380.01;-0.1061
-2.76E-06;4.94E-08;-0.01788;-2.48E-03;-0.24815;1.49E-07;-5.56E-07;29190.004;486.5;390;-0.1107
3.20E-06;-5.72E-08;-0.01788;-2.51E-03;-0.25077;-1.72E-07;6.44E-07;29200.004;486.7;400;-0.1042
-1.75E-06;3.12E-08;-0.01788;-2.54E-03;-0.25347;9.40E-08;-3.51E-07;29210.004;486.8;410;-0.1073
1.11E-05;-1.99E-07;-0.01788;-2.56E-03;-0.25604;-5.99E-07;2.24E-06;29220.004;487;420;-0.09491
6.62E-06;-1.18E-07;-0.01787;-2.59E-03;-0.25907;-3.56E-07;1.33E-06;29230.004;487.2;430;-0.1077
-8.73E-07;1.56E-08;-0.01788;-2.61E-03;-0.26095;4.70E-08;-1.76E-07;29240;487.3;440;-0.1087
-8.80E-06;1.57E-07;-0.01788;-2.63E-03;-0.26291;4.74E-07;-1.77E-06;29250;487.5;450;-0.1067
3.85E-06;-6.89E-08;-0.01788;-2.65E-03;-0.26539;-2.08E-07;7.75E-07;29260;487.7;460;-0.1158
5.60E-06;-1.00E-07;-0.01787;-2.68E-03;-0.26772;-3.02E-07;1.13E-06;29270.004;487.8;470;-0.102
-1.18E-05;2.11E-07;-0.01788;-2.70E-03;-0.27005;6.34E-07;-2.37E-06;29280;488;480;-0.1052
-5.31E-06;9.49E-08;-0.01788;-2.72E-03;-0.2719;2.86E-07;-1.07E-06;29290.016;488.2;490.02;-0.1071
1.31E-06;-2.34E-08;-0.01788;-2.74E-03;-0.27404;-7.05E-08;2.63E-07;29300.016;488.3;500.02;-0.09709
-1.05E-05;1.87E-07;-0.01788;-2.76E-03;-0.27589;5.64E-07;-2.11E-06;29310;488.5;510;-0.1058
6.98E-06;-1.25E-07;-0.01788;-2.78E-03;-0.27829;-3.76E-07;1.40E-06;29320.016;488.7;520.02;-0.1042
2.18E-06;-3.90E-08;-0.01788;-2.80E-03;-0.28025;-1.18E-07;4.39E-07;29330.016;488.8;530.02;-0.1183
-5.02E-06;8.97E-08;-0.01788;-2.82E-03;-0.28237;2.70E-07;-1.01E-06;29340.016;489;540.02;-0.111
6.54E-07;-1.17E-08;-0.01788;-2.84E-03;-0.28437;-3.52E-08;1.32E-07;29350.023;489.2;550.02;-0.1059
-5.38E-06;9.62E-08;-0.01788;-2.86E-03;-0.28604;2.90E-07;-1.08E-06;29360.012;489.3;560.01;-0.1019
-5.60E-06;1.00E-07;-0.01787;-2.88E-03;-0.28791;3.02E-07;-1.13E-06;29370.012;489.5;570.01;-0.09904
9.53E-06;-1.70E-07;-0.01788;-2.90E-03;-0.29008;-5.13E-07;1.92E-06;29380.012;489.7;580.01;-0.09868
7.78E-06;-1.39E-07;-0.01788;-2.92E-03;-0.29163;-4.19E-07;1.57E-06;29390.012;489.8;590.01;-0.09902
6.54E-07;-1.17E-08;-0.01788;-2.94E-03;-0.29377;-3.52E-08;1.32E-07;29400.012;490;600.01;-0.1089
-1.05E-05;1.87E-07;-0.01788;-2.95E-03;-0.29534;5.64E-07;-2.11E-06;29410.012;490.2;610.01;-0.1035
-3.71E-06;6.63E-08;-0.01788;-2.98E-03;-0.29765;2.00E-07;-7.46E-07;29420.023;490.3;620.02;-0.08979
8.22E-06;-1.47E-07;-0.01788;-2.99E-03;-0.29876;-4.43E-07;1.65E-06;29430.012;490.5;630.01;-0.08866
8.65E-06;-1.55E-07;-0.01788;-3.00E-03;-0.3003;-4.66E-07;1.74E-06;29440.012;490.7;640.01;-0.09057
-1.75E-06;3.12E-08;-0.01788;-3.02E-03;-0.30218;9.40E-08;-3.51E-07;29450.008;490.8;650.01;-0.1014
5.38E-06;-9.62E-08;-0.01788;-3.04E-03;-0.30406;-2.90E-07;1.08E-06;29460.008;491;660.01;-0.1091
8.00E-07;-1.43E-08;-0.01788;-3.05E-03;-0.30538;-4.31E-08;1.61E-07;29470.008;491.2;670.01;-0.1118
8.51E-06;-1.52E-07;-0.01788;-3.07E-03;-0.30739;-4.58E-07;1.71E-06;29480.008;491.3;680.01;-0.1044
-2.91E-07;5.20E-09;-0.01788;-3.09E-03;-0.30898;1.57E-08;-5.85E-08;29490.023;491.5;690.02;-0.1062
-2.98E-06;5.33E-08;-0.01788;-3.10E-03;-0.31014;1.61E-07;-6.00E-07;29500.008;491.7;700.01;-0.09851
-5.09E-07;9.10E-09;-0.01788;-3.12E-03;-0.31219;2.74E-08;-1.02E-07;29510.008;491.8;710.01;-0.1076
-1.02E-06;1.82E-08;-0.01787;-3.14E-03;-0.31402;5.48E-08;-2.05E-07;29520.008;492;720.01;-0.09333
1.29E-05;-2.31E-07;-0.01788;-3.15E-03;-0.31529;-6.97E-07;2.60E-06;29530.008;492.2;730.01;-0.101
-3.27E-06;5.85E-08;-0.01788;-3.17E-03;-0.31679;1.76E-07;-6.58E-07;29540.008;492.3;740.01;-0.1084
-5.45E-06;9.75E-08;-0.01788;-3.18E-03;-0.31781;2.94E-07;-1.10E-06;29550.008;492.5;750.01;-0.108
-2.43E-05;4.34E-07;-0.01787;-3.20E-03;-0.32008;1.31E-06;-4.89E-06;29560.008;492.7;760.01;-0.09604
-1.37E-05;2.44E-07;-0.01788;-3.21E-03;-0.32137;7.36E-07;-2.75E-06;29570.004;492.8;770;-0.09466
-4.36E-07;7.80E-09;-0.01788;-3.23E-03;-0.32294;2.35E-08;-8.78E-08;29580.004;493;780;-0.1093
2.04E-06;-3.64E-08;-0.01787;-3.24E-03;-0.32444;-1.10E-07;4.10E-07;29590.004;493.2;790;-0.09645
-6.11E-06;1.09E-07;-0.01788;-3.26E-03;-0.32593;3.29E-07;-1.23E-06;29600.004;493.3;800;-0.08911
2.91E-06;-5.20E-08;-0.01788;-3.27E-03;-0.32701;-1.57E-07;5.85E-07;29610.004;493.5;810;-0.1042
-2.04E-05;3.64E-07;-0.01787;-3.28E-03;-0.32806;1.10E-06;-4.10E-06;29620.004;493.7;820;-0.1138
-8.00E-06;1.43E-07;-0.01788;-3.30E-03;-0.33;4.31E-07;-1.61E-06;29630.004;493.8;830;-0.1055
6.40E-06;-1.14E-07;-0.01788;-3.31E-03;-0.33092;-3.45E-07;1.29E-06;29640.004;494;840;-0.1019
-7.71E-06;1.38E-07;-0.01788;-3.32E-03;-0.33238;4.15E-07;-1.55E-06;29650;494.2;850;-0.1105
-1.07E-05;1.91E-07;-0.01788;-3.33E-03;-0.33341;5.76E-07;-2.15E-06;29660.004;494.3;860;-0.1088
-1.48E-05;2.64E-07;-0.01788;-3.35E-03;-0.3349;7.95E-07;-2.97E-06;29670;494.5;870;-0.1044
-8.22E-06;1.47E-07;-0.01788;-3.36E-03;-0.33615;4.43E-07;-1.65E-06;29680.004;494.7;880;-0.1189
4.80E-06;-8.58E-08;-0.01788;-3.38E-03;-0.33763;-2.58E-07;9.66E-07;29690;494.8;890;-0.1013
1.82E-06;-3.25E-08;-0.01788;-3.38E-03;-0.33843;-9.79E-08;3.66E-07;29700;495;900;-0.09593
-1.09E-06;1.95E-08;-0.01788;-3.40E-03;-0.34012;5.87E-08;-2.19E-07;29710;495.2;910;-0.1054
-4.94E-06;8.84E-08;-0.01788;-3.42E-03;-0.34173;2.66E-07;-9.95E-07;29720;495.3;920;-0.1052
-5.82E-06;1.04E-07;-0.01788;-3.43E-03;-0.34258;3.13E-07;-1.17E-06;29730;495.5;930;-0.09013
-7.42E-06;1.33E-07;-0.01788;-3.44E-03;-0.34383;3.99E-07;-1.49E-06;29740;495.7;940;-0.0896
3.13E-06;-5.59E-08;-0.01788;-3.45E-03;-0.34513;-1.68E-07;6.29E-07;29750.016;495.8;950.02;-0.1056
2.91E-06;-5.20E-08;-0.01788;-3.46E-03;-0.34613;-1.57E-07;5.85E-07;29760.016;496;960.02;-0.09482
-4.51E-06;8.06E-08;-0.01788;-3.47E-03;-0.34731;2.43E-07;-9.07E-07;29770.016;496.2;970.02;-0.1199
-9.82E-06;1.76E-07;-0.01788;-3.49E-03;-0.34873;5.29E-07;-1.98E-06;29780.012;496.3;980.01;-0.1106
-6.11E-06;1.09E-07;-0.01788;-3.50E-03;-0.3502;3.29E-07;-1.23E-06;29790.012;496.5;990.01;-0.1037
-9.45E-06;1.69E-07;-0.01788;-3.51E-03;-0.3507;5.09E-07;-1.90E-06;29800.01;496.7;1000;-0.1074
8.80E-06;-1.57E-07;-0.01788;-3.52E-03;-0.35168;-4.74E-07;1.77E-06;29810.02;496.8;1010;-0.1064
-6.83E-06;1.22E-07;-0.01788;-3.53E-03;-0.35323;3.68E-07;-1.38E-06;29820.01;497;1020;-0.101
-1.19E-05;2.13E-07;-0.01788;-3.54E-03;-0.3543;6.42E-07;-2.40E-06;29830.02;497.2;1030;-0.1058
-9.60E-06;1.72E-07;-0.01788;-3.56E-03;-0.35553;5.17E-07;-1.93E-06;29840.01;497.3;1040;-0.1064
1.13E-05;-2.01E-07;-0.01788;-3.57E-03;-0.35683;-6.07E-07;2.27E-06;29850.01;497.5;1050;-0.1213
-1.75E-05;3.13E-07;-0.01788;-3.58E-03;-0.35747;9.44E-07;-3.53E-06;29860.01;497.7;1060;-0.09466
-1.05E-05;1.87E-07;-0.01788;-3.59E-03;-0.35851;5.64E-07;-2.11E-06;29870.01;497.8;1070;-0.118
4.22E-06;-7.54E-08;-0.01788;-3.59E-03;-0.35908;-2.27E-07;8.49E-07;29880.01;498;1080;-0.1028
5.45E-06;-9.75E-08;-0.01788;-3.61E-03;-0.36071;-2.94E-07;1.10E-06;29890.01;498.2;1090;-0.1139
-1.44E-05;2.57E-07;-0.01788;-3.62E-03;-0.36179;7.75E-07;-2.90E-06;29900.01;498.3;1100;-0.08716
-1.05E-05;1.87E-07;-0.01788;-3.63E-03;-0.36295;5.64E-07;-2.11E-06;29910.01;498.5;1110;-0.1203
-8.07E-06;1.44E-07;-0.01788;-3.64E-03;-0.36371;4.35E-07;-1.62E-06;29920.02;498.7;1120;-0.1057
9.23E-06;-1.65E-07;-0.01788;-3.65E-03;-0.36481;-4.97E-07;1.86E-06;29930.01;498.8;1130;-0.1048
-6.47E-06;1.16E-07;-0.01788;-3.66E-03;-0.36579;3.49E-07;-1.30E-06;29940.01;499;1140;-0.1076
1.47E-05;-2.63E-07;-0.01788;-3.67E-03;-0.36669;-7.91E-07;2.96E-06;29950.01;499.2;1150;-0.1023
-3.93E-06;7.02E-08;-0.01788;-3.68E-03;-0.3678;2.11E-07;-7.90E-07;29960.01;499.3;1160;-0.1096
-1.23E-05;2.20E-07;-0.01788;-3.69E-03;-0.36891;6.62E-07;-2.47E-06;29970.01;499.5;1170;-0.1115
-6.54E-07;1.17E-08;-0.01788;-3.70E-03;-0.36947;3.52E-08;-1.32E-07;29980.01;499.7;1180;-0.108
2.76E-06;-4.94E-08;-0.01788;-3.70E-03;-0.3704;-1.49E-07;5.56E-07;29990.01;499.8;1190;-0.09784
1.37E-05;-2.44E-07;-0.01788;-3.72E-03;-0.37162;-7.36E-07;2.75E-06;30000.02;500;1200;-0.1017
-5.38E-06;9.62E-08;-0.01788;-3.73E-03;-0.37289;2.90E-07;-1.08E-06;30010.01;500.2;1210;-0.1073
-1.67E-06;2.99E-08;-0.01788;-3.74E-03;-0.37345;9.01E-08;-3.37E-07;30020;500.3;1220;-0.1214
-7.49E-06;1.34E-07;-0.01788;-3.75E-03;-0.37489;4.03E-07;-1.51E-06;30030;500.5;1230;-0.1007
2.40E-06;-4.29E-08;-0.01788;-3.76E-03;-0.37599;-1.29E-07;4.83E-07;30040;500.7;1240;-0.104
-1.16E-05;2.08E-07;-0.01788;-3.76E-03;-0.37613;6.27E-07;-2.34E-06;30050;500.8;1250;-0.1102
5.24E-06;-9.36E-08;-0.01788;-3.77E-03;-0.37717;-2.82E-07;1.05E-06;30060;501;1260;-0.1012
-2.06E-05;3.68E-07;-0.01788;-3.78E-03;-0.37812;1.11E-06;-4.14E-06;30070;501.2;1270;-0.1036
4.80E-06;-8.58E-08;-0.01788;-3.79E-03;-0.37934;-2.58E-07;9.66E-07;30080;501.3;1280;-0.1158
1.89E-06;-3.38E-08;-0.01788;-3.81E-03;-0.38048;-1.02E-07;3.80E-07;30090;501.5;1290;-0.1141
5.82E-07;-1.04E-08;-0.01788;-3.81E-03;-0.38132;-3.13E-08;1.17E-07;30100;501.7;1300;-0.08983
1.24E-06;-2.21E-08;-0.01788;-3.82E-03;-0.38148;-6.66E-08;2.49E-07;30110;501.8;1310;-0.1081
-8.87E-06;1.59E-07;-0.01788;-3.83E-03;-0.38291;4.78E-07;-1.79E-06;30120;502;1320;-0.09347
5.89E-06;-1.05E-07;-0.01788;-3.83E-03;-0.38316;-3.17E-07;1.19E-06;30130;502.2;1330;-0.1031
-1.89E-06;3.38E-08;-0.01788;-3.85E-03;-0.38451;1.02E-07;-3.80E-07;30140;502.3;1340;-0.1054
9.02E-06;-1.61E-07;-0.01788;-3.86E-03;-0.38563;-4.86E-07;1.81E-06;30150;502.5;1350;-0.113
-6.18E-06;1.11E-07;-0.01788;-3.86E-03;-0.38625;3.33E-07;-1.24E-06;30160;502.7;1360;-0.09388
2.47E-06;-4.42E-08;-0.01788;-3.87E-03;-0.38706;-1.33E-07;4.97E-07;30170;502.8;1370;-0.1164
-2.98E-06;5.33E-08;-0.01788;-3.88E-03;-0.38747;1.61E-07;-6.00E-07;30180;503;1380;-0.1088
4.36E-07;-7.80E-09;-0.01788;-3.89E-03;-0.38863;-2.35E-08;8.78E-08;30190;503.2;1390;-0.09275
5.09E-06;-9.10E-08;-0.01788;-3.90E-03;-0.3898;-2.74E-07;1.02E-06;30200.02;503.3;1400;-0.09066
2.91E-07;-5.20E-09;-0.01788;-3.90E-03;-0.38999;-1.57E-08;5.85E-08;30210;503.5;1410;-0.09972
9.60E-06;-1.72E-07;-0.01788;-3.91E-03;-0.39109;-5.17E-07;1.93E-06;30220.02;503.7;1420;-0.1146
3.78E-06;-6.76E-08;-0.01788;-3.92E-03;-0.39198;-2.04E-07;7.61E-07;30230.02;503.8;1430;-0.1069
8.29E-06;-1.48E-07;-0.01788;-3.92E-03;-0.39236;-4.46E-07;1.67E-06;30240.01;504;1440;-0.1115
-2.47E-06;4.42E-08;-0.01788;-3.94E-03;-0.39349;1.33E-07;-4.97E-07;30250.01;504.2;1450;-0.1086
-2.40E-06;4.29E-08;-0.01788;-3.94E-03;-0.39421;1.29E-07;-4.83E-07;30260.01;504.3;1460;-0.1092
-7.56E-06;1.35E-07;-0.01788;-3.95E-03;-0.3946;4.07E-07;-1.52E-06;30270.01;504.5;1470;-0.1015
-8.29E-06;1.48E-07;-0.01788;-3.96E-03;-0.39632;4.46E-07;-1.67E-06;30280.01;504.7;1480;-0.1169
4.51E-06;-8.06E-08;-0.01788;-3.97E-03;-0.39665;-2.43E-07;9.07E-07;30290.02;504.8;1490;-0.1026
-1.69E-05;3.03E-07;-0.01788;-3.98E-03;-0.39758;9.12E-07;-3.41E-06;30300.01;505;1500;-0.103
-2.91E-06;5.20E-08;-0.01788;-3.98E-03;-0.39816;1.57E-07;-5.85E-07;30310.02;505.2;1510;-0.1019
2.33E-06;-4.16E-08;-0.01788;-3.99E-03;-0.39918;-1.25E-07;4.68E-07;30320.01;505.3;1520;-0.1094
-1.31E-06;2.34E-08;-0.01788;-4.00E-03;-0.40022;7.05E-08;-2.63E-07;30330.01;505.5;1530;-0.1081
-1.19E-05;2.12E-07;-0.01788;-4.01E-03;-0.4011;6.38E-07;-2.39E-06;30340.01;505.7;1540;-0.1011
1.06E-05;-1.90E-07;-0.01788;-4.01E-03;-0.40124;-5.72E-07;2.14E-06;30350.01;505.8;1550;-0.09442
9.82E-06;-1.76E-07;-0.01788;-4.02E-03;-0.40203;-5.29E-07;1.98E-06;30360.01;506;1560;-0.1197
-8.43E-06;1.51E-07;-0.01788;-4.03E-03;-0.40257;4.54E-07;-1.70E-06;30370.01;506.2;1570;-0.1083
1.16E-06;-2.08E-08;-0.01788;-4.03E-03;-0.4032;-6.27E-08;2.34E-07;30380.01;506.3;1580;-0.1114
-9.38E-06;1.68E-07;-0.01788;-4.05E-03;-0.40448;5.05E-07;-1.89E-06;30390.01;506.5;1590;-0.1041
-9.45E-07;1.69E-08;-0.01788;-4.05E-03;-0.40545;5.09E-08;-1.90E-07;30400.01;506.7;1600;-0.09519
-8.07E-06;1.44E-07;-0.01788;-4.06E-03;-0.40605;4.35E-07;-1.62E-06;30410.01;506.8;1610;-0.09637
5.82E-06;-1.04E-07;-0.01788;-4.07E-03;-0.40657;-3.13E-07;1.17E-06;30420.01;507;1620;-0.1222
1.75E-06;-3.12E-08;-0.01788;-4.07E-03;-0.40714;-9.40E-08;3.51E-07;30430.01;507.2;1630;-0.09427
1.89E-06;-3.38E-08;-0.01788;-4.08E-03;-0.40767;-1.02E-07;3.80E-07;30440.01;507.3;1640;-0.1066
6.18E-06;-1.11E-07;-0.01788;-4.09E-03;-0.40864;-3.33E-07;1.24E-06;30450.01;507.5;1650;-0.1093
-8.73E-07;1.56E-08;-0.01788;-4.10E-03;-0.40953;4.70E-08;-1.76E-07;30460.01;507.7;1660;-0.09405
1.01E-05;-1.81E-07;-0.01787;-4.10E-03;-0.41;-5.44E-07;2.03E-06;30470.01;507.8;1670;-0.1062
3.49E-06;-6.24E-08;-0.01788;-4.11E-03;-0.41074;-1.88E-07;7.02E-07;30480;508;1680;-0.1109
1.67E-06;-2.99E-08;-0.01788;-4.11E-03;-0.41127;-9.01E-08;3.37E-07;30490.01;508.2;1690;-0.112
-1.31E-05;2.34E-07;-0.01788;-4.12E-03;-0.41197;7.05E-07;-2.63E-06;30500;508.3;1700;-0.1066
-5.53E-06;9.88E-08;-0.01788;-4.13E-03;-0.41265;2.98E-07;-1.11E-06;30510.01;508.5;1710;-0.104
-1.31E-05;2.34E-07;-0.01788;-4.13E-03;-0.41337;7.05E-07;-2.63E-06;30520;508.7;1720;-0.1059
2.17E-05;-3.87E-07;-0.01788;-4.14E-03;-0.4141;-1.17E-06;4.36E-06;30530;508.8;1730;-0.1005
6.83E-06;-1.22E-07;-0.01788;-4.15E-03;-0.4149;-3.68E-07;1.38E-06;30540;509;1740;-0.09992
8.14E-06;-1.46E-07;-0.01788;-4.15E-03;-0.41523;-4.39E-07;1.64E-06;30550;509.2;1750;-0.124
9.45E-07;-1.69E-08;-0.01788;-4.16E-03;-0.4159;-5.09E-08;1.90E-07;30560;509.3;1760;-0.1107
-1.92E-05;3.43E-07;-0.01788;-4.17E-03;-0.41686;1.03E-06;-3.86E-06;30570;509.5;1770;-0.1095
-5.09E-07;9.10E-09;-0.01788;-4.18E-03;-0.41759;2.74E-08;-1.02E-07;30580;509.7;1780;-0.1081
-5.16E-06;9.23E-08;-0.01788;-4.18E-03;-0.41798;2.78E-07;-1.04E-06;30590;509.8;1790;-0.1159
1.24E-06;-2.21E-08;-0.01788;-4.19E-03;-0.41875;-6.66E-08;2.49E-07;30600;510;1800;-0.09593
6.40E-06;-1.14E-07;-0.01788;-4.19E-03;-0.41919;-3.45E-07;1.29E-06;30610;510.2;1810;-0.1096
-5.09E-07;9.10E-09;-0.01788;-4.20E-03;-0.41979;2.74E-08;-1.02E-07;30620;510.3;1820;-0.1014
-1.29E-05;2.31E-07;-0.01788;-4.20E-03;-0.42036;6.97E-07;-2.60E-06;30630;510.5;1830;-0.1
-9.16E-06;1.64E-07;-0.01788;-4.21E-03;-0.42109;4.93E-07;-1.84E-06;30640;510.7;1840;-0.1164
1.31E-05;-2.34E-07;-0.01788;-4.22E-03;-0.42204;-7.05E-07;2.63E-06;30650;510.8;1850;-0.09017
-1.52E-05;2.72E-07;-0.01788;-4.23E-03;-0.42268;8.18E-07;-3.06E-06;30660;511;1860;-0.1075
-5.09E-07;9.10E-09;-0.01788;-4.23E-03;-0.42334;2.74E-08;-1.02E-07;30670.02;511.2;1870;-0.0929
7.27E-07;-1.30E-08;-0.01788;-4.23E-03;-0.42337;-3.92E-08;1.46E-07;30680.02;511.3;1880;-0.108
-1.24E-06;2.21E-08;-0.01788;-4.24E-03;-0.42418;6.66E-08;-2.49E-07;30690.02;511.5;1890;-0.0929
3.56E-06;-6.37E-08;-0.01788;-4.25E-03;-0.42462;-1.92E-07;7.17E-07;30700.01;511.7;1900;-0.1186
-4.44E-06;7.93E-08;-0.01788;-4.26E-03;-0.42584;2.39E-07;-8.92E-07;30710.01;511.8;1910;-0.1143
-5.53E-06;9.88E-08;-0.01788;-4.26E-03;-0.42606;2.98E-07;-1.11E-06;30720.01;512;1920;-0.1126
-5.82E-07;1.04E-08;-0.01788;-4.27E-03;-0.42661;3.13E-08;-1.17E-07;30730.01;512.2;1930;-0.1022
3.64E-06;-6.50E-08;-0.01788;-4.27E-03;-0.4273;-1.96E-07;7.32E-07;30740.01;512.3;1940;-0.1074
-8.22E-06;1.47E-07;-0.01788;-4.28E-03;-0.42791;4.43E-07;-1.65E-06;30750.02;512.5;1950;-0.1043
1.45E-07;-2.60E-09;-0.01788;-4.29E-03;-0.4286;-7.83E-09;2.93E-08;30760.01;512.7;1960;-0.1014
-6.47E-06;1.16E-07;-0.01788;-4.29E-03;-0.42929;3.49E-07;-1.30E-06;30770.01;512.8;1970;-0.1093
-6.25E-06;1.12E-07;-0.01788;-4.30E-03;-0.42946;3.37E-07;-1.26E-06;30780.01;513;1980;-0.09161
3.56E-06;-6.37E-08;-0.01788;-4.31E-03;-0.43063;-1.92E-07;7.17E-07;30790.01;513.2;1990;-0.1095
1.15E-05;-2.05E-07;-0.01788;-4.30E-03;-0.43019;-6.19E-07;2.31E-06;30800.02;513.3;2000;-0.1072
-1.38E-06;2.47E-08;-0.01788;-4.32E-03;-0.43155;7.44E-08;-2.78E-07;30810.01;513.5;2010;-0.1099
2.84E-06;-5.07E-08;-0.01787;-4.32E-03;-0.43168;-1.53E-07;5.71E-07;30820.01;513.7;2020;-0.1086
5.96E-06;-1.07E-07;-0.01788;-4.33E-03;-0.43254;-3.21E-07;1.20E-06;30830.01;513.8;2030;-0.1171
5.09E-07;-9.10E-09;-0.01788;-4.33E-03;-0.43286;-2.74E-08;1.02E-07;30840.01;514;2040;-0.1144
1.13E-05;-2.03E-07;-0.01788;-4.34E-03;-0.43348;-6.11E-07;2.28E-06;30850.01;514.2;2050;-0.1061
-1.53E-05;2.73E-07;-0.01788;-4.35E-03;-0.43455;8.22E-07;-3.07E-06;30860.01;514.3;2060;-0.09048
-6.76E-06;1.21E-07;-0.01788;-4.35E-03;-0.43459;3.64E-07;-1.36E-06;30870.01;514.5;2070;-0.09591
-3.85E-06;6.89E-08;-0.01788;-4.35E-03;-0.43532;2.08E-07;-7.75E-07;30880.01;514.7;2080;-0.1125
-1.26E-05;2.25E-07;-0.01788;-4.36E-03;-0.4359;6.77E-07;-2.53E-06;30890.01;514.8;2090;-0.1115
-1.38E-06;2.47E-08;-0.01788;-4.36E-03;-0.43623;7.44E-08;-2.78E-07;30900;515;2100;-0.1146
-7.27E-07;1.30E-08;-0.01788;-4.37E-03;-0.43694;3.92E-08;-1.46E-07;30910;515.2;2110;-0.1129
3.35E-06;-5.98E-08;-0.01788;-4.38E-03;-0.43751;-1.80E-07;6.73E-07;30920.01;515.3;2120;-0.1002
-1.22E-05;2.18E-07;-0.01788;-4.38E-03;-0.43815;6.58E-07;-2.46E-06;30930.01;515.5;2130;-0.1029
4.00E-06;-7.15E-08;-0.01788;-4.38E-03;-0.43845;-2.15E-07;8.05E-07;30940;515.7;2140;-0.104
-2.62E-06;4.68E-08;-0.01788;-4.39E-03;-0.439;1.41E-07;-5.27E-07;30950;515.8;2150;-0.0994
1.28E-05;-2.29E-07;-0.01788;-4.40E-03;-0.43959;-6.89E-07;2.58E-06;30960;516;2160;-0.08634
1.39E-05;-2.48E-07;-0.01788;-4.40E-03;-0.44009;-7.48E-07;2.79E-06;30970;516.2;2170;-0.1116
4.44E-06;-7.93E-08;-0.01788;-4.41E-03;-0.44071;-2.39E-07;8.92E-07;30980;516.3;2180;-0.1
2.69E-06;-4.81E-08;-0.01788;-4.41E-03;-0.44095;-1.45E-07;5.41E-07;30990;516.5;2190;-0.1133
-8.73E-07;1.56E-08;-0.01788;-4.42E-03;-0.44175;4.70E-08;-1.76E-07;31000;516.7;2200;-0.1081
-2.76E-06;4.94E-08;-0.01788;-4.43E-03;-0.44249;1.49E-07;-5.56E-07;31010;516.8;2210;-0.1066
5.82E-06;-1.04E-07;-0.01788;-4.43E-03;-0.44253;-3.13E-07;1.17E-06;31020;517;2220;-0.09368
-7.20E-06;1.29E-07;-0.01788;-4.44E-03;-0.44385;3.88E-07;-1.45E-06;31030;517.2;2230;-0.111
