171214 60 OPL 40 PDMS 45,6 FE 24 Oi, @30 degrees C 10 - 4000 Pa;;;;;;;;;;;
;;;;;;;;;;;
Overspeed @ 4000 Pa after about 30 seconds;;;;;;;;;;;
;;;;;;;;;;;
shear rate;shear stress;viscosity;strain;% strain;torque;velocity;time global;time global;time;normal force;temperature
1/s;Pa;Pa.s;;;micro N.m;rad/s;s;min;s;N;degrees C
9.53E-06;-1.70E-07;-0.01788;-6.01E-04;-0.060135;-5.13E-07;1.92E-06;2590;43.2;2590;0.07823;30
-2.47E-06;4.42E-08;-0.01788;-6.03E-04;-0.060321;1.33E-07;-4.97E-07;2599.99;43.3;2600;0.07709;30
3.13E-06;-5.59E-08;-0.01788;-6.04E-04;-0.060385;-1.68E-07;6.29E-07;2609.99;43.5;2610;0.07287;30
7.27E-08;-1.30E-09;-0.01788;-6.07E-04;-0.060673;-3.92E-09;1.46E-08;2619.99;43.7;2620;0.06132;30
-2.84E-06;5.07E-08;-0.01787;-6.05E-04;-0.06053;1.53E-07;-5.71E-07;2629.99;43.8;2630;0.06194;30
-3.85E-06;6.89E-08;-0.01788;-6.06E-04;-0.060574;2.08E-07;-7.75E-07;2639.99;44;2640;0.07623;30
1.60E-05;-2.86E-07;-0.01788;-6.15E-04;-0.061493;-8.62E-07;3.22E-06;2649.99;44.2;2650;0.07008;30
-2.91E-06;5.20E-08;-0.01788;-6.07E-04;-0.060733;1.57E-07;-5.85E-07;2660.02;44.3;2660;0.06684;30
-5.24E-06;9.36E-08;-0.01788;-6.08E-04;-0.060783;2.82E-07;-1.05E-06;2669.99;44.5;2670;0.07265;30
4.29E-06;-7.67E-08;-0.01788;-6.10E-04;-0.061007;-2.31E-07;8.63E-07;2679.99;44.7;2680;0.06589;30
-6.11E-06;1.09E-07;-0.01788;-6.11E-04;-0.061077;3.29E-07;-1.23E-06;2689.99;44.8;2690;0.06186;30
-8.00E-07;1.43E-08;-0.01788;-6.09E-04;-0.060868;4.31E-08;-1.61E-07;2699.99;45;2700;0.07618;30
-7.42E-06;1.33E-07;-0.01788;-6.11E-04;-0.061062;3.99E-07;-1.49E-06;2709.99;45.2;2710;0.07215;30
5.45E-06;-9.75E-08;-0.01788;-6.12E-04;-0.061187;-2.94E-07;1.10E-06;2719.99;45.3;2720;0.06312;30
6.69E-06;-1.20E-07;-0.01788;-6.14E-04;-0.061417;-3.60E-07;1.35E-06;2729.99;45.5;2730;0.06505;30
-5.09E-07;9.10E-09;-0.01788;-6.12E-04;-0.061216;2.74E-08;-1.02E-07;2739.99;45.7;2740;0.06989;30
3.20E-06;-5.72E-08;-0.01788;-6.13E-04;-0.061272;-1.72E-07;6.44E-07;2749.99;45.8;2750;0.07092;30
1.02E-05;-1.82E-07;-0.01787;-6.18E-04;-0.061781;-5.48E-07;2.05E-06;2759.99;46;2760;0.07016;30
-4.58E-06;8.19E-08;-0.01788;-6.16E-04;-0.061615;2.47E-07;-9.22E-07;2769.99;46.2;2770;0.06978;30
-1.24E-06;2.21E-08;-0.01788;-6.16E-04;-0.061638;6.66E-08;-2.49E-07;2779.99;46.3;2780;0.06438;30
-3.85E-06;6.89E-08;-0.01788;-6.14E-04;-0.061411;2.08E-07;-7.75E-07;2790;46.5;2790;0.07739;30
-5.89E-06;1.05E-07;-0.01788;-6.18E-04;-0.061781;3.17E-07;-1.19E-06;2800;46.7;2800;0.07505;30
2.91E-06;-5.20E-08;-0.01788;-6.14E-04;-0.061397;-1.57E-07;5.85E-07;2810;46.8;2810;0.07106;30
3.35E-06;-5.98E-08;-0.01788;-6.17E-04;-0.061699;-1.80E-07;6.73E-07;2820;47;2820;0.07301;30
-7.05E-06;1.26E-07;-0.01788;-6.16E-04;-0.061624;3.80E-07;-1.42E-06;2830;47.2;2830;0.07457;30
-7.85E-06;1.40E-07;-0.01788;-6.17E-04;-0.061661;4.23E-07;-1.58E-06;2840.02;47.3;2840;0.06765;30
-2.18E-06;3.90E-08;-0.01788;-6.18E-04;-0.061757;1.17E-07;-4.39E-07;2850;47.5;2850;0.06169;30
2.76E-06;-4.94E-08;-0.01788;-6.16E-04;-0.061562;-1.49E-07;5.56E-07;2860;47.7;2860;0.07827;30
-1.67E-06;2.99E-08;-0.01788;-6.25E-04;-0.062519;9.01E-08;-3.37E-07;2870;47.8;2870;0.0706;30
6.04E-06;-1.08E-07;-0.01788;-6.18E-04;-0.061842;-3.25E-07;1.21E-06;2880;48;2880;0.06811;30
7.27E-07;-1.30E-08;-0.01788;-6.19E-04;-0.061874;-3.92E-08;1.46E-07;2890;48.2;2890;0.07758;30
2.55E-06;-4.55E-08;-0.01788;-6.23E-04;-0.062324;-1.37E-07;5.12E-07;2900;48.3;2900;0.06547;30
1.75E-06;-3.12E-08;-0.01788;-6.24E-04;-0.062388;-9.40E-08;3.51E-07;2910;48.5;2910;0.06685;30
-4.29E-06;7.67E-08;-0.01788;-6.24E-04;-0.062426;2.31E-07;-8.63E-07;2920;48.7;2920;0.07322;30
1.82E-06;-3.25E-08;-0.01788;-6.24E-04;-0.062438;-9.79E-08;3.66E-07;2930;48.8;2930;0.06326;30
-5.09E-07;9.10E-09;-0.01788;-6.25E-04;-0.062464;2.74E-08;-1.02E-07;2940;49;2940;0.07098;30
-1.60E-06;2.86E-08;-0.01788;-6.24E-04;-0.062377;8.62E-08;-3.22E-07;2950;49.2;2950;0.06639;30
-3.64E-07;6.50E-09;-0.01788;-6.24E-04;-0.06236;1.96E-08;-7.32E-08;2960;49.3;2960;0.05868;30
5.53E-06;-9.88E-08;-0.01788;-6.26E-04;-0.062624;-2.98E-07;1.11E-06;2970;49.5;2970;0.07376;30
-3.93E-06;7.02E-08;-0.01788;-6.24E-04;-0.062406;2.11E-07;-7.90E-07;2980;49.7;2980;0.07146;30
2.69E-06;-4.81E-08;-0.01788;-6.28E-04;-0.062767;-1.45E-07;5.41E-07;2990;49.8;2990;0.06242;30
-2.04E-06;3.64E-08;-0.01787;-6.27E-04;-0.062737;1.10E-07;-4.10E-07;3000;50;3000;0.07343;30
2.62E-06;-4.68E-08;-0.01788;-6.25E-04;-0.062514;-1.41E-07;5.27E-07;3010;50.2;3010;0.06863;30
1.31E-06;-2.34E-08;-0.01788;-6.27E-04;-0.062743;-7.05E-08;2.63E-07;3020;50.3;3020;0.07559;30
-1.38E-06;2.47E-08;-0.01788;-6.29E-04;-0.062848;7.44E-08;-2.78E-07;3030;50.5;3030;0.06404;30
4.73E-06;-8.45E-08;-0.01788;-6.28E-04;-0.062778;-2.55E-07;9.51E-07;3039.99;50.7;3040;0.0751;30
-2.18E-06;3.90E-08;-0.01788;-6.30E-04;-0.063026;1.17E-07;-4.39E-07;3050;50.8;3050;0.06642;30
9.23E-06;-1.65E-07;-0.01788;-6.29E-04;-0.062889;-4.97E-07;1.86E-06;3059.99;51;3060;0.06448;30
2.98E-06;-5.33E-08;-0.01788;-6.32E-04;-0.063223;-1.61E-07;6.00E-07;3070;51.2;3070;0.06725;30
-1.02E-06;1.82E-08;-0.01787;-6.28E-04;-0.062828;5.48E-08;-2.05E-07;3079.99;51.3;3080;0.07286;30
5.96E-06;-1.07E-07;-0.01788;-6.29E-04;-0.062857;-3.21E-07;1.20E-06;3089.99;51.5;3090;0.06669;30
4.94E-06;-8.84E-08;-0.01788;-6.31E-04;-0.063133;-2.66E-07;9.95E-07;3099.99;51.7;3100;0.07388;30
8.87E-06;-1.59E-07;-0.01788;-6.32E-04;-0.063229;-4.78E-07;1.79E-06;3110;51.8;3110;0.06675;30
8.73E-07;-1.56E-08;-0.01788;-6.35E-04;-0.063485;-4.70E-08;1.76E-07;3119.99;52;3120;0.06139;30
-6.47E-06;1.16E-07;-0.01788;-6.32E-04;-0.063238;3.49E-07;-1.30E-06;3129.99;52.2;3130;0.06853;30
-6.83E-06;1.22E-07;-0.01788;-6.34E-04;-0.063371;3.68E-07;-1.38E-06;3139.99;52.3;3140;0.06932;30
3.49E-06;-6.24E-08;-0.01788;-6.35E-04;-0.063482;-1.88E-07;7.02E-07;3149.99;52.5;3150;0.06587;30
3.27E-06;-5.85E-08;-0.01788;-6.32E-04;-0.063217;-1.76E-07;6.58E-07;3159.99;52.7;3160;0.0744;30
2.40E-06;-4.29E-08;-0.01788;-6.34E-04;-0.063441;-1.29E-07;4.83E-07;3170;52.8;3170;0.06708;30
5.82E-07;-1.04E-08;-0.01788;-6.35E-04;-0.06345;-3.13E-08;1.17E-07;3179.99;53;3180;0.06863;30
5.45E-06;-9.75E-08;-0.01788;-6.39E-04;-0.063945;-2.94E-07;1.10E-06;3189.99;53.2;3190;0.06867;30
-3.64E-07;6.50E-09;-0.01788;-6.33E-04;-0.063293;1.96E-08;-7.32E-08;3199.99;53.3;3200;0.06949;30
-6.54E-06;1.17E-07;-0.01788;-6.37E-04;-0.06372;3.52E-07;-1.32E-06;3209.99;53.5;3210;0.07103;30
-6.40E-06;1.14E-07;-0.01788;-6.40E-04;-0.063976;3.45E-07;-1.29E-06;3219.99;53.7;3220;0.06929;30
-3.20E-06;5.72E-08;-0.01788;-6.37E-04;-0.063656;1.72E-07;-6.44E-07;3229.99;53.8;3230;0.062;30
-5.82E-07;1.04E-08;-0.01788;-6.37E-04;-0.063671;3.13E-08;-1.17E-07;3240;54;3240;0.06087;30
-9.82E-06;1.76E-07;-0.01788;-6.40E-04;-0.064;5.29E-07;-1.98E-06;3249.99;54.2;3250;0.07091;30
-1.82E-06;3.25E-08;-0.01788;-6.42E-04;-0.06418;9.79E-08;-3.66E-07;3260;54.3;3260;0.07074;30
-6.54E-06;1.17E-07;-0.01788;-6.40E-04;-0.063947;3.52E-07;-1.32E-06;3270;54.5;3270;0.06692;30
-5.31E-06;9.49E-08;-0.01788;-6.40E-04;-0.064017;2.86E-07;-1.07E-06;3280;54.7;3280;0.06868;30
7.27E-07;-1.30E-08;-0.01788;-6.40E-04;-0.06397;-3.92E-08;1.46E-07;3290;54.8;3290;0.06891;30
-4.87E-06;8.71E-08;-0.01788;-6.45E-04;-0.064447;2.62E-07;-9.80E-07;3300;55;3300;0.07101;30
1.08E-05;-1.94E-07;-0.01788;-6.40E-04;-0.06404;-5.84E-07;2.18E-06;3310;55.2;3310;0.07375;30
1.89E-06;-3.38E-08;-0.01788;-6.44E-04;-0.064389;-1.02E-07;3.80E-07;3320;55.3;3320;0.07165;30
-1.24E-06;2.21E-08;-0.01788;-6.44E-04;-0.064419;6.66E-08;-2.49E-07;3330;55.5;3330;0.07418;30
3.49E-06;-6.24E-08;-0.01788;-6.41E-04;-0.064096;-1.88E-07;7.02E-07;3340;55.7;3340;0.07195;30
7.27E-07;-1.30E-08;-0.01788;-6.44E-04;-0.064398;-3.92E-08;1.46E-07;3360;56;3360;0.06657;30
4.14E-06;-7.41E-08;-0.01788;-6.46E-04;-0.064599;-2.23E-07;8.34E-07;3370;56.2;3370;0.06599;30
-2.11E-06;3.77E-08;-0.01787;-6.44E-04;-0.064383;1.14E-07;-4.24E-07;3380;56.3;3380;0.07471;30
5.24E-06;-9.36E-08;-0.01788;-6.45E-04;-0.064497;-2.82E-07;1.05E-06;3390;56.5;3390;0.07031;30
2.55E-06;-4.55E-08;-0.01788;-6.47E-04;-0.064724;-1.37E-07;5.12E-07;3400;56.7;3400;0.06915;30
-1.67E-06;2.99E-08;-0.01788;-6.47E-04;-0.064724;9.01E-08;-3.37E-07;3410;56.8;3410;0.07477;30
-4.14E-06;7.41E-08;-0.01788;-6.46E-04;-0.064625;2.23E-07;-8.34E-07;3420;57;3420;0.06804;30
-3.13E-06;5.59E-08;-0.01788;-6.51E-04;-0.065076;1.68E-07;-6.29E-07;3430;57.2;3430;0.06923;30
-3.42E-06;6.11E-08;-0.01788;-6.49E-04;-0.064872;1.84E-07;-6.88E-07;3440;57.3;3440;0.06634;30
-4.22E-06;7.54E-08;-0.01788;-6.49E-04;-0.064878;2.27E-07;-8.49E-07;3450;57.5;3450;0.07907;30
5.53E-06;-9.88E-08;-0.01788;-6.51E-04;-0.065093;-2.98E-07;1.11E-06;3460.01;57.7;3460;0.07006;30
2.33E-06;-4.16E-08;-0.01788;-6.48E-04;-0.06484;-1.25E-07;4.68E-07;3470;57.8;3470;0.06355;30
-4.07E-06;7.28E-08;-0.01788;-6.51E-04;-0.065137;2.19E-07;-8.19E-07;3480;58;3480;0.073;30
3.93E-06;-7.02E-08;-0.01788;-6.51E-04;-0.065096;-2.12E-07;7.90E-07;3490;58.2;3490;0.07319;30
-1.45E-07;2.60E-09;-0.01788;-6.54E-04;-0.065422;7.83E-09;-2.93E-08;3500;58.3;3500;0.06974;30
1.24E-06;-2.21E-08;-0.01788;-6.53E-04;-0.065294;-6.66E-08;2.49E-07;3510;58.5;3510;0.0698;30
9.31E-06;-1.66E-07;-0.01787;-6.55E-04;-0.065457;-5.01E-07;1.87E-06;3520;58.7;3520;0.06921;30
6.11E-06;-1.09E-07;-0.01788;-6.51E-04;-0.065082;-3.29E-07;1.23E-06;3530;58.8;3530;0.07175;30
-2.40E-06;4.29E-08;-0.01788;-6.52E-04;-0.065192;1.29E-07;-4.83E-07;3540;59;3540;0.07179;30
3.71E-06;-6.63E-08;-0.01788;-6.53E-04;-0.065343;-2.00E-07;7.46E-07;3549.99;59.2;3550;0.06603;30
4.36E-07;-7.80E-09;-0.01788;-6.53E-04;-0.065291;-2.35E-08;8.78E-08;3559.99;59.3;3560;0.06214;30
5.89E-06;-1.05E-07;-0.01788;-6.54E-04;-0.065372;-3.17E-07;1.19E-06;3569.99;59.5;3570;0.0699;30
-2.91E-06;5.20E-08;-0.01788;-6.55E-04;-0.065486;1.57E-07;-5.85E-07;3580;59.7;3580;0.07262;30
-9.96E-06;1.78E-07;-0.01788;-6.52E-04;-0.065206;5.36E-07;-2.00E-06;3590;59.8;3590;0.0684;30
-8.00E-07;1.43E-08;-0.01788;-6.55E-04;-0.065448;4.31E-08;-1.61E-07;3599.99;60;3600;0.06629;30
4.94E-06;-8.84E-08;-0.01788;-6.57E-04;-0.065675;-2.66E-07;9.95E-07;3609.99;60.2;3610;0.06342;30
1.96E-06;-3.51E-08;-0.01788;-6.57E-04;-0.065733;-1.06E-07;3.95E-07;3619.99;60.3;3620;0.06923;30
5.02E-06;-8.97E-08;-0.01788;-6.57E-04;-0.065713;-2.70E-07;1.01E-06;3629.99;60.5;3630;0.07084;30
-1.75E-06;3.12E-08;-0.01788;-6.58E-04;-0.065835;9.40E-08;-3.51E-07;3639.99;60.7;3640;0.0664;30
-1.03E-05;1.83E-07;-0.01788;-6.55E-04;-0.065509;5.52E-07;-2.06E-06;3649.99;60.8;3650;0.06837;30
-1.60E-06;2.86E-08;-0.01788;-6.60E-04;-0.065974;8.62E-08;-3.22E-07;3659.99;61;3660;0.06955;30
-5.96E-06;1.07E-07;-0.01788;-6.61E-04;-0.066108;3.21E-07;-1.20E-06;3669.99;61.2;3670;0.06164;30
7.71E-06;-1.38E-07;-0.01788;-6.63E-04;-0.066248;-4.15E-07;1.55E-06;3679.99;61.3;3680;0.0605;30
-3.35E-06;5.98E-08;-0.01788;-6.60E-04;-0.065968;1.80E-07;-6.73E-07;3689.99;61.5;3690;0.0698;30
-1.89E-06;3.38E-08;-0.01788;-6.60E-04;-0.066029;1.02E-07;-3.80E-07;3699.99;61.7;3700;0.06614;30
-3.49E-06;6.24E-08;-0.01788;-6.61E-04;-0.066117;1.88E-07;-7.02E-07;3709.99;61.8;3710;0.06388;30
1.67E-06;-2.99E-08;-0.01788;-6.58E-04;-0.065756;-9.01E-08;3.37E-07;3719.99;62;3720;0.07119;30
9.45E-07;-1.69E-08;-0.01788;-6.60E-04;-0.065983;-5.09E-08;1.90E-07;3730;62.2;3730;0.06755;30
-6.98E-06;1.25E-07;-0.01788;-6.65E-04;-0.066448;3.76E-07;-1.40E-06;3740;62.3;3740;0.07451;30
7.71E-06;-1.38E-07;-0.01788;-6.62E-04;-0.066169;-4.15E-07;1.55E-06;3750.02;62.5;3750;0.06915;30
-2.25E-06;4.03E-08;-0.01788;-6.64E-04;-0.066419;1.21E-07;-4.54E-07;3760;62.7;3760;0.06283;30
-1.45E-07;2.60E-09;-0.01788;-6.61E-04;-0.066117;7.83E-09;-2.93E-08;3770;62.8;3770;0.06726;30
-5.96E-06;1.07E-07;-0.01788;-6.64E-04;-0.066396;3.21E-07;-1.20E-06;3780;63;3780;0.075;30
-6.91E-06;1.24E-07;-0.01788;-6.66E-04;-0.066608;3.72E-07;-1.39E-06;3790;63.2;3790;0.06617;30
3.20E-06;-5.72E-08;-0.01788;-6.63E-04;-0.066254;-1.72E-07;6.44E-07;3800;63.3;3800;0.06636;30
-9.09E-06;1.63E-07;-0.01788;-6.66E-04;-0.066637;4.89E-07;-1.83E-06;3810;63.5;3810;0.06735;30
1.38E-06;-2.47E-08;-0.01788;-6.66E-04;-0.066602;-7.44E-08;2.78E-07;3820;63.7;3820;0.06987;30
5.82E-07;-1.04E-08;-0.01788;-6.67E-04;-0.066646;-3.13E-08;1.17E-07;3830;63.8;3830;0.06742;30
-5.82E-07;1.04E-08;-0.01788;-6.67E-04;-0.066646;3.13E-08;-1.17E-07;3840;64;3840;0.06608;30
-7.85E-06;1.40E-07;-0.01788;-6.65E-04;-0.066544;4.23E-07;-1.58E-06;3850;64.2;3850;0.0713;30
2.69E-06;-4.81E-08;-0.01788;-6.68E-04;-0.066765;-1.45E-07;5.41E-07;3860;64.3;3860;0.07153;30
-4.29E-06;7.67E-08;-0.01788;-6.66E-04;-0.066556;2.31E-07;-8.63E-07;3870;64.5;3870;0.06322;30
9.45E-07;-1.69E-08;-0.01788;-6.69E-04;-0.066917;-5.09E-08;1.90E-07;3880;64.7;3880;0.0677;30
-1.96E-06;3.51E-08;-0.01788;-6.68E-04;-0.066751;1.06E-07;-3.95E-07;3890;64.8;3890;0.07466;30
4.14E-06;-7.41E-08;-0.01788;-6.67E-04;-0.066739;-2.23E-07;8.34E-07;3900;65;3900;0.06773;30
1.38E-06;-2.47E-08;-0.01788;-6.66E-04;-0.066614;-7.44E-08;2.78E-07;3910;65.2;3910;0.06778;30
-1.31E-06;2.34E-08;-0.01788;-6.68E-04;-0.066841;7.05E-08;-2.63E-07;3920;65.3;3920;0.06876;30
7.05E-06;-1.26E-07;-0.01788;-6.69E-04;-0.066926;-3.80E-07;1.42E-06;3930;65.5;3930;0.06645;30
1.24E-06;-2.21E-08;-0.01788;-6.64E-04;-0.066396;-6.66E-08;2.49E-07;3940;65.7;3940;0.07345;30
3.13E-06;-5.59E-08;-0.01788;-6.68E-04;-0.066809;-1.68E-07;6.29E-07;3950;65.8;3950;0.07249;30
-4.73E-06;8.45E-08;-0.01788;-6.66E-04;-0.066637;2.55E-07;-9.51E-07;3960;66;3960;0.06809;30
-9.38E-06;1.68E-07;-0.01788;-6.69E-04;-0.066899;5.05E-07;-1.89E-06;3970;66.2;3970;0.06404;30
2.25E-06;-4.03E-08;-0.01788;-6.68E-04;-0.066841;-1.21E-07;4.54E-07;3980;66.3;3980;0.07467;30
-3.49E-06;6.24E-08;-0.01788;-6.70E-04;-0.067045;1.88E-07;-7.02E-07;3990;66.5;3990;0.06985;30
4.36E-06;-7.80E-08;-0.01788;-6.73E-04;-0.067303;-2.35E-07;8.78E-07;3999.99;66.7;4000;0.07104;30
5.16E-06;-9.23E-08;-0.01788;-6.72E-04;-0.067202;-2.78E-07;1.04E-06;4009.99;66.8;4010;0.0593;30
4.87E-06;-8.71E-08;-0.01788;-6.71E-04;-0.067117;-2.62E-07;9.80E-07;4019.99;67;4020;0.06877;30
-2.69E-06;4.81E-08;-0.01788;-6.70E-04;-0.066972;1.45E-07;-5.41E-07;4029.99;67.2;4030;0.06785;30
9.74E-06;-1.74E-07;-0.01788;-6.74E-04;-0.067414;-5.25E-07;1.96E-06;4039.99;67.3;4040;0.06765;30
7.27E-07;-1.30E-08;-0.01788;-6.75E-04;-0.067481;-3.92E-08;1.46E-07;4049.99;67.5;4050;0.06673;30
1.82E-06;-3.25E-08;-0.01788;-6.76E-04;-0.067568;-9.79E-08;3.66E-07;4059.99;67.7;4060;0.06943;30
-3.78E-06;6.76E-08;-0.01788;-6.76E-04;-0.067623;2.04E-07;-7.61E-07;4069.99;67.8;4070;0.07196;30
1.38E-06;-2.47E-08;-0.01788;-6.73E-04;-0.067298;-7.44E-08;2.78E-07;4079.99;68;4080;0.0612;30
4.22E-06;-7.54E-08;-0.01788;-6.77E-04;-0.067708;-2.27E-07;8.49E-07;4089.99;68.2;4090;0.06428;30
6.04E-06;-1.08E-07;-0.01788;-6.79E-04;-0.067914;-3.25E-07;1.21E-06;4099.99;68.3;4100;0.06527;30
-4.44E-06;7.93E-08;-0.01788;-6.77E-04;-0.067711;2.39E-07;-8.92E-07;4109.99;68.5;4110;0.06507;30
1.96E-06;-3.51E-08;-0.01788;-6.77E-04;-0.067713;-1.06E-07;3.95E-07;4119.99;68.7;4120;0.07071;30
1.14E-05;-2.04E-07;-0.01788;-6.78E-04;-0.067821;-6.15E-07;2.30E-06;4129.99;68.8;4130;0.06901;30
4.22E-06;-7.54E-08;-0.01788;-6.79E-04;-0.06794;-2.27E-07;8.49E-07;4139.99;69;4140;0.06207;30
3.35E-06;-5.98E-08;-0.01788;-6.78E-04;-0.067783;-1.80E-07;6.73E-07;4149.99;69.2;4150;0.06155;30
-1.05E-05;1.88E-07;-0.01788;-6.80E-04;-0.067952;5.68E-07;-2.12E-06;4159.99;69.3;4160;0.06911;30
5.96E-06;-1.07E-07;-0.01788;-6.80E-04;-0.067961;-3.21E-07;1.20E-06;4169.99;69.5;4170;0.06294;30
-2.18E-06;3.90E-08;-0.01788;-6.83E-04;-0.068307;1.17E-07;-4.39E-07;4179.99;69.7;4180;0.06564;30
1.05E-05;-1.88E-07;-0.01788;-6.81E-04;-0.068118;-5.68E-07;2.12E-06;4190;69.8;4190;0.07048;30
5.74E-06;-1.03E-07;-0.01787;-6.80E-04;-0.067987;-3.09E-07;1.16E-06;4200;70;4200;0.06705;30
-7.56E-06;1.35E-07;-0.01788;-6.80E-04;-0.067984;4.07E-07;-1.52E-06;4210;70.2;4210;0.06281;30
6.25E-06;-1.12E-07;-0.01788;-6.79E-04;-0.067885;-3.37E-07;1.26E-06;4220;70.3;4220;0.07325;30
2.55E-06;-4.55E-08;-0.01788;-6.82E-04;-0.06824;-1.37E-07;5.12E-07;4230;70.5;4230;0.06649;30
1.89E-06;-3.38E-08;-0.01788;-6.82E-04;-0.068193;-1.02E-07;3.80E-07;4240;70.7;4240;0.06733;30
-2.18E-07;3.90E-09;-0.01788;-6.84E-04;-0.068435;1.17E-08;-4.39E-08;4250.01;70.8;4250;0.05865;30
6.54E-07;-1.17E-08;-0.01788;-6.83E-04;-0.068269;-3.52E-08;1.32E-07;4260;71;4260;0.06619;30
1.02E-06;-1.82E-08;-0.01787;-6.81E-04;-0.068112;-5.48E-08;2.05E-07;4280;71.3;4280;0.06854;30
-3.35E-06;5.98E-08;-0.01788;-6.83E-04;-0.068283;1.80E-07;-6.73E-07;4290;71.5;4290;0.05682;30
6.54E-06;-1.17E-07;-0.01788;-6.84E-04;-0.06842;-3.52E-07;1.32E-06;4300;71.7;4300;0.0659;30
-3.35E-06;5.98E-08;-0.01788;-6.86E-04;-0.068569;1.80E-07;-6.73E-07;4310;71.8;4310;0.06667;30
1.75E-06;-3.12E-08;-0.01788;-6.84E-04;-0.068429;-9.40E-08;3.51E-07;4320;72;4320;0.06378;30
-5.82E-07;1.04E-08;-0.01788;-6.86E-04;-0.068612;3.13E-08;-1.17E-07;4330;72.2;4330;0.06194;30
6.91E-06;-1.24E-07;-0.01788;-6.86E-04;-0.068644;-3.72E-07;1.39E-06;4340;72.3;4340;0.06789;30
6.98E-06;-1.25E-07;-0.01788;-6.86E-04;-0.068597;-3.76E-07;1.40E-06;4360;72.7;4360;0.06097;30
-5.96E-06;1.07E-07;-0.01788;-6.87E-04;-0.068682;3.21E-07;-1.20E-06;4370;72.8;4370;0.06219;30
-3.78E-06;6.76E-08;-0.01788;-6.87E-04;-0.068729;2.04E-07;-7.61E-07;4380;73;4380;0.0612;30
-4.22E-06;7.54E-08;-0.01788;-6.85E-04;-0.068458;2.27E-07;-8.49E-07;4390;73.2;4390;0.06221;30
-1.21E-05;2.16E-07;-0.01788;-6.87E-04;-0.068705;6.50E-07;-2.43E-06;4400;73.3;4400;0.0684;30
5.16E-06;-9.23E-08;-0.01788;-6.88E-04;-0.068769;-2.78E-07;1.04E-06;4410;73.5;4410;0.06977;30
-9.02E-06;1.61E-07;-0.01788;-6.88E-04;-0.068842;4.86E-07;-1.81E-06;4420;73.7;4420;0.06248;30
2.91E-07;-5.20E-09;-0.01788;-6.90E-04;-0.06901;-1.57E-08;5.85E-08;4430;73.8;4430;0.06077;30
-1.67E-06;2.99E-08;-0.01788;-6.87E-04;-0.068729;9.01E-08;-3.37E-07;4440;74;4440;0.06636;30
-1.75E-06;3.12E-08;-0.01788;-6.88E-04;-0.068819;9.40E-08;-3.51E-07;4450;74.2;4450;0.06696;30
-5.82E-07;1.04E-08;-0.01788;-6.91E-04;-0.069054;3.13E-08;-1.17E-07;4460;74.3;4460;0.06044;30
-1.60E-06;2.86E-08;-0.01788;-6.90E-04;-0.06901;8.62E-08;-3.22E-07;4470;74.5;4470;0.05776;30
4.94E-06;-8.84E-08;-0.01788;-6.94E-04;-0.069423;-2.66E-07;9.95E-07;4479.99;74.7;4480;0.06569;30
-1.31E-06;2.34E-08;-0.01788;-6.92E-04;-0.06922;7.05E-08;-2.63E-07;4490;74.8;4490;0.0682;30
1.45E-07;-2.60E-09;-0.01788;-6.92E-04;-0.069185;-7.83E-09;2.93E-08;4499.99;75;4500;0.0626;30
7.93E-06;-1.42E-07;-0.01788;-6.95E-04;-0.069511;-4.27E-07;1.60E-06;4509.99;75.2;4510;0.06208;30
-4.36E-06;7.80E-08;-0.01788;-6.93E-04;-0.069249;2.35E-07;-8.78E-07;4520;75.3;4520;0.06326;30
2.91E-06;-5.20E-08;-0.01788;-6.90E-04;-0.068985;-1.57E-07;5.85E-07;4529.99;75.5;4530;0.06423;30
6.91E-06;-1.24E-07;-0.01788;-6.95E-04;-0.069473;-3.72E-07;1.39E-06;4539.99;75.7;4540;0.06928;30
-6.47E-06;1.16E-07;-0.01788;-6.95E-04;-0.069499;3.49E-07;-1.30E-06;4549.99;75.8;4550;0.07275;30
-4.44E-06;7.93E-08;-0.01788;-6.97E-04;-0.069744;2.39E-07;-8.92E-07;4559.99;76;4560;0.06735;30
-2.69E-06;4.81E-08;-0.01788;-6.94E-04;-0.069441;1.45E-07;-5.41E-07;4569.99;76.2;4570;0.06684;30
-7.63E-06;1.37E-07;-0.01788;-6.98E-04;-0.069764;4.11E-07;-1.54E-06;4579.99;76.3;4580;0.06642;30
-2.76E-06;4.94E-08;-0.01788;-6.95E-04;-0.06954;1.49E-07;-5.56E-07;4589.99;76.5;4590;0.06223;30
7.27E-06;-1.30E-07;-0.01788;-6.94E-04;-0.069426;-3.92E-07;1.46E-06;4599.99;76.7;4600;0.06747;30
4.44E-06;-7.93E-08;-0.01788;-6.95E-04;-0.069497;-2.39E-07;8.92E-07;4609.99;76.8;4610;0.06865;30
-2.11E-06;3.77E-08;-0.01787;-6.95E-04;-0.069482;1.14E-07;-4.24E-07;4629.99;77.2;4630;0.06271;30
-5.09E-07;9.10E-09;-0.01788;-6.97E-04;-0.069674;2.74E-08;-1.02E-07;4639.99;77.3;4640;0.06601;30
-8.73E-06;1.56E-07;-0.01788;-6.96E-04;-0.069586;4.70E-07;-1.76E-06;4650.01;77.5;4650;0.06776;30
-6.54E-07;1.17E-08;-0.01788;-6.96E-04;-0.069569;3.52E-08;-1.32E-07;4660;77.7;4660;0.0616;30
