;SAV20-74;;;;;;;;;;SAV20-42;;;;;;;;;;SAV11-84;;;;;;;;;;SAV11-44;;;;;;;;;;SAV11-8;;;;;;;;;;SA7CC-320;;;;;;;;;;SA7CC-247;;;;;;;;;;SA7CC-136;;;;;;;;;;SA7CC-065;;;;;;;;;;SA7CC-023;;;;;;;;;;SA7CC-006;;;;;;;;;;HTW-47834;;;;;;;;;;HTW-48050;;;;;;;;;;PK3;;;;;;;;
age [Ma];T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km]
16,4;210,4355358;94,34045939;326,5306122;8,920358079;3,999090153;13,84162601;21,27611296;9,538304751;33,01392118;;304,1825322;276,2895928;332,0754717;12,89429135;11,71191021;14,07667248;30,75441556;27,93429619;33,57453493;;208,9247169;92,18571706;325,6637168;8,856314497;3,907750669;13,80487833;21,12336142;9,320449239;32,9262736;;209,7621794;94,30180696;325,2225519;8,891814516;3,997451677;13,78617736;21,20803318;9,534396792;32,88166956;;122,0045197;92,11762073;151,8914188;9,89069461;7,467815592;12,31357363;12,33528327;9,313564351;15,35700219;;95,00586615;65,34562212;124,6661102;4,308786622;2,963610078;5,653963166;21,97307263;15,11321521;28,83293006;;95,66531641;65,34562212;125,9850107;4,338694569;2,963610078;5,713779061;22,12559109;15,11321521;29,13796698;;82,92160331;72,50826716;93,33493946;4,323740595;3,780763103;4,866718088;19,17820958;16,76980049;21,58661867;;82,92160331;72,50826716;93,33493946;4,323740595;3,780763103;4,866718088;19,17820958;16,76980049;21,58661867;;82,92160331;72,50826716;93,33493946;4,121419236;3,603849361;4,638989112;14,34505403;12,54359502;16,14651304;;82,52959692;72,45109626;92,60809759;4,1019355;3,601007818;4,602863182;14,27723874;12,53370471;16,02077276;;146,5767156;98,5009794;194,6524519;7,285243788;4,895754726;9,674732851;25,35709419;17,04021407;33,67397431;;153,1792444;102,4363869;203,9221019;7,613406632;5,09135471;10,13545855;26,49930114;17,72102138;35,27758091;;59,73333333;50,66666667;68,8;2,607718356;2,211903962;3,003532749;22,9063592;19,4295011;26,38321729
16,5;210,5448653;94,34045939;326,7492711;8,960546142;4,015020924;13,90607136;21,19211698;9,495715077;32,88851888;;304,317547;276,3574661;332,277628;12,95140311;11,76145437;14,14135184;30,63068315;27,81639791;33,44496839;;209,0353364;92,18571706;325,8849558;8,896302339;3,92331758;13,8692871;21,04017733;9,278832316;32,80152235;;209,8734554;94,30180696;325,4451039;8,931971715;4,013375921;13,85056751;21,1245371;9,491824567;32,75724964;;122,0045197;92,11762073;151,8914188;9,935055826;7,50130984;12,36880181;12,28020475;9,27197817;15,28843133;;95,19837209;65,62211982;124,7746244;4,312133978;2,972439196;5,651828761;21,99889218;15,16427127;28,8335131;;95,87315841;65,62211982;126,124197;4,342699301;2,972439196;5,712959407;22,15482501;15,16427127;29,14537876;;83,0522721;72,52732413;93,57722008;4,32741664;3,779017013;4,875816266;19,19211368;16,75995869;21,62426867;;83,0522721;72,52732413;93,57722008;4,32741664;3,779017013;4,875816266;19,19211368;16,75995869;21,62426867;;83,0522721;72,52732413;93,57722008;4,159256708;3,63216745;4,686345965;14,1866688;12,38883778;15,98449982;;82,52959692;72,45109626;92,60809759;4,133081141;3,628349959;4,637812324;14,09738744;12,37581683;15,81895805;;146,5767156;98,5009794;194,6524519;7,340560014;4,932927768;9,74819226;25,03766924;16,8255574;33,24978108;;155,4331999;102,5835413;208,2828586;7,784092632;5,137382413;10,43080285;26,55049972;17,52292487;35,57807458;;59,91666667;50,83333333;69;2,62051215;2,223243966;3,017780334;22,86448726;19,39824371;26,33073081
16,6;210,6584894;94,34904882;326,96793;8,983467168;4,023486472;13,94344786;21,12604101;9,46186351;32,7902185;;304,4525619;276,4253394;332,4797844;12,98328684;11,78807447;14,17849922;30,5322483;27,72151775;33,34297885;;210,2040008;94,30180696;326,1061947;8,964085641;4,021471858;13,90669942;21,08046228;9,457125826;32,70379874;;209,9954682;94,32328054;325,6676558;8,955192828;4,022387592;13,88799807;21,05954943;9,459279319;32,65981955;;129,6793143;92,12054739;167,2380812;9,97150812;7,083479669;12,85953657;13,00498508;9,238376611;16,77159355;;95,39087804;65,89861751;124,8831386;4,315469459;2,981243879;5,649695038;22,02473253;15,2152853;28,83417975;;96,0810004;65,89861751;126,2633833;4,346690494;2,981243879;5,71213711;22,18407439;15,2152853;29,15286349;;83,1829409;72,5463811;93,8195007;4,331079976;3,777267011;4,884892942;19,20605054;16,75018275;21,66191832;;83,1829409;72,5463811;93,8195007;4,331079976;3,777267011;4,884892942;19,20605054;16,75018275;21,66191832;;83,1829409;72,5463811;93,8195007;4,207662983;3,669631285;4,74569468;14,02902895;12,23514425;15,82291365;;82,79093451;72,48921019;93,09265883;4,187834028;3,666739395;4,708928661;13,96291601;12,22550222;15,7003298;;147,0800014;98,76972896;195,3902738;7,439783573;4,996093284;9,883473863;24,80544178;16,6577831;32,95310046;;155,8242506;102,7306956;208,9178056;7,882096063;5,196451824;10,5677403;26,28018316;17,32581088;35,23455544;;60,1;51;69,2;2,633242942;2,23453228;3,031953603;22,82356825;19,36775342;26,27938308
16,7;210,7678189;94,34904882;327,1865889;9,00671302;4,031805287;13,98162075;21,08288372;9,437636334;32,72813111;;304,5875767;276,4932127;332,6819407;13,01590019;11,81534748;14,21645289;30,46757563;27,65732588;33,27782538;;210,3146203;94,30180696;326,3274336;8,987346546;4,029786507;13,94490659;21,03755074;9,43291078;32,6421907;;210,1067441;94,32328054;325,8902077;8,978463402;4,030704134;13,92622267;21,01675711;9,435058759;32,59845545;;129,6793143;92,12054739;167,2380812;9,997105788;7,101663534;12,89254804;12,97168571;9,214721674;16,72864975;;95,58338398;66,17511521;124,9916528;4,318796923;2,990026844;5,647567002;22,05057412;15,26624421;28,83490402;;96,2888424;66,17511521;126,4025696;4,350672041;2,990026844;5,711317238;22,21331959;15,26624421;29,16039497;;83,3136097;72,56543807;94,06178132;4,334734482;3,775516482;4,893952481;19,22000299;16,74045743;21,69954854;;83,3136097;72,56543807;94,06178132;4,334734482;3,775516482;4,893952481;19,22000299;16,74045743;21,69954854;;83,3136097;72,56543807;94,06178132;4,259254114;3,709773731;4,808734498;13,87234887;12,08269665;15,66200109;;82,79093451;72,48921019;93,09265883;4,232533313;3,705876722;4,759189904;13,78531949;12,07000413;15,50063484;;147,5832871;99,03847851;196,1280957;7,544922434;5,063158932;10,02668594;24,57373836;16,49065898;32,65681775;;156,2153012;102,8778499;209,5527525;7,986218181;5,25943969;10,71299667;26,01103428;17,12994348;34,89212509;;60,28333333;51,16666667;69,4;2,645910594;2,245768737;3,04605245;22,78358667;19,33801799;26,22915535
16,8;211,759751;96,11425413;327,4052478;9,046066596;4,105860248;13,98627294;21,15837338;9,603436284;32,71331047;;304,7225915;276,561086;332,884097;13,01730307;11,81428477;14,22032136;30,44693025;27,63312052;33,26073999;;210,4295345;94,31039639;326,5486726;8,989241694;4,028802086;13,9496813;21,0254623;9,423200449;32,62772415;;210,2287569;94,34475411;326,1127596;8,980664769;4,030269797;13,93105974;21,00540123;9,426633365;32,58416909;;137,3541089;92,12347405;182,5847437;10,00831903;6,712584911;13,30405315;13,72399385;9,204689994;18,24329771;;95,77588992;66,4516129;125,1001669;4,322120097;2,998790738;5,645449457;22,07639806;15,31713524;28,83566089;;96,4966844;66,4516129;126,5417559;4,354647702;2,998790738;5,710504666;22,24254161;15,31713524;29,16794798;;83,44427849;72,58449504;94,30406194;4,3383839;3,773768679;4,90299912;19,23395449;16,73076812;21,73714086;;83,44427849;72,58449504;94,30406194;4,3383839;3,773768679;4,90299912;19,23395449;16,73076812;21,73714086;;83,44427849;72,58449504;94,30406194;4,302610198;3,742650715;4,862569681;13,71683264;11,93166732;15,50199796;;83,0522721;72,52732413;93,57722008;4,2823973;3,73970283;4,82509177;13,6523934;11,92226939;15,38251741;;148,8158954;99,30722807;198,3245627;7,673345623;5,120546309;10,22614494;24,4628244;16,32443413;32,60121467;;156,6063519;103,0250042;210,1876995;8,075042398;5,312244793;10,83784;25,74344411;16,93557386;34,55131436;;60,46666667;51,33333333;69,6;2,658514981;2,256953182;3,060076781;22,74452734;19,30902541;26,18002926
16,9;211,8690804;96,11425413;327,6239067;9,039586761;4,100801955;13,97837157;21,18486958;9,610500665;32,75923849;;304,8576063;276,6289593;333,0862534;13,00702668;11,80262582;14,21142755;30,48282749;27,66023439;33,3054206;;210,5401539;94,31039639;326,7699115;8,982886906;4,023838726;13,94193509;21,05198972;9,430132247;32,67384718;;210,3400328;94,34475411;326,3353116;8,974348558;4,025304629;13,92339249;21,03197953;9,433567687;32,63039137;;137,3541089;92,12347405;182,5847437;10,00096223;6,707650698;13,29427376;13,73408935;9,211461053;18,25671766;;95,96839587;66,7281106;125,2086811;4,325442576;3,007538138;5,643347013;22,10218612;15,36794594;28,83642629;;96,70452639;66,7281106;126,6809422;4,358621106;3,007538138;5,709704074;22,27172207;15,36794594;29,17549821;;83,80409868;72,60355201;95,00464536;4,342031841;3,761712607;4,922351074;19,30066424;16,72110078;21,8802277;;83,80409868;72,60355201;95,00464536;4,342031841;3,761712607;4,922351074;19,30066424;16,72110078;21,8802277;;83,80409868;72,60355201;95,00464536;4,369964242;3,7859118;4,954016683;13,59986064;11,78221835;15,41750293;;83,0522721;72,52732413;93,57722008;4,330760249;3,781936898;4,8795836;13,47785304;11,76984797;15,18585811;;148,8158954;99,30722807;198,3245627;7,760004006;5,178374834;10,34163318;24,15007702;16,1157328;32,18442124;;157,0196435;103,1721586;210,8671284;8,187788404;5,379911613;10,99566519;25,48139414;16,74293979;34,21984849;;60,65;51,5;69,8;2,671055993;2,268085468;3,074026518;22,70637537;19,28076391;26,13198682
17;217,6991122;107,5556588;327,8425656;9,162560654;4,526822538;13,79829877;21,83516288;10,78780389;32,88252187;;304,9926211;276,6968326;333,2884097;12,83658607;11,64566766;14,02750447;30,59067854;27,7526185;33,42873858;;210,6572155;94,32328054;326,9911504;8,866179998;3,969895744;13,76246425;21,12886252;9,460599876;32,79712516;;214,19641;101,8349565;326,5578635;9,015138273;4,286048556;13,74422799;21,48384278;10,21401897;32,7536666;;139,1044248;92,1264007;186,0824488;9,970116248;6,603031687;13,33720081;13,9521367;9,240253415;18,66401998;;96,16090181;67,00460829;125,3171953;4,32876782;3,016271548;5,641264091;22,12792067;15,41866423;28,83717712;;96,91236839;67,00460829;126,8201285;4,362595751;3,016271548;5,708919953;22,30084327;15,41866423;29,18302231;;85,06022389;72,62260898;97,49783879;4,345681785;3,710250627;4,981112943;19,57350494;16,71144197;22,43556791;;85,06022389;72,62260898;97,49783879;4,345681785;3,710250627;4,981112943;19,57350494;16,71144197;22,43556791;;85,06022389;72,62260898;97,49783879;4,426058874;3,778874875;5,073242873;13,62706888;11,63450141;15,61963635;;83,1829409;72,5463811;93,8195007;4,328375555;3,774908402;4,881842707;13,32631885;11,62228933;15,03034838;;152,9621426;99,57597762;206,3483075;7,959295397;5,181377608;10,73721319;24,50529233;15,95256447;33,05802019;;158,631321;103,3193129;213,9433291;8,254287772;5,376159865;11,13241568;25,41352278;16,55226531;34,27478024;;60,83333333;51,66666667;70;2,68353353;2,279165464;3,087901597;22,66911616;19,25322195;26,08501038
17,1;217,8084417;107,5556588;328,0612245;9,198000218;4,542050647;13,85394979;21,76217712;10,74634794;32,7780063;;305,127636;276,7647059;333,490566;12,88546964;11,68770965;14,08322963;30,48661295;27,65275076;33,32047514;;210,767835;94,32328054;327,2123894;8,900677022;3,983250366;13,81810368;21,05871986;9,424244175;32,69319554;;214,307686;101,8349565;326,7804154;9,050164113;4,300466707;13,79986152;21,41240158;10,17476799;32,65003517;;139,1044248;92,1264007;186,0824488;10,00857775;6,628504058;13,38865144;13,89852068;9,204744473;18,59229688;;96,35340775;67,28110599;125,4257095;4,332099161;3,024993403;5,63920492;22,15358477;15,46927835;28,83789118;;97,12021038;67,28110599;126,9593148;4,366575005;3,024993403;5,708156607;22,3298881;15,46927835;29,19049785;;86,31634909;72,64166595;99,99103223;4,349337083;3,660292573;5,038381594;19,84586327;16,70177881;22,98994774;;86,31634909;72,64166595;99,99103223;4,349337083;3,660292573;5,038381594;19,84586327;16,70177881;22,98994774;;86,31634909;72,64166595;99,99103223;4,511991072;3,797178075;5,22680407;13,65138;11,48865767;15,81410234;;83,1829409;72,5463811;93,8195007;4,348199277;3,792197276;4,904201279;13,15581518;11,47358787;14,83804249;;155,7088986;99,84472718;211,57307;8,139328967;5,219156306;11,05950163;24,62617299;15,79096343;33,46138255;;158,631321;103,3193129;213,9433291;8,292091957;5,400782382;11,18340153;25,0883693;16,34048725;33,83625135;;61,11666667;51,83333333;70,4;2,695947508;2,2864458;3,105449216;22,66982813;19,22638819;26,11326808
17,2;243,3900095;158,5001357;328,2798834;9,622825425;6,266564263;12,97908659;24,30729867;15,82936845;32,78522889;;305,2626508;276,8325792;333,6927224;12,06906234;10,94503257;13,1930921;30,48650369;27,64719963;33,32580775;;210,8848965;94,33616468;327,4336283;8,337682174;3,729735849;12,9456285;21,06102125;9,421328896;32,70071361;;253,5014837;180;327,0029674;10,02259923;7,116596855;12,92860161;25,31712903;17,97655445;32,65770361;;139,1270065;92,12932736;186,1246855;10,01304229;6,630595128;13,39548946;13,89457893;9,200932611;18,58822525;;96,5459137;67,55760369;125,5342237;4,335439803;3,033706066;5,63717354;22,17916207;15,5197769;28,83854724;;97,32805238;67,55760369;127,0985011;4,370562109;3,033706066;5,707418153;22,35884011;15,5197769;29,19790332;;86,31634909;72,64166595;99,99103223;4,353000956;3,663375996;5,042625916;19,82915923;16,68772111;22,97059735;;86,31634909;72,64166595;99,99103223;4,353000956;3,663375996;5,042625916;19,82915923;16,68772111;22,97059735;;86,31634909;72,64166595;99,99103223;4,553997571;3,832529686;5,275465456;13,47692687;11,3418423;15,61201143;;83,3136097;72,56543807;94,06178132;4,395574885;3,82850795;4,962641819;13,0080968;11,32994053;14,68625308;;155,7088986;99,84472718;211,57307;8,21510587;5,267746491;11,16246525;24,31147125;15,58916822;33,03377427;;160,2429984;103,4664672;217,0195297;8,454322193;5,458827273;11,44981711;25,01939892;16,1546454;33,88415243;;61,4;52;70,8;2,708297853;2,293672449;3,122923258;22,67106623;19,20025153;26,14188093
17,3;243,499339;158,5001357;328,4985423;9,537641517;6,208302171;12,86698086;24,3072985;15,82226107;32,79233593;;305,3976656;276,9004525;333,8948787;11,96214112;10,84593191;13,07835032;30,4862931;27,6415615;33,33102471;;210,995516;94,33616468;327,6548673;8,264497149;3,695059397;12,8339349;21,06260744;9,417098723;32,70811616;;263,1127596;199;327,2255193;10,30588087;7,794644001;12,81711774;26,26520636;19,86515619;32,66525654;;139,1270065;92,12932736;186,1246855;10,01754016;6,6335736;13,40150673;13,88834027;9,196801396;18,57987914;;96,73841964;67,83410138;125,6427379;4,338792817;3,042411825;5,63517381;22,20463689;15,57014881;28,83912496;;97,53589437;67,83410138;127,2376874;4,374560175;3,042411825;5,706708525;22,38768347;15,57014881;29,20521812;;87,57247429;72,66072292;102,4842257;4,356676496;3,614826077;5,098526915;20,10075211;16,6780166;23,52348763;;87,57247429;72,66072292;102,4842257;4,356676496;3,614826077;5,098526915;20,10075211;16,6780166;23,52348763;;87,57247429;72,66072292;102,4842257;4,651801549;3,859697538;5,44390556;13,49871098;11,20016427;15,79725768;;83,3136097;72,56543807;94,06178132;4,42557301;3,85463606;4,99650996;12,84223549;11,18547675;14,49899424;;155,9609843;100,1134767;211,8084919;8,284561493;5,317972684;11,2511503;24,04034221;15,43182259;32,64886184;;161,6722639;103,6136216;219,7309062;8,587941517;5,503898448;11,67198459;24,92069775;15,9713465;33,87004901;;61,68333333;52,16666667;71,2;2,720584507;2,300845584;3,140323429;22,67282387;19,17480105;26,17084668
17,4;254,3586006;180;328,7172012;9,769617831;6,91359052;12,62564514;25,3798396;17,96035644;32,79932277;;305,5326804;276,9683258;334,097035;11,73515468;10,63803106;12,8322783;30,4859769;27,63583251;33,3361213;;211,1104302;94,34475411;327,8761062;8,108505936;3,623672209;12,59333966;21,06454763;9,413696731;32,71539852;;272,7240356;218;327,4480712;10,47501282;8,373126296;12,57689934;27,21233827;21,75198724;32,67268929;;139,1270065;92,12932736;186,1246855;10,02207282;6,636575104;13,40757053;13,88205903;9,192641986;18,57147608;;96,93092558;68,11059908;125,7512521;4,342161153;3,051112899;5,633209406;22,22999415;15,62038338;28,83960492;;97,74373637;68,11059908;127,3768737;4,378572189;3,051112899;5,706031478;22,41640297;15,62038338;29,21242255;;89,47816657;72,67977989;106,2765533;4,360366671;3,541763337;5,178970004;20,5207895;16,6682725;24,37330649;;89,47816657;72,67977989;106,2765533;4,360366671;3,541763337;5,178970004;20,5207895;16,6682725;24,37330649;;89,47816657;72,67977989;106,2765533;4,787254815;3,888508667;5,686000963;13,61716964;11,06071939;16,17361989;;83,80409868;72,60355201;95,00464536;4,483681219;3,884430328;5,082932109;12,75366575;11,04911871;14,45821279;;156,21307;100,3822263;212,0439137;8,357701103;5,37064308;11,34475912;23,77317233;15,27659603;32,26974864;;161,7752395;103,7607759;219,789703;8,655287918;5,551402013;11,75917382;24,61964705;15,79075814;33,44853595;;61,96666667;52,33333333;71,6;2,73280742;2,307965384;3,157649456;22,67509456;19,15002607;26,20016305
17,5;263,96793;199;328,9358601;9,95760643;7,506834937;12,40837792;26,32665447;19,847124;32,80618493;;305,6676952;277,0361991;334,2991914;11,53063786;10,45057798;12,61069774;30,485551;27,63000902;33,34109298;;211,2210496;94,34475411;328,0973451;7,967847009;3,558947218;12,3767468;21,06598172;9,409407202;32,72255624;;282,3353116;237;327,6706231;10,65047528;8,940300905;12,36064966;28,15851225;23,63702707;32,67999743;;139,1270065;92,12932736;186,1246855;10,02664164;6,639600563;13,41368273;13,87573341;9,188453185;18,56301363;;97,12343153;68,38709677;125,8597663;4,345547629;3,059811434;5,631283825;22,25521941;15,67047024;28,83996858;;97,95157837;68,38709677;127,51606;4,382601011;3,059811434;5,705390587;22,44498402;15,67047024;29,21949779;;93,84765388;72,69883686;114,9964709;4,36407432;3,380618629;5,347530011;21,5045957;16,65847818;26,35071322;;93,84765388;72,69883686;114,9964709;4,36407432;3,380618629;5,347530011;21,5045957;16,65847818;26,35071322;;93,84765388;72,69883686;114,9964709;5,039508393;3,903841848;6,175174939;14,10139361;10,92360726;17,27917995;;83,80409868;72,60355201;95,00464536;4,500181318;3,898725164;5,101637472;12,59226558;10,90928992;14,27524124;;156,21307;100,3822263;212,0439137;8,388457727;5,39040723;11,38650822;23,47231812;15,08326768;31,86136856;;161,878215;103,9079302;219,8484998;8,692669338;5,579733375;11,8056053;24,32355346;15,61303413;33,0340728;;62,25;52,5;72;2,744966559;2,315032038;3,17490108;22,6778719;19,12591606;26,22982774
17,6;273,5772595;218;329,154519;10,13091827;8,072820768;12,18901576;27,27250487;21,7320916;32,81291815;;305,8027101;277,1040724;334,5013477;11,3242682;10,26152069;12,38701572;30,48501149;27,62408754;33,34593545;;212,2164191;96,11425413;328,3185841;7,858647318;3,559234618;12,15806002;21,15553513;9,581485204;32,72958506;;291,9465875;256;327,8931751;10,81115814;9,480009709;12,14230658;29,10371551;25,52025435;32,68717667;;139,1384783;92,13225401;186,1447026;10,03124798;6,642314179;13,42018179;13,8705053;9,184525612;18,55648499;;97,31593747;68,66359447;125,9682805;4,348954945;3,068509501;5,629400389;22,28029885;15,7203994;28,8401983;;98,15942036;68,66359447;127,6552463;4,386649378;3,068509501;5,704789255;22,47341265;15,7203994;29,22642591;;104,5703487;72,71789383;136,4228036;4,367802161;3,037355979;5,698248344;23,94118251;16,64862353;31,23374149;;104,5703487;72,71789383;136,4228036;4,367802161;3,037355979;5,698248344;23,94118251;16,64862353;31,23374149;;104,5703487;72,71789383;136,4228036;5,548843779;3,858648631;7,239038928;15,51476278;10,78891758;20,24060799;;85,06022389;72,62260898;97,49783879;4,513572921;3,853592506;5,173553335;12,62010897;10,77478047;14,46543748;;156,4651557;100,6509758;212,2793355;8,302551502;5,340869072;11,26423393;23,21422664;14,93325817;31,4951951;;161,9811906;104,0550846;219,9072966;8,595250307;5,521502184;11,66899843;24,03262281;15,43831472;32,6269309;;62,53333333;52,66666667;72,4;2,757061901;2,322045737;3,192078064;22,68114957;19,10246072;26,25983841
17,7;283,1865889;237;329,3731778;10,30646089;8,625518743;11,98740303;28,21737796;23,61523758;32,81951834;;305,9377249;277,1719457;334,703504;11,13447924;10,08756039;12,18139809;30,48435467;27,61806476;33,35064458;;212,3270386;96,11425413;328,539823;7,727556333;3,498039242;11,95707342;21,15676565;9,577050404;32,7364809;;301,5578635;275;328,115727;10,97507597;10,00851331;11,94163862;30,04793498;27,40164698;32,69422298;;139,1384783;92,13225401;186,1447026;10,03589311;6,645390005;13,42639621;13,86408532;9,180274544;18,5478961;;97,50844341;68,94009217;126,0767947;4,352385673;3,0772091;5,627562245;22,30521925;15,7701612;28,8402773;;98,36726236;68,94009217;127,7944325;4,390719905;3,0772091;5,704230709;22,50167552;15,7701612;29,23318984;;115,2930435;72,73695079;157,8491362;4,371552789;2,75795842;5,985147158;26,37347622;16,63869895;36,10825349;;115,2930435;72,73695079;157,8491362;4,371552789;2,75795842;5,985147158;26,37347622;16,63869895;36,10825349;;115,2930435;72,73695079;157,8491362;6,06313779;3,825158411;8,301117169;16,8916468;10,65673041;23,1265632;;85,06022389;72,62260898;97,49783879;4,473226156;3,819145297;5,127307015;12,46221988;10,63997812;14,28446164;;156,7172413;100,9197254;212,5147573;8,241592028;5,30726037;11,17592369;22,96072866;14,78580411;31,13565321;;162,0841661;104,2022389;219,9660934;8,52383286;5,479884243;11,56778148;23,74703974;15,26672696;32,22735253;;62,81666667;52,83333333;72,8;2,769093435;2,329006683;3,209180187;22,68492131;19,07964992;26,29019269
17,8;292,7959184;256;329,5918367;10,48988682;9,171613601;11,80816005;29,16126058;25,49653954;32,82598163;;306,0727397;277,239819;334,9056604;10,9655504;9,932564432;11,99853637;30,48357699;27,61193753;33,35521645;;220,4461455;112,131229;328,7610619;7,89783932;4,01728244;11,7783962;21,95552291;11,16780591;32,7432399;;301,7040882;275,0698975;328,3382789;10,8090364;9,854823488;11,76324932;30,0484774;27,39582233;32,70113247;;139,1499501;92,13518067;186,1647196;10,04057824;6,648155381;13,43300109;13,85875862;9,176282332;18,5412349;;97,70094935;69,21658986;126,1853088;4,355842267;3,08591216;5,625772373;22,32996801;15,81974635;28,84018966;;98,57510435;69,21658986;127,9336188;4,394815084;3,08591216;5,703718009;22,52975986;15,81974635;29,23977336;;138,9642108;72,75600776;205,1724138;4,589093627;2,402662741;6,775524513;31,76086212;16,62869539;46,89302885;;126,0180039;72,75600776;179,28;4,161563724;2,402662741;5,920464707;28,8019514;16,62869539;40,97520742;;161,3780039;72,75600776;250;7,871796946;3,548937934;12,19465596;23,34989375;10,52711652;36,17267098;;86,31634909;72,64166595;99,99103223;4,210392723;3,543360498;4,877424948;12,48917158;10,51057233;14,46777084;;156,969327;101,188475;212,7501791;7,656747756;4,935834556;10,37766096;22,71199928;14,64102965;30,78296892;;162,0841661;104,2022389;219,9660934;7,906242569;5,082841813;10,72964332;23,45206885;15,07709321;31,82704449;;63,1;53;73,2;2,781061164;2,335915082;3,226207245;22,68918096;19,0574737;26,32088821
17,9;302,4052478;275;329,8104956;10,74340893;9,769795588;11,71702227;30,10413938;27,37597442;32,83230433;;306,2077545;277,3076923;335,1078167;10,8784988;9,851779887;11,90521771;30,48267511;27,60570288;33,35964734;;220,5567649;112,131229;328,9823009;7,835616396;3,983633404;11,68759939;21,95620493;11,16255148;32,74985838;;301,8503129;275,139795;328,5608309;10,72369402;9,774762018;11,67262602;30,04889616;27,38989087;32,70790146;;139,1499501;92,13518067;186,1647196;10,04530454;6,6512848;13,43932427;13,85223809;9,171964906;18,53251128;;97,8934553;69,49308756;126,293823;4,359327059;3,094620535;5,624033583;22,35453313;15,86914594;28,83992033;;98,78294635;69,49308756;128,0728051;4,39893729;3,094620535;5,703254046;22,55765353;15,86914594;29,24616112;;139,7208657;72,77506473;206,6666667;4,595784877;2,393762308;6,797807446;31,90606269;16,61860429;47,19352109;;126,5475324;72,77506473;180,32;4,162479473;2,393762308;5,931196638;28,89785631;16,61860429;41,17710834;;163,9465875;72,77506473;255,1181102;8,058860123;3,577287433;12,54043281;23,42927623;10,40013776;36,45841471;;86,31634909;72,64166595;99,99103223;4,242914685;3,570730163;4,915099208;12,3352954;10,381074;14,28951679;;156,969327;101,188475;212,7501791;7,715890093;4,973959984;10,4578202;22,43217001;14,46064092;30,4036991;;162,1871417;104,3493932;220,0248902;7,972373861;5,129336187;10,81541153;23,17783738;14,91236137;31,44331339;;63,38333333;53,16666667;73,6;2,7929651;2,342771146;3,243159054;22,69392243;19,03592231;26,35192255
