;SAV20-74;;;;;;;;;;SAV20-42;;;;;;;;;;SAV11-84;;;;;;;;;;SAV11-44;;;;;;;;;;SAV11-8;;;;;;;;;;SA7CC-320;;;;;;;;;;SA7CC-247;;;;;;;;;;SA7CC-136;;;;;;;;;;SA7CC-065;;;;;;;;;;SA7CC-023;;;;;;;;;;SA7CC-006;;;;;;;;;;HTW-47834;;;;;;;;;;HTW-48050;;;;;;;;;;PK3;;;;;;;;
age [Ma];T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km];;T_mean;T Lo [°C];T Hi [°C];z (t, T_mean) [km];z (TLo) [km];z (THi) [km];TG [°C/km];TG_min [°C/km];TG_max [°C/km]
37,3;330,4078774;288,5854342;372,2303207;11,72392984;10,23993559;13,20792409;28,15112346;24,58780417;31,71444275;;332,4006293;290,4751131;374,3261456;11,79463906;10,30698745;13,28229067;28,32090817;24,74880695;31,89300939;;330,0710457;288,2394366;371,9026549;11,71197797;10,22765849;13,19629745;28,12242502;24,55832479;31,68652526;;330,2179059;288,6999068;371,735905;11,71718904;10,24399744;13,19038064;28,13493768;24,59755737;31,67231798;;318,0690996;278,6605206;357,4776786;11,73693398;10,28273459;13,19113336;27,09984569;23,74219035;30,45750102;;118,5722855;89,79899497;147,345576;5,309558899;4,021117169;6,598000629;21,75552098;16,47622724;27,03481472;;124,8545464;94,63414634;155,0749465;5,590872819;4,237630842;6,944114797;22,90818376;17,36337583;28,45299168;;310,226;270,692;349,76;5,450215859;4,755661458;6,144770261;56,9199474;49,66628974;64,17360505;;310,226;270,692;349,76;5,450215859;4,755661458;6,144770261;56,9199474;49,66628974;64,17360505;;1023,715748;799,4;1248,031496;325,5118789;254,1859852;396,8377726;2,950104649;2,303680158;3,59652914;;1051,494657;808,3464567;1294,642857;334,3447652;257,0306986;411,6588318;3,03015684;2,329461713;3,730851967;;1241,450216;846,2337662;1636,666667;394,7451168;269,0777628;520,4124708;3,577563462;2,438643904;4,716483019;;1048,643403;806,1363636;1291,150442;333,4381493;256,3279532;410,5483454;3,021940206;2,323092752;3,72078766;;166,775;100,49;233,06;4,353167027;2,622993581;6,083340472;38,31118792;23,08434282;53,53803301
37,4;330,5522209;288,6554622;372,4489796;11,73529893;10,2478759;13,22272197;28,13627742;24,57006685;31,702488;;332,5356442;290,5429864;374,5283019;11,80571463;10,31488698;13,29654228;28,30510444;24,73073104;31,87947785;;330,2168765;288,3098592;372,1238938;11,7233935;10,23560626;13,21118074;28,10773324;24,54064946;31,67481702;;330,3641306;288,7698043;371,958457;11,72862133;10,25193528;13,20530738;28,12026736;24,57979953;31,6607352;;318,2771828;278,7418655;357,8125;11,7482571;10,28892826;13,20758594;27,09143834;23,72623132;30,45664536;;118,6579496;89,86180905;147,4540902;5,314100345;4,024464202;6,603736488;21,75028504;16,47188383;27,02868625;;124,9710439;94,72795497;155,2141328;5,596832489;4,242394714;6,951270263;22,90749027;17,36385998;28,45112057;;309,388;269,896;348,88;5,455466417;4,759100431;6,151832403;56,71155798;49,47258023;63,95053573;;309,388;269,896;348,88;5,455466417;4,759100431;6,151832403;56,71155798;49,47258023;63,95053573;;1028,174803;803,2;1253,149606;347,1037184;271,1539961;423,0534406;2,775638551;2,168301418;3,382975683;;1056,640537;812,8346457;1300,446429;356,713526;274,4065766;439,0204754;2,852484033;2,1943109;3,510657166;;1250,568182;853,6363636;1647,5;422,181972;288,1809154;556,1830286;3,376006925;2,304458339;4,447555511;;1053,6786;810,4545455;1296,902655;355,7135994;273,6030735;437,8241253;2,844488052;2,187885633;3,501090471;;166,85;100,62;233,08;4,360491095;2,629623098;6,091359091;38,2640387;23,07538252;53,45269488
37,5;330,6965643;288,7254902;372,6676385;11,74669732;10,25583967;13,23755498;28,12138998;24,55230257;31,69047739;;332,670659;290,6108597;374,7304582;11,81681928;10,32281002;13,31082855;28,28926074;24,71262843;31,86589305;;330,3627072;288,3802817;372,3451327;11,73483836;10,24357749;13,22609923;28,09299983;24,52294713;31,66305252;;330,5103553;288,8397018;372,1810089;11,74008298;10,25989658;13,22026937;28,10555535;24,56201476;31,64909595;;318,4852659;278,8232104;358,1473214;11,75960949;10,29514524;13,22407373;27,08297978;23,71024401;30,45571555;;118,7436137;89,92462312;147,5626043;5,318658694;4,027824011;6,609493377;21,74498944;16,46749597;27,02248292;;125,0875413;94,8217636;155,3533191;5,602810276;4,247172387;6,958448165;22,90672467;17,36428751;28,44916183;;308,55;269,1;348;5,460734485;4,762546265;6,158922706;56,50338811;49,27908521;63,72769102;;308,55;269,1;348;5,460734485;4,762546265;6,158922706;56,50338811;49,27908521;63,72769102;;1032,633858;807;1258,267717;369,9603334;289,1227967;450,7978701;2,612650494;2,04177786;3,183523129;;1061,786417;817,3228346;1306,25;380,4047812;292,8211446;467,9884178;2,68640892;2,067895499;3,304922341;;1259,686147;861,038961;1658,333333;451,3060493;308,483262;594,1288366;3,187111878;2,178500975;4,195722781;;1058,713797;814,7727273;1302,654867;379,3039578;291,9075211;466,7003944;2,678634933;2,061443513;3,295826353;;166,925;100,75;233,1;4,367832857;2,636268745;6,099396968;38,21689279;23,06635883;53,36742674
37,6;330,8409078;288,7955182;372,8862974;11,75812542;10,26382725;13,2524236;28,10646038;24,53451069;31,67841007;;332,8056738;290,678733;374,9326146;11,82795344;10,33075693;13,32514996;28,27337631;24,69449848;31,85225414;;330,508538;288,4507042;372,5663717;11,74631296;10,25157252;13,2410534;28,07822403;24,50521716;31,6512309;;330,65658;288,9095993;372,4035608;11,75157439;10,2678817;13,23526708;28,09080089;24,54420241;31,63739937;;318,6933491;278,9045553;358,4821429;11,77099156;10,30138588;13,24059723;27,07446926;23,6942278;30,45471073;;118,8292779;89,98743719;147,6711185;5,323234313;4,031196874;6,615271753;21,73963289;16,46306267;27,0162031;;125,2040388;94,91557223;155,4925054;5,608806579;4,251964163;6,965648996;22,90588556;17,36465737;28,44711374;;307,712;268,304;347,12;5,466020446;4,765999213;6,16604168;56,29543523;49,08580248;63,50506798;;307,712;268,304;347,12;5,466020446;4,765999213;6,16604168;56,29543523;49,08580248;63,50506798;;1037,092913;810,8;1263,385827;394,1436738;308,1418131;480,1455344;2,46032575;1,923484475;2,997167025;;1066,932298;821,8110236;1312,053571;405,4840314;312,3265156;498,6415471;2,531114591;1,949606247;3,112622934;;1268,804113;868,4415584;1669,166667;482,2047357;330,0482935;634,3611779;3,010020982;2,060229224;3,95981274;;1063,748994;819,0909091;1308,40708;404,2742277;311,2927452;497,2557102;2,523562748;1,94315324;3,103972255;;167;100,88;233,12;4,375192354;2,642930567;6,107454141;38,16975038;23,05727196;53,28222879
37,7;330,9852512;288,8655462;373,1049563;11,76958366;10,271839;13,26732832;28,09148786;24,51669056;31,66628516;;332,9406886;290,7466063;375,1347709;11,83911752;10,33872807;13,33950698;28,25745037;24,6763405;31,83856024;;330,6543687;288,5211268;372,7876106;11,75781773;10,25959171;13,25604375;28,06340509;24,48745888;31,63935129;;330,8028047;288,9794967;372,6261128;11,763096;10,27589099;13,25030101;28,0760032;24,5263618;31,6256446;;318,9014323;278,9859002;358,8169643;11,78240373;10,30765051;13,25715695;27,06590604;23,67818203;30,45363006;;118,914942;90,05025126;147,7796327;5,327827548;4,03458305;6,621072046;21,73421417;16,45858304;27,00984531;;125,3205363;95,00938086;155,6316916;5,614821773;4,256770329;6,972873217;22,90497165;17,36496859;28,44497472;;306,874;267,508;346,24;5,471324661;4,769459509;6,173189812;56,08769704;48,89273011;63,28266397;;306,874;267,508;346,24;5,471324661;4,769459509;6,173189812;56,08769704;48,89273011;63,28266397;;1041,551969;814,6;1268,503937;419,7181889;328,2624843;511,1738936;2,317909487;1,812841918;2,822977057;;1072,078178;826,2992126;1317,857143;432,0194525;332,9769608;531,0619441;2,385843678;1,838877792;2,932809564;;1277,922078;875,8441558;1680;514,9691579;352,9422765;676,9960393;2,843936547;1,949136999;3,738736095;;1068,784191;823,4090909;1314,159292;430,6920622;331,8123174;529,571807;2,378513115;1,832446005;2,924580226;;167,075;101,01;233,14;4,382569615;2,6496086;6,11553063;38,12261177;23,04812219;53,19710135
37,8;331,1295947;288,9355742;373,3236152;11,78107245;10,27987527;13,28226962;28,07647164;24,4988415;31,65410178;;333,0757034;290,8144796;375,3369272;11,85031195;10,34672379;13,35390011;28,24148216;24,65815385;31,82481047;;330,8001994;288,5915493;373,0088496;11,76935308;10,26763541;13,27107076;28,04854222;24,46967163;31,62741281;;330,9490295;289,0493942;372,8486647;11,77464822;10,28392481;13,26537163;28,06116152;24,50849229;31,61383074;;319,1095154;279,0672451;359,1517857;11,79384643;10,31393949;13,27375336;27,05728936;23,66210607;30,45247265;;119,0006061;90,11306533;147,8881469;5,332438723;4,037982785;6,62689466;21,7287322;16,45405622;27,00340817;;125,4370337;95,10318949;155,7708779;5,62085621;4,261591154;6,980121266;22,90398177;17,36522025;28,44274329;;306,036;266,712;345,36;5,476647466;4,772927365;6,180367568;55,88017156;48,69986641;63,06047671;;306,036;266,712;345,36;5,476647466;4,772927365;6,180367568;55,88017156;48,69986641;63,06047671;;1046,011024;818,4;1273,622047;446,7509093;349,5383279;543,9634907;2,184702528;1,709313295;2,660091762;;1077,224058;830,7874016;1323,660714;460,0819844;354,8289824;565,3349863;2,249894188;1,735185668;2,764602708;;1287,040043;883,2467532;1690,833333;549,6943117;377,2343515;722,1542719;2,688116638;1,844752466;3,531480811;;1073,819389;827,7272727;1319,911504;458,6278514;353,5220025;563,7337002;2,242783183;1,728794271;2,756772095;;167,15;101,14;233,16;4,389964657;2,656302874;6,123626439;38,07547738;23,03890986;53,11204491
37,9;331,2739381;289,0056022;373,5422741;11,79259222;10,28793643;13,29724801;28,06141095;24,48096285;31,64185906;;333,2107182;290,8823529;375,5390836;11,86153715;10,35474445;13,36832985;28,22547089;24,63993784;31,81100394;;330,9460302;288,6619718;373,2300885;11,78091945;10,27570398;13,28613492;28,03363466;24,45185475;31,61541458;;331,0952542;289,1192917;373,0712166;11,78623148;10,29198352;13,28047945;28,04627507;24,49059321;31,60195693;;319,3175986;279,14859;359,4866071;11,80532008;10,32025316;13,290387;27,04861846;23,64599928;30,45123764;;119,0862702;90,1758794;147,9966611;5,337068138;4,041396306;6,632739969;21,72318594;16,44948147;26,99689042;;125,5535312;95,19699812;155,9100642;5,626910218;4,266426889;6,987393547;22,90291482;17,36541154;28,4404181;;305,198;265,916;344,48;5,481989178;4,776402972;6,187575384;55,67285708;48,50720995;62,8385042;;305,198;265,916;344,48;5,481989178;4,776402972;6,187575384;55,67285708;48,50720995;62,8385042;;1050,470079;822,2;1278,740157;475,3115301;372,0250086;578,5980517;2,060057332;1,612401127;2,507713537;;1082,369938;835,2755906;1329,464286;489,7454215;377,9413874;601,5494555;2,122615553;1,638043424;2,607187682;;1296,158009;890,6493506;1701,666667;586,4791952;402,9966338;769,9617566;2,541871361;1,746635875;3,337106848;;1078,854586;832,0454545;1325,663717;488,1548121;376,4798314;599,8297928;2,115721661;1,631708864;2,599734457;;167,225;101,27;233,18;4,397377484;2,663013412;6,131741556;38,02834771;23,02963536;53,02706007
38;331,4182816;289,0756303;373,7609329;11,80414342;10,29602284;13,31226399;28,04630501;24,46305393;31,62955609;;333,3457331;290,9502262;375,7412399;11,87279356;10,36279043;13,3827967;28,20941578;24,62169181;31,79713976;;331,0918609;288,7323944;373,4513274;11,79251727;10,28379779;13,30123676;28,01868163;24,43400756;31,60335569;;331,2414789;289,1891892;373,2937685;11,79784623;10,30006748;13,29562497;28,03134306;24,47266387;31,59002226;;319,5256817;279,2299349;359,8214286;11,81682512;10,32659188;13,30705836;27,03989257;23,62986099;30,44992415;;119,1719344;90,23869347;148,1051753;5,341716073;4,044823824;6,638608322;21,71757451;16,44485809;26,99029093;;125,6700286;95,29080675;156,0492505;5,632984103;4,271277769;6,994690437;22,90176982;17,3655417;28,43799795;;304,36;265,12;343,6;5,487350088;4,779886501;6,194813676;55,46575216;48,31475954;62,61674478;;304,36;265,12;343,6;5,487350088;4,779886501;6,194813676;55,46575216;48,31475954;62,61674478;;1054,929134;826;1283,858268;505,4724973;395,7804077;615,1645868;1,943374228;1,521644498;2,365103958;;1087,515818;839,7637795;1335,267857;521,0865061;402,3753645;639,7976476;2,003404917;1,546999921;2,459809913;;1305,275974;898,0519481;1712,5;625,4269458;430,3043174;820,5495742;2,404559327;1,654377488;3,154741165;;1083,889783;836,3636364;1331,415929;519,3490801;400,7461756;637,9519847;1,99672509;1,540736229;2,45271395;;167,3;101,4;233,2;4,404808091;2,669740229;6,139875952;37,98122337;23,02029916;52,94214758
38,1;331,5626251;289,1456583;373,9795918;11,81572647;10,30413487;13,32731806;28,03115303;24,44511408;31,61719198;;333,4807479;291,0180995;375,9433962;11,88408162;10,3708621;13,39730115;28,19331605;24,60341506;31,78321703;;331,2376916;288,8028169;373,6725664;11,80414698;10,29191721;13,31637676;28,00368233;24,4161294;31,59123526;;331,3877036;289,2590867;373,5163205;11,80949288;10,30817706;13,3108087;28,01636472;24,45470361;31,57802583;;319,7337649;279,3112798;360,15625;11,82836199;10,332956;13,32376798;27,03111092;23,61369056;30,44853128;;119,2575985;90,30150754;148,2136895;5,346382784;4,04826553;6,644500038;21,71189707;16,44018546;26,98360868;;125,7865261;95,38461538;156,1884368;5,639078147;4,27614401;7,002012284;22,90054589;17,36561005;28,43548173;;303,522;264,324;342,72;5,492730466;4,7833781;6,202082832;55,25885566;48,12251423;62,39519709;;303,522;264,324;342,72;5,492730466;4,7833781;6,202082832;55,25885566;48,12251423;62,39519709;;1059,388189;829,8;1288,976378;537,3090953;420,8646952;653,7534954;1,834097881;1,436616376;2,231579385;;1092,661699;844,2519685;1341,071429;554,1850238;428,1945618;680,1754857;1,891703652;1,461636785;2,321770519;;1314,393939;905,4545455;1723,333333;666,6449803;459,2357813;874,0541794;2,275584308;1,567595599;2,983573016;;1088,92498;840,6818182;1337,168142;552,2898045;426,383824;678,195785;1,885234344;1,455455854;2,315012835;;167,375;101,53;233,22;4,412256456;2,676483334;6,148029579;37,93410507;23,01090179;52,85730834
38,2;331,7069685;289,2156863;374,1982507;11,82734182;10,3122729;13,34241074;28,01595422;24,42714262;31,60476582;;333,6157627;291,0859729;376,1455526;11,89540178;10,37895983;13,41184373;28,17717088;24,58510693;31,76923484;;331,3835224;288,8732394;373,8938053;11,81580903;10,30006261;13,33155544;27,98863598;24,39821957;31,57905238;;331,5339283;289,3289842;373,7388724;11,8211719;10,31631265;13,32603115;28,00133925;24,43671175;31,56596675;;319,9418481;279,3926247;360,4910714;11,83993113;10,3393459;13,34051636;27,02227273;23,59748732;30,44705814;;119,3432626;90,36432161;148,3222037;5,351068504;4,051721602;6,650415407;21,70615292;16,43546305;26,97684279;;125,9030236;95,47842402;156,3276231;5,645192608;4,28102581;7,009359405;22,89924226;17,36561601;28,43286851;;302,684;263,528;341,84;5,498130556;4,786877896;6,209383216;55,05216672;47,93047333;62,1738601;;302,684;263,528;341,84;5,498130556;4,786877896;6,209383216;55,05216672;47,93047333;62,1738601;;1063,847244;833,6;1294,094488;570,8995377;447,3404028;694,4586727;1,731713993;1,356921111;2,106506874;;1097,807579;848,7401575;1346,875;589,1239017;455,4651678;722,7826355;1,786994097;1,381566024;2,19242217;;1323,511905;912,8571429;1734,166667;710,2451398;489,8726991;930,6175805;2,154392087;1,485934655;2,82284952;;1093,960177;845;1342,920354;587,0592445;453,4580618;720,6604271;1,780731356;1,375477853;2,185984859;;167,45;101,66;233,24;4,41972255;2,683242726;6,156202375;37,8869936;23,00144383;52,77254338
38,3;331,851312;289,2857143;374,4169096;11,83898992;10,32043729;13,35754254;28,00070778;24,40913885;31,59227671;;333,7507775;291,1538462;376,3477089;11,90675446;10,38708399;13,42642494;28,1609795;24,56676672;31,75519229;;331,5293531;288,943662;374,1150442;11,82750385;10,30823437;13,34677332;27,97354177;24,38027741;31,56680614;;331,680153;289,3988816;373,9614243;11,83288372;10,3244746;13,34129284;27,98626586;24,4186876;31,55384411;;320,1499312;279,4739696;360,8258929;11,85153299;10,34576193;13,35730405;27,01337722;23,58125062;30,44550382;;119,4289268;90,42713568;148,4307179;5,355773443;4,055192196;6,65635469;21,70034145;16,4306904;26,9699925;;126,019521;95,57223265;156,4668094;5,651327717;4,285923346;7,016732087;22,89785825;17,36555906;28,43015743;;301,846;262,732;340,96;5,50355058;4,790385995;6,216715165;54,84568473;47,73863639;61,95273307;;301,846;262,732;340,96;5,50355058;4,790385995;6,216715165;54,84568473;47,73863639;61,95273307;;1068,306299;837,4;1299,212598;606,3250596;475,2724994;737,3776199;1,635746226;1,282192093;1,989300359;;1102,953459;853,2283465;1352,678571;625,9893087;484,2559933;767,7226242;1,688796517;1,306427799;2,071165235;;1332,62987;920,2597403;1745;756,343837;522,3001515;990,3875226;2,040467497;1,409063485;2,671871509;;1098,995374;849,3181818;1348,672566;623,7428687;482,0367507;765,4489867;1,682736062;1,300440718;2,065031407;;167,525;101,79;233,26;4,427206328;2,690018398;6,164394259;37,83988989;22,99192593;52,68785385
38,4;331,9956554;289,3557423;374,6355685;11,85067121;10,32862843;13,37271399;27,98541292;24,3911021;31,57972374;;333,8857923;291,2217195;376,5498652;11,91814014;10,39523497;13,44104531;28,1447411;24,54839375;31,74108845;;331,6751838;289,0140845;374,3362832;11,8392319;10,31643287;13,36203093;27,95839893;24,36230223;31,55449563;;331,8263777;289,4687791;374,1839763;11,8446288;10,33266331;13,35659429;27,97114374;24,40063049;31,54165699;;320,3580144;279,5553145;361,1607143;11,86316801;10,35220446;13,37413157;27,00442361;23,56497979;30,44386743;;119,5145909;90,48994975;148,5392321;5,360497785;4,058677452;6,662318119;21,69446214;16,42586712;26,96305716;;126,1360185;95,66604128;156,6059957;5,657483682;4,29083678;7,024130584;22,89639329;17,36543877;28,42734782;;301,008;261,936;340,08;5,508990734;4,793902477;6,224078991;54,63940938;47,54700319;61,73181558;;301,008;261,936;340,08;5,508990734;4,793902477;6,224078991;54,63940938;47,54700319;61,73181558;;1072,765354;841,2;1304,330709;643,6700124;504,7284686;782,6115562;1,545753342;1,212089583;1,8794171;;1108,099339;857,7165354;1358,482143;664,870759;514,6385561;815,1029619;1,59666627;1,235888347;1,957444192;;1341,747835;927,6623377;1755,833333;805,062209;556,6067416;1053,517676;1,933331639;1,336673628;2,529989649;;1104,030571;853,6363636;1354,424779;662,4294573;512,1904119;812,6685026;1,59080356;1,230009206;1,951597914;;167,6;101,92;233,28;4,434707734;2,696810336;6,172605133;37,79279494;22,98234881;52,60324107
38,5;332,1399989;289,4257703;374,8542274;11,86238616;10,3368467;13,38792562;27,97006883;24,37303169;31,56710598;;334,0208072;291,2895928;376,7520216;11,92955926;10,40341316;13,45570537;28,12845487;24,52998732;31,72692242;;331,8210146;289,084507;374,5575221;11,85099363;10,32465848;13,37732878;27,94320663;24,34429334;31,54211993;;331,9726024;289,5386766;374,4065282;11,85640759;10,34087915;13,37193603;27,9559721;24,38253972;31,52940447;;320,5660976;279,6366594;361,4955357;11,87483666;10,35867386;13,39099946;26,99541111;23,54867417;30,44214805;;119,600255;90,55276382;148,6477462;5,365241694;4,062177492;6,668305897;21,68851458;16,42099289;26,95603626;;126,252516;95,75984991;156,745182;5,663660688;4,295766253;7,031555123;22,89484694;17,36525478;28,42443909;;300,17;261,14;339,2;5,514451191;4,797427405;6,231474977;54,43334062;47,35557374;61,5111075;;300,17;261,14;339,2;5,514451191;4,797427405;6,231474977;54,43334062;47,35557374;61,5111075;;1077,224409;845;1309,448819;683,021961;535,7783875;830,2655345;1,461326545;1,146298691;1,776354399;;1113,245219;862,2047244;1364,285714;705,8612172;546,687168;865,0352664;1,510191169;1,169638044;1,850744294;;1350,865801;935,0649351;1766,666667;856,5262728;592,8847137;1120,167832;1,832539289;1,268477765;2,396600814;;1109,065768;857,9545455;1360,176991;703,2112059;543,9923111;862,4301006;1,504521466;1,163872394;1,845170538;;167,675;102,05;233,3;4,442226699;2,703618516;6,180834882;37,74570984;22,97271322;52,51870646
38,6;332,2843423;289,4957983;375,0728863;11,87413522;10,34509249;13,40317795;27,95467472;24,35492692;31,55442251;;334,155822;291,3574661;376,9541779;11,94101229;10,41161893;13,47040565;28,11212001;24,51154675;31,71269327;;331,9668453;289,1549296;374,7787611;11,86278951;10,3329116;13,39266742;27,92796408;24,32625005;31,52967812;;332,1188271;289,6085741;374,6290801;11,86822056;10,34912252;13,3873186;27,94075013;24,36441461;31,51708564;;320,7741807;279,7180043;361,8303571;11,8865394;10,36517051;13,40790828;26,98633892;23,53233309;30,44034476;;119,6859192;90,61557789;148,7562604;5,370005307;4,065692419;6,674318196;21,68249845;16,41606749;26,9489294;;126,3690134;95,85365854;156,8843683;5,66985889;4,300711885;7,039005894;22,89321882;17,36500682;28,42143083;;299,332;260,344;338,32;5,519932099;4,800960814;6,238903383;54,22747865;47,16434828;61,29060901;;299,332;260,344;338,32;5,519932099;4,800960814;6,238903383;54,22747865;47,16434828;61,29060901;;1081,683465;848,8;1314,566929;724,4717837;568,4950082;880,4485593;1,38208702;1,084527499;1,679646541;;1118,3911;866,6929134;1370,089286;749,057207;580,4790232;917,6353908;1,428989046;1,107389606;1,750588486;;1359,983766;942,4675325;1777,5;910,8670857;631,2300749;1190,504096;1,737676476;1,204208242;2,27114471;;1114,100965;862,2727273;1365,929204;746,183833;577,5185452;914,8491208;1,423507462;1,101741853;1,745273072;;167,75;102,18;233,32;4,44976314;2,710442907;6,189083373;37,6986358;22,96302001;52,43425159
38,7;332,4286858;289,5658263;375,2915452;11,88591886;10,35336619;13,41847152;27,93922976;24,33678711;31,54167242;;334,2908368;291,4253394;377,1563342;11,95249968;10,41985269;13,48514667;28,09573571;24,49307134;31,69840008;;332,1126761;289,2253521;375;11,87461999;10,3411926;13,40804739;27,91267048;24,30817169;31,51716928;;332,2650518;289,6784716;374,851632;11,88006816;10,3573938;13,40274252;27,92547702;24,34625447;31,50469958;;320,9822639;279,7993492;362,1651786;11,89827667;10,37169478;13,42485857;26,97720626;23,51595588;30,43845664;;119,7715833;90,67839196;148,8647746;5,374788738;4,069222319;6,680355157;21,67641355;16,41109076;26,94173633;;126,4855109;95,94746717;157,0235546;5,676078421;4,305673781;7,046483061;22,89150871;17,3646947;28,41832272;;298,494;259,548;337,44;5,525433579;4,804502719;6,24636444;54,02182394;46,9733273;61,07032057;;298,494;259,548;337,44;5,525433579;4,804502719;6,24636444;54,02182394;46,9733273;61,07032057;;1086,14252;852,6;1319,685039;768,1137741;602,9538407;933,2737075;1,307683648;1,026505324;1,588861973;;1123,53698;871,1811024;1375,892857;794,5589223;616,09429;973,0235546;1,352705479;1,048876424;1,656534533;;1369,101732;949,8701299;1788,333333;968,2209094;671,7427199;1264,699099;1,648358217;1,143615699;2,153100735;;1119,136163;866,5909091;1371,681416;791,4466895;612,8481316;970,0452474;1,347407024;1,043349967;1,651464081;;167,825;102,31;233,34;4,457316963;2,717283471;6,197350455;37,65157412;22,95327006;52,34987818
38,8;332,5730292;289,6358543;375,5102041;11,89773753;10,36166818;13,43380688;27,92373317;24,31861156;31,52885478;;334,4258516;291,4932127;377,3584906;11,9640219;10,42811483;13,49992898;28,07930116;24,4745604;31,68404192;;332,2585068;289,2957746;375,2212389;11,88648555;10,34950189;13,42346921;27,89732501;24,29005755;31,50459248;;332,4112765;289,7483691;375,074184;11,89195086;10,36569337;13,41820834;27,91015197;24,3280586;31,49224535;;321,1903471;279,8806941;362,5;11,91004896;10,37824705;13,44185088;26,96801232;23,49954186;30,43648277;;119,8572474;90,74120603;148,9732888;5,379592075;4,072767257;6,686416893;21,67025976;16,40606261;26,93445691;;126,6020083;96,0412758;157,1627409;5,682319387;4,310652023;7,053986751;22,88971644;17,3643183;28,41511459;;297,656;258,752;336,56;5,530955731;4,808053113;6,253858349;53,81637722;46,78251148;60,85024295;;297,656;258,752;336,56;5,530955731;4,808053113;6,253858349;53,81637722;46,78251148;60,85024295;;1090,601575;856,4;1324,80315;814,0457455;639,2332384;988,8582527;1,2377909;0,971981108;1,503600692;;1128,68286;875,6692913;1381,696429;842,4703406;653,6162037;1031,324478;1,281011696;0,993851013;1,568172379;;1378,219697;957,2727273;1799,166667;1028,729379;714,5265594;1342,932198;1,564226422;1,086467779;2,041985065;;1124,17136;870,9090909;1377,433628;839,102871;650,0630997;1028,142642;1,275891317;0,988448369;1,563334264;;167,9;102,44;233,36;4,46488806;2,72414016;6,20563596;37,60452619;22,94346434;52,26558804
